评分,评论题目,用户名,时间,评论内容
 2.5/5,The Commuter review: Liam Neeson's tough guy runs out of steam in train thriller,Jake Wilson," January 12, 2018","It's odd that The Commuter, the latest vehicle for 65-year-old tough guy Liam Neeson, has not been saved for Father's Day. The title and premise seem calculated to appeal to dads stuck in the rat race, dozing through their journey to and from work and dreaming of snapping the necks of fellow passengers who talk too loud on their mobile phones.

Share on Facebook SHARE
Share on Twitter TWEET

Liam Neeson: a relentlessly even manner.
Liam Neeson: a relentlessly even manner. Photo: Lionsgate via AP

Neeson is not the only modern action hero to have kept up the trade into his senior years: think of Sylvester Stallone's Expendables series, for starters. But with his doughy good looks, lilting voice and determined joylessness, he more than any star embodies violence buried deep beneath a respectable facade.

That said, The Commuter is far less violent than Neeson's Taken franchise – as much paranoid thriller as action movie, though it owes a debt to Die Hard with a Vengeance, among other action favourites involving fiendish puzzles set by villains from afar. It's also, more intriguingly, a train film – a genre which is difficult to get completely wrong, given that virtually any story becomes more gripping when the characters are being carried along at speed.

Share on Facebook SHARE
Share on Twitter TWEET

Vera Farmiga, left, issues Liam Neeson a challenge in <i>The Commuter</i>.
Vera Farmiga, left, issues Liam Neeson a challenge in The Commuter. Photo: Lionsgate via AP

The train in question is headed out from Manhattan towards the New York suburbs, where Neeson's ex-cop hero Michael MacCauley lives with his wife (Elizabeth McGovern) and young son (Dean-Charles Chapman). Having just lost his job selling insurance, MacCauley is already having one of the worst days of his life when a woman of mystery (Vera Farmiga) forces him to use his professional skills to identify an assassination target – giving him an hour or so to figure out the situation, seize the upper hand and save the day before he reaches the end of the line.

This is the fourth collaboration between Neeson and Jaume Collet-Serra, whose last film was the enticing shark attack thriller The Shallows, with Blake Lively as the isolated heroine surrounded by glistening expanses of sky and sea. The Commuter is a systematic reversal of its predecessor, giving us an ageing man instead of a young woman, a confined space instead of a wide open one – and, instead of glittering blue water, the haze and grime of a city in late afternoon.

Still, both films take place over a limited time span, both involve ""ordinary"" characters thrown into extreme situations – and both demonstrate Jaume-Serra's above average skill at establishing tone by visual means. He and cinematographer Paul Cameron (Collateral) opt for a murky look that emphasises the limits of MacCauley's perceptions, using shallow focus and unsteady camerawork; light flickers on faces as the train rushes along, dimming as the sun goes down.
Entertainment Newsletter

Get the latest news and updates emailed straight to your inbox.

By submitting your email you are agreeing to Fairfax Media's terms and conditions and privacy policy.

The glimmers of beauty arise from the contrast between the fleeting, intangible views from the train window and the solid problems MacCauley has to solve on board, which he approaches with a tinkerer's logic (such as when he finds an ingenious way of forcing all the passengers to gather in the one compartment). There's also a frisson in the idea that danger can exist even in the most mundane settings: we're kept aware that a train is a huge hunk of metal hurtling across the landscape, a terrifying prospect whether you're in the belly of the beast or standing in its path.

However, Collet-Serra can only do so much to redeem a mechanical, even feeble script (the final version is credited to Ryan Engle, who previously worked with Collet-Serra on the Neeson vehicle Non-Stop). We're kept guessing to the last moment about which characters can be trusted, but the answer only matters if we care about any of them in the first place – and we're given little reason to do so, though they're played by a potentially strong group of actors, including Sam Neill and Patrick Wilson as cops MacCauley stays in touch with by phone.

As for Neeson, to call him a ""reliable"" actor is a polite way of saying he has few surprises left in him; his relentlessly even manner dampens down any possible excitement. It was probably a mistake for Collet to cast Jonathan Banks – otherwise known as Mike, the fixer from Breaking Bad – in a minor role: when it comes to weary but indomitable toughness, it is difficult to believe any character played by Banks wouldn't leave Neeson far behind."
 2.5/5,The Commuter Review: Liam Neeson’s Ticket to Ride is Silly Fun,Sandy Schaefer," January 12, 2018","Having collaborated for three films already, actor Liam Neeson and director Jaume Collet-Serra reunite for their fourth and possibly silliest thriller yet with The Commuter. Collet-Serra made his name as a skilled schlockmeister with his House of Wax remake and horror/thriller Orphan in the 2000s, before he joined forces with Neeson (in the post-Taken stage of his acting career) for the 2011 mystery/thriller Unknown. The pair has since tried their hand at something a little more high-minded with the dramatic crime thriller Run All Night, but The Commuter has much more in common with their 2014 murder mystery Non-Stop. The Commuter is a goofy and formulaic thriller, but also an entertaining one thanks to Neeson’s action star chops and Collet-Serra’s sense of style.

Michael McCauley (Neeson) is a sixty year old insurance salesman as well as an ex-cop, who has spent the last ten years commuting to work by train. When Michael is fired from his job one day for no particularly good reason, he is left trying to figure out how he and his wife Karen (Elizabeth McGovern) will be able to make ends meet, what with their son Danny (Dean-Charles Chapman) about to start college. On his ride home that day, Michael is approached by a mysterious woman named Joanna (Vera Farmiga) who makes him an offer: he will be paid $100,00 if he can figure out which of the passengers on the train is carrying something precious in their bag.
Liam Neeson in The Commuter The Commuter Review: Liam Neesons Ticket to Ride is Silly Fun

Liam Neeson in The Commuter

Michael dismisses the encounter as a strange joke, but soon discovers that Joanna is completely serious, and that there will be terrible consequences if he doesn’t make good on their “deal”. As Michael races against the clock to find the mystery passenger before they get off the train, he comes to realize that not only his own life, but the lives of every passenger onboard, and even his own family, is at risk if he fails.

The Commuter is very similar to Non-Stop from a script perspective – which only makes sense, as Non-Stop cowriter Ryan Engle also co-penned this film, based on an earlier screenplay written by relative unknowns Philip de Blasi and Byron Willinger. While the film’s Agatha Christie inspired premise lends itself to a cracking mystery, The Commuter doesn’t do anything particularly inventive or unique with the formula. Most of the red herrings and plot twists that The Commuter throws out are easy to spot ahead of time, and the actual solution to the larger conflict is clearly telegraphed early on in the narrative. Fortunately, The Commuter is less concerned with crafting a mind-blowing puzzle for viewers to solve, and more focused on delivering the sort of relentless thrill ride that audiences have come to expect whenever Neeson plays the world’s greatest problem-solving dad.
Vera Farmiga in The Commuter The Commuter Review: Liam Neesons Ticket to Ride is Silly Fun

Vera Farmiga in The Commuter

Michael McCauley is at first presented as more of a regular person than the characters Neeson has played in his previous collaborations with Collet-Serra. In function, however, Michael isn’t all that different from Neeson’s other action/thriller protagonists, and the actor delivers most of his lines with the same gruff voiced intensity that he’s fine-tuned since he first demonstrated his “particular set of skills”. Collet-Serra and his production team take advantage of the film’s enclosed setting to stage The Commuter‘s close quarter fight scenes in a way that makes it believable enough (for the film’s purposes) that Neeson’s cop turned insurance agent wouldn’t be completely overwhelmed by his opponents. The movie also incorporates some stylistic flourishes (sped up motion, sequence shots seemingly created in post-production) in these scenes, to further spice things up.

As he has done in his previous collaborations with Neeson, Collet-Serra fills out The Commuter‘s supporting cast with A-list talent. In addition to Farmiga (who previously worked with Collet-Serra on Orphan) and her Conjuring movies costar Patrick Wilson, the movie further benefits from having seasoned character actors like McGovern filling out its ensemble, as well as Jonathan Banks and Sam Neill in smaller roles. Most of the film’s characters – especially the train passengers played by lesser known actors – are the sort of two-dimensional stock types that one expects to find in this sort of pulpy fare. The Commuter is above all else the Liam Neeson show, and it wisely never loses sight of that throughout its runtime.
Sam Neill in The Commuter The Commuter Review: Liam Neesons Ticket to Ride is Silly Fun

Sam Neill in The Commuter

Collet-Serra is known for infusing his B-grade movies with slick production values, and that remains the case with The Commuter. The director typically makes good use of the environments in his films, be it the inescapable inside of the airplane from Non-Stop or the beautiful and isolated beach in The Shallows. He likewise uses the cramped and dingy interiors of a commuter train to positive effect here, when it comes to generating suspense and tension. Working with cinematographer Paul Cameron (Collateral, Dead Man Down), Collet-Serra stylishly maps out the internal layout of the film’s central set piece and keeps things visually engaging, in spite of the unchanging foreground scenery. The downside is, The Commuter is more interested in getting to the next scene of Neeson punching someone than it is fleshing out its characters or exploring the political overtones of its narrative.

The Commuter is neither Neeson nor Collet-Serra’s best thriller yet, but it’s a perfectly serviceable genre movie that delivers everything audiences expect from Neeson’s action films nowadays – to a fault. It’s not a film that demands to be seen in a theater, and it falls well short of breaking the mold that Neeson and Collet-Serra have established for their movies together by now. At the same time, The Commuter is enjoyably ridiculous and offers enough entertainment to help beat away the doldrums of January. Here’s to hoping Neeson’s and Collet-Serra’s “Taken On A Boat”, or whatever moving vehicle their next thriller takes place on, is equally fun."
 3/5,,Jeffrey M. Anderson," January 12, 2018",
 6/10,‘The Commuter’ Review: Liam Neeson’s “Old Man Action Hero” Thing Still Works,Karen Han," January 12, 2018","At this point, Liam Neeson movies are practically a genre unto themselves, and Liam Neeson-Jaume Collet-Serra movies are quite possibly their apex. The Commuter is one of the best of the bunch. Even though it’s not really anything you haven’t seen before, Neeson’s commitment to the role and Collet-Serra’s at times inspired direction make for a movie that’s hell on wheels. Sure, you can see some of the twists coming from a mile away, but it’s a forgivable sin when they’re executed with so much panache.

For instance, we’ve all seen montages used to denote the passage of time, but not quite the way that Collet-Serra does to open the film. What he gives us is a sort of composite Groundhog Day, a single routine shown to us over the course of a seemingly endless number of days as it repeats over and over again, sunny on some occasions and cloudy on others, overlapping right up until Neeson finally gets onto his commuter train.

As Michael MacCauley, a former cop currently peddling insurance to provide for his wife and son, Neeson is unreasonably great. On paper, his character isn’t all that interesting, but the level of intensity and earnestness that Neeson brings to every role he’s ever taken raise MacCauley — and everything around him, as almost every cast member is a caricature — to another level. There’s Shazad Latif as the business bro, Andy Nyman as the chatty neighbor, Florence Pugh as the punk teen — everyone is playing a part in the most literal sense possible (and with the clunky dialogue to boot), but it comes together.

On his way home after being fired and thereby left in the lurch with a reverse-mortgage that’s been taken in order to pay for his son’s college tuition, MacCauley meets a woman (Vera Farmiga) who poses a hypothetical scenario. There’s a passenger on this train that doesn’t belong. If he can figure out who that passenger is before the end of the line, he’ll receive $100,000 in cash. Obviously this isn’t actually a hypothetical — if he doesn’t mark the passenger with a tracker (that will then signal someone else on board to kill them), then his family will be killed. And just in case he starts getting cocky, they kill off the very first passenger he enlists to help him.

As indicated by the reason behind MacCauley’s desperation, there’s a little class commentary at work in The Commuter. It never quite manages to coalesce — none of the overt morals of the film do — in part because the movie is ultimately so singularly about Neeson kicking ass and taking names (and briefly being schooled on the Bront? sisters by an understated Jonathan Banks) that there’s no space for anything else. And that’s just fine.

Or close to it, anyway. For the most part, the film zips along, but there’s an entire act at the end that could probably have been chopped off or otherwise condensed, with the lean, mean fun of the bulk of the film suddenly bloating into the grim, explosive theatrics that tend to dominate so many blockbusters these days. It’s an unnecessary spectacle, as is only proven by how much more hair-raising the first half of the film is when it’s just Liam Neeson in, on, and around a train, utilizing everything he can in order to stay alive. The shot in which Collet-Serra pulls back from Neeson’s shocked face and then back through the entire train is more thrilling than any of the fireworks that end the movie.

At its heart, The Commuter is very much a how movie rather than a why movie. Yes, there’s a why to be sussed out – why MacCauley, why this passenger, etc. — but it’s not like any character played by Liam Neeson is ever going to completely turn his back on being moral. So, while it’s fun trying to piece together what’s going on, it’s the how that really makes or breaks the movie, and boy, does it make it. How is he going to get back on a moving train after falling out of the bottom of it? How is he going to survive bringing an electric guitar to a knife fight?

The supporting cast is stacked enough that it’s a bit of a pity to see them turn into grist on the Neeson mill (Elizabeth McGovern plays MacCauley’s wife and appears in maybe a minute of the film), but that’s to be expected. This is a film built on a particular formula, after all. And it’s a formula that works. This is now the fourth time that Neeson and Collet-Serra have worked together, with Unknown (2011), Non-Stop (2014), and Run All Night (2015) already under their belts, and as previously mentioned, they’ve boiled this down to such an art that it’s fun to imagine what might come next. Planes, check; trains, check; there are only so many more places to go that are quite so contained as environments for a man to suffer a crisis of conscience, but it’s hard not to hope that the options will be limitless. A boat seems like the obvious next choice. Then a stretch limo, maybe?"
,,Annlee Ellingson," January 12, 2018",
,The Hidden Hunger for Communism in Action Thriller The Commuter,Charles Mudede," January 12, 2018","The first great film of 2018 is (for me at least), The Commuter. It stars the Irishman Liam Neeson, and is directed by the Spaniard Jaume Collet-Serra. This is their fourth and second-best collaboration. Their best film is, of course, Non-Stop, which is very much like The Commuter, except it takes place on an airplane. The Commuter happens on a train that links Manhattan to the suburbs. Neeson is an insurance salesman and former cop (Michael) who has ""taken"" this train for a long decade. He is a father, married, 60 years old, and juggling two mortgages.

Shit hits the fan on the very day he is laid off. He leaves his Manhattan office and, with the heaviest eyes in Hollywood, faces his mounting debts and expenses. He goes to an Irish pub to drink and think. What is he supposed to do now? He has played the capitalist game by the rules. No one can question his work ethic, yet, in the end, the system treated him no better than a beggar.

During the long train ride home, Neeson gives a Goldman Sachs exec the middle finger and says: ""Fuck you, from the middle class."" That's when the fun really begins. Yes, sir, it's that kind of film. It's got lots of action and tension. It has an amazing scene that involves smashing an electric guitar on someone's head. Neeson is almost killed by the baddies or the train several times.

But if you look beyond the thrills and ox-stunning blows (thank you, Nabokov), you find that all of the leading characters in the movie are tired of always just getting by. The commuters are grounded every fucking day by the downward pressure of the wage-labor market. All of this says something that is very important: Workers and bosses are not at all partners in the profit-making enterprise. The relationship is antagonistic and volatile. It can explode at any moment. This is Red Hollywood at its best. "
 3/5,,Randall King," January 12, 2018",
 7.1/10,,Andy Crump," January 12, 2018","You know we’re running out of action movies for Liam Neeson to chew through when the industry has to mash Strangers on a Train with Unstoppable, then mash that concoction with Murder on the Orient Express, then layer the resultant amalgam over a standard Neeson, Action Star? plot. Then call it something vague like The Commuter. At the same time, the industry knows how to hook a Neeson audience: If you habitually buy tickets for his old-manly action movies, you’re already in the bag for The Commuter, and if you’re in the bag for The Commuter, the synopsis either doesn’t matter or you threw a fist pump after reading it. “Liam Neeson? On a train? Solving mysteries and punching people? Sweet!”

The plain truth is that The Commuter kicks all kinds of ass. Neeson’s action film credits are reliably unreliable, alternating between utter wastes of time and enjoyably macho fantasies, but he’s developed a groove with Jaume Collet-Serra ever since 2011’s Unknown. The Commuter is their fourth team-up and a welcome return to their established actor-director dynamic following their last, 2015’s Run All Night, a well-meaning movie that’s sorely mistaken about its own importance. Nothing lets the air out of a crowded theater like a self-serious potboiler, much less a self-serious potboiler needlessly wound into knots.

The Commuter rebounds from Run All Night’s hubris, fitting better alongside Unknown and 2014’s Non-Stop as a goofy, high-stakes-but-small-scale actioner wherein Neeson plays Michael McCauley, an average Joe tasked with unmasking a shadowy criminal conspiracy. Really, he’s a veteran ex-cop who hops the commuter train into the city each day to work a thankless job hawking insurance, but he puts on an average Joe face in public, whether to his clients, to his family or to his fellow commuters. (You get the idea that this is how Neeson lives his life, too, pretending he’s merely a down-to-earth type and not at all a grizzled badass.) Then one day he’s unceremoniously let go by his employer, and after catching a beer with his old pal from the force, he gets on the train home and gets caught in the web of a woman named Joanna (Vera Farmiga).

Joanna, flirty at first and menacing not long after, challenges him to find an unknown passenger on the train—a stranger on the train, you might say—and slap a GPS locator on their bag before they pull into the last stop on the line. His reward: a hundred grand to ease the sting of his firing. But the challenge isn’t easy, or even non-fatal, and as Michael reaches into his bag of cop tricks to figure out the identity of the passenger, threats are made and bodies start piling up.

If there’s a gripe worth holding against the film it’s that Collet-Serra is already repeating his greatest hits with Neeson, lifting Non-Stop’s “search for the culprit” structure, the only difference being that in The Commuter the culprit isn’t actually guilty of a crime. Though, funny enough, watching Collet-Serra and Neeson lean back on what works for them works for us. The Commuter knows how to take advantage of its setting and distinguish itself from its predecessors in the process. Where Non-Stop uses alcoholism as a plot-motivating character detail, The Commuter uses economic anxiety couched in the 2008 financial crisis. The McCauleys lost their savings in that cluster. Michael thinks twice about accepting Joanna’s offer, but he stops short of thinking three times. He needs the money. Desperate times, desperate measures—you know the drill.

Collet-Serra isn’t pompous enough to package The Commuter as stirring commentary on that global meltdown. He only pays off the reference by having Michael flip off an asshole stockbroker riding the train with him, openly disdainful of taking public transportation. Instead, Collet-Serra focuses on going over the top, affixing increasingly loopy twists and turns to what could have been a straightforwardly shameless riff on one of Hitchcock’s most streamlined masterpieces. (It’s worth noting that the film is a love letter to that director’s work through and through, from Rear Window to North by Northwest.) Turns out that the FBI has Joanna on their radar, that other passengers might be playing her game, too, and that she might have cops in her pocket. The more the movie throws at us, the more that Michael’s suspicions become our own and the more delicious Collet-Serra’s excesses become.

The Commuter isn’t a tough puzzle to solve, and it veers closely to being obvious at times. But easy, unsubtle, unabashedly masculine action films don’t need nuance as long as they’re this much of a goofy pleasure to watch. Sometimes you just want an actor like Neeson to fend off an attacker with an electric guitar. If we’re to take Neeson at his word, The Commuter is his last time playing action hero. Too bad, but then again, there are only so many times bad guys can put common man Neeson’s family in harm’s way before the mileage runs out on the setup."
 2.5/4,Neeson’s Commuter Beats Getting Stuck in Rush Hour Traffic,Sara Michelle Fetters," January 12, 2018","Michael MacCauley (Liam Neeson) has had better days. The former New York detective has been working as a successful insurance agent for the past decade, this job change allowing he and his realtor wife Karen (Elizabeth McGovern) get their family back on their feet after the housing and financial crisis of 2008 wiped them out. Just as things were looking up, with their son Danny (Dean-Charles Chapman) about to head off to college, out of the blue he’s given the sack, sent packing by his employer with him and his family’s health insurance covered for the next year as a severance package instead of a cash payout.

PHOTO: Lionsgate

On the commuter train home, a trip he has taken every day, back and forth for the past decade, a mysterious woman calling herself Joanna (Vera Farmiga) sits down across from him and offers Michael a perplexing one-time job offer. She’ll pay him $100,000 if the ex-cop can figure out who on this train does not belong. They’ll be carrying a bag. They’ll be getting off at a certain stop near the end of the line. They go by the nickname “Prin.” That’s all the information Joanna offers, and while she’s willing to be generous to Michael, she’s also not going to let him turn her down, and she’ll threaten the lives of his wife and son if she has to in order to get him to do what it is she wants.

The Commuter is a silly B-grade action-thriller with Neeson giving an impassioned performance that, while not exactly all that far removed from his ones in Taken, Non-Stop or Unknown, is still delivered with more grit and gravitas than this inane little scenario deserves. Reuniting with Run All Night director Jaume Collet-Serra for the fourth time, the actor and the filmmaker have an obviously comfortable rapport. Together, they seem to know what works and what doesn’t, and as minor as this over-plotted piece of unabashed genre hokum might be, the whole things ends up being far more entertaining and fun to watch than it easily has any right to be.

Not to say this is some minor masterwork people will be falling all over themselves to heap praise on. This is the kind of movie that’s very easy to enjoy when you’re not paying a first-run ticket price. Seeing at a bargain matinee at a second run theatre? Heck yes. Watching it on Cable television while you’re folding laundry or doing any variety of mundane household chores? Absolutely. But it’s unlikely anyone going to an evening show during the first couple weeks of release will feel as if they got their money’s worth. It all so mercilessly harebrained and inadvertently humorous there were moments where I felt Neeson and Collet-Serra were making a parody of the sort of thrillers they’ve had such financial success with these past few years and not something I was supposed to treat with anything resembling seriousness, a bit of an obnoxious problem if I do say so myself.

Yet I admittedly had a pretty terrific time. Neeson owns characters like Michael, and watching him play off Farmiga in a pair of expertly staged one-on-one bookend scenes is a delicious treat. I also liked the way in which Byron Willinger, Philip de Blasi and Ryan Engle’s script works overtime to keep so many plot strands dangling and still find an amusingly unsophisticated way to tie them all together right at the very end. They take this Hitchcockian premise to its breaking point only to bolt right past it as things literally explode around Michael and the remaining commuters, in the process crafting the illusion that the audience has no idea what is going to happen next when in reality the answers are so blatantly obvious it’s almost as if they weren’t being concealed at all.

PHOTO: Lionsgate

Collet-Serra has always been a technically proficient filmmaker, The Shallows a perfect example of him utilizing every single one of his skills with precision, confidence and tenacity. While not at the top of his game, he still handles himself admirably here. In fact, Collet-Serra stages one elongated bit of fisticuffs between Michael and a mysterious passenger inside an empty train carriage that’s extraordinary, if for no other reason than to wonder where the cuts are and when Neeson’s stuntman was inserted to do the things the actor wouldn’t be physically able to accomplish himself. He and editor Nicolas De Toth (Stoker) do a fine job creating tension while also maintaining a frenetic, if still pleasantly naturalistic, pace, the film’s 105-minutes flying by far more quickly than I imagined they were going to when I stepped inside the theatre. Also worthy of mention is Roque Ba?os’s (Evil Dead) invigorating score, and even if one major action sequence the music reminded me of Mark Mancina’s classic Speed theme, the composer’s compositions still manage to become their own character working inside the movie with the same tenacity and fervor Neeson is.

None of which is my way of saying that The Commuter is some sort of January marvel we’ll be talking about for the remainder of 2018. Be that as it may, Neeson and Collet-Serra know what they’re doing and they’ve got the formula down pat. For fans of the pair, there are certainly far worse ways to spend a couple of hours. If anything, the movie sure beats getting stuck in rush hour traffic on the way home from work. Make of that what you will."
 82/100,,Piers Marchant," January 12, 2018","Back in the '80s, the joke went, you never wanted to invite Angela Lansbury to your home for any reason: Wherever she went, someone was always getting murdered. With that in mind, consider the plight of poor Liam Neeson, hunky sexagenarian from Northern Ireland, who has oddly morphed into a well-aged action hero over the last decade.

Since 2008's execrable Taken, Neeson's characters have awakened from comas to find no one knows who they are anymore; survived in the wilds of Alaska after a plane crash and done battle with a pack of wolves; been forced to shoot his way out of trouble on a plane in midflight after receiving texts that the passengers will be executed; been forced on the lam all night long in trying to save his son from an angry mob boss; and, of course, defended virtually every member of his family and his estranged wife several times over from would-be human traffickers.

Neeson has carved out a solid decade of high-concept, moderately budgeted action fare largely on the strength of his everyman persona. He doesn't mess with sci-fi stuff, or anything involving fantastical elements -- he leaves that kind of thing to Tom Cruise -- his action films have been grounded in the day-to-day, which makes this, er, vehicle more or less in perfect keeping with his branding: Michael (Neeson), a long retired ex-cop turned insurance agent, on the day he is laid off, gets propositioned to make $100K by a stranger who calls herself Joanna (Vera Farmiga) on his regular commuter train just to identify a mysterious passenger on the train and insert a GPS responder in that passenger's bag.

Initially, he doesn't believe the offer, but shortly after Joanna exits the train, he goes to retrieve the packet of money, exactly as she described. With virtually no idea of what he's meant to do or why, he hesitates to take anything further, until it is made clear to him that he's being monitored at every turn and his wife and sons are in mortal danger if he doesn't do exactly what is asked of him.

Eventually, Michael gets more and more hysterical in the search for the elusive passenger known only as ""Prin"" (intentionally misspelled to preserve the mystery), attempting to loop his former partner (Patrick Wilson) into the situation, oddly interrogating everyone including a young ticket taker (Adam Nagaitis), an obnoxious yuppie broker (Shazad Latif), and a scared nurse (Clara Lago), and getting more and more confused as to the conspiracy that has been so carefully orchestrated around him.

So carefully orchestrated, it must be said, that the bevy of screenwriters credited for the caper, have crafted yet another thriller which involves a nefarious plan so meticulously organized and prearranged, with everything timing out perfectly in every way, it becomes pretty clear early on it would have been much, much easier and more efficient to actually just dispatch a single, trained assassin to do the work instead. As the story gets more embroiled, it becomes less coherent and amusing, climaxing as it does with a massive train derailment, a hostage situation, and a final bit of flimflammery that's truly just nonsensical.

Still, it's a far cry less appalling than Neeson's vicious, retired super-agent in the Taken films, and holds together at least somewhat better than some of his other mystery thrillers. Director Jaume Collet-Serra, reuniting with Neeson after the pair made several of these action flicks, including Unknown and Non-Stop, actually constructs a reasonably taut first act, where the details of each passenger flitting past us might actually turn out to be relevant later on.

There are a handful of moments, such as when Michael identifies a seemingly insignificant detail (whether someone is right-handed or not) and uses it to hone in on his quarry, where the film gets buoyed up slightly beyond its preposterous premise. It also takes its sweet time in the beginning, getting us onto the train with a series of well-edited jump cuts over what is meant to be the many years Michael has spent tooling to and from the city for his job, like every other schnook in a suit and tie, hoping to last long enough to make retirement.

If the film too quickly builds into hysteria -- at one point, with Michael fighting for his life, crawling out from under a moving locomotive, and discovering a dead body under the train, it occurred to me that the entire far-fetched enterprise might just be some sort of ""Occurrence at Owl Creek Bridge"" scenario, triggered because he was so miserable to have to tell his wife about being laid off, but alas, that proved overly optimistic -- at least it takes a few minutes to ground its protagonist. Early in the film, trying to convince a young married couple to buy life insurance, he tells them the story of how he and his wife (Elizabeth McGovern) had scrimped and saved to build up their retirement portfolios only to have the mortgage meltdown of 2008 wipe everything away.

In fact, the film works pretty hard to make Michael as likable as possible -- the only reason he even considers taking the woman's assignment is because he got laid off and his oldest son is about to embark upon an expensive, private college education. He's a man of the people, who only wanted to do the right thing as a cop, which is why he finally couldn't take it anymore. He's so squeaky clean, when he's first approached by Joanna, he holds up his wedding band and gently informs her he's married, just so there's no confusion (like Mike Pence with a strong right hook).

Initially, the woman pitches the plan to Michael as a kind of ethical hypothetical: If you had the chance to make a lot of money by doing something seemingly insignificant to a complete stranger, would you do it? The film isn't written carefully or craftily enough to actually consider that question. You would need a much heavier Hitchcockian influence for that sort of thing, but I guess we can give it a golf clap or two for trying."
 B-,,Eric D. Snider," January 12, 2018","If it’s January, Liam Neeson must be punching people (or wolves). In “The Commuter,” directed by regular Neeson wrangler Jaume Collet-Serra (“Non-Stop,” “Run All Night”), the people who need punching are on the evening train from Manhattan to Poughkeepsie, which insurance man and former police officer Michael MacCauley (Neeson) rides every single day and usually does not have to punch anyone. On this occasion, however, he is approached by a beautiful, enigmatic woman named Joanna (Vera Farmiga), who eventually establishes the scenario: Michael must find a certain person on the train and get that person’s bag. Michael will be paid $100,000 for this. Joanna doesn’t mention any consequences if Michael chooses not to take the job, but once she’s off the train he learns that his wife and son are in danger, because of course they are. Better get punchin’!

So it’s that kind of movie: a pulpy, mildly intense potboiler where a man is forced to perform tasks while under constant (some might say impossible) surveillance, receiving messages and instructions at crucial points in a manner indicating extraordinary (some might say impossible) planning among multiple conspirators. And it’s pretty good at being that kind of movie! The screenplay (by first-timers Byron Willinger and Philip de Blasi, with rewrites by “Non-Stop” polisher Ryan Engle) keeps us in the dark with Michael, gradually revealing who’s behind all this, what’s in the bag, and what the cops played by Patrick Wilson and Sam Neill in one early scene have to do with it. Michael’s police instincts kick in; he’s on this commuter train every day, so he knows which passengers aren’t usually here and are therefore potential suspects. He has to interact with his usual commuter buddies without letting on that anything is amiss. When everything is over, a passenger says, “Next time, I’m takin’ the bus!” You know. That kind of movie.

It eventually gets a bit too preposterous, going off the rails (get it?) as the conspiracy gets wilder and wilder. As is often the case, we come to realize that the villains’ plan was far more elaborate and complicated than it needed to be, though of course that’s part of the fun. Collet-Serra keeps the camera moving, swooping and swirling between train cars and through windows, doing impossible things to hold our attention while Michael punches his way to justice in a respectably forgettable, good-while-it-lasts action thriller."
