评分,评论题目,用户名,时间,评论内容
8.0 / 10,To find and protect the witness in the commuter,Jeanne Francoise,25 January 2018,"Dear readers, The Commuter movie has Liam Neeson as main character, so that by his reputation in acting, we can expect about fighting, conspiracy, twist plot, heroism, etc in this movie. Liam Neeson in this movie is still like acting like in Taken movie, with the mobile phone, hard voice, and story plot that is destined to protect somebody and to help his family. The Commuter is the movie about an ordinary insurance salesman, which was also an ex-cop, that has been asked to find a witness of murder that bring a bag inside the daily commuter and will be given some bunch of dollars, by a strange woman. If Neeson refused the job, his family will be in danger. Then Neeson does not have any choice, then he is walking from one wagon to other wagon, to find that witness. During his investigation, the characters in this story are developing until audience can not guess which one is the witness. Here, the commuter is representing middle-class American society that lived in urban areas, to work in the central, so that they are using commuter everyday. In the commuter, we can see ordinary men and women, looking for job, or stay in their ordinary job and because they meet each other, they are becoming closer and closer, but when Neeson ask for suspicious person, they never know. The storyline here wants to critic that even the commuter people meet everyday, they never know how is each person life outside the train after they are taking off the train. The Director also want to show us that in the train in the really daily and normal life, there is conductor, technician, daily passengers, and not-regular passengers. The camera moving is really in details as we can see train from first wagon until the last wagon, without missing the main story in just one wagon. I rate this movie 8 stars, because there are at least 2 (two) illogical plots for me, first is when Neeson is fighting, really hardly, the mobile phone is still safe from his pocket. Second is about the appearance of strange woman to direct Neeson to do strange job like that (to find a witness of murder that bring a bag in the commuter) and why she did not choose other person. Even audience will know why Neeson is chosen, but the method of that woman to find Neeson, we never know. The coincidence is not explained and what is inside the bag of the witness, seems unclear for me. Even in some critical scenes that explain everything, for me the finding of witness in the case like that, is just over-reaction. Well, maybe this is why there is movie, to live up our imagination and to see many things in different ways. After watching this movie, you can see commuter train in different way, you can see insurance sales in different way, police in different way, and witness of murder in different way. It is sure that you can not guess who is the bad and who is good until the ending. The old Neeson is still well-fighting. What a good actor."
5.0 / 10,"Not the Worst January Movie, But Definitely Lackluster",Movie Paradise,24 January 2018,"The initial concept the movie presents is actually quite interesting. It sets itself up with an interesting social question, of what people will do to protect themselves and to what lengths they will help others. This moral dilemma Michael is put in could have gone in a really cool direction, and could have made the film rather compelling. However, subsequent cliches and plot holes overtake the movie instead, and the potential for a fascinating social commentary is wasted. Upon the reveal of the final twists, inconsistencies come about. Once the story begins defying very basic logic, such as guns firing off in one compartment of the train and nobody in the neighboring compartment having the slightest idea anything is happening, it became very hard for me to stay invested. There are many improbabilities that arise, such as how certain characters know the information they do, or how all of these coincidences perfectly align. For a movie like this, you can usually forgive that kind of thing. However, the trade-off to that is that I became far less invested in the film, and thus, I am less engaged. When that happens, it becomes hard to find anything really enjoyable...
"
8.0 / 10,Another thrilling & suspenseful film from Liam Neeson & Jaume Collet-Serra.,Anurag-Shetty,24 January 2018,"The Commuter tells the story of Michael MacCauley(Liam Neeson). Michael takes the same subway train in New York City, from home to his place of work & back again. On one of these journeys, he gets embroiled in a sinister plot that might have dire consequences. The Commuter is an amazing movie. Director Jaume Collet-Serra has made another unforgettable film after Orphan(2009), Unknown(2011), Non-Stop(2014), Run All Night(2015) & The Shallows(2016). The combination of Collet-Serra's taut direction & Liam Neeson in the leading role, works wonders yet again. The action set pieces are mind-blowing. The climax is the highlight of the movie. The twists & turns in the film, will keep you guessing right till the end. Liam Neeson is spectacular as Michael MacCauley. Neeson flawlessly portrays his characters growing paranoia, fear, rage & desperation. Vera Farmiga is excellent as Joanna. Patrick Wilson is outstanding as Alex Murphy. Jonathan Banks is superb as Walt. Sam Neill is great as Captain Hawthorne. Elizabeth McGovern, Killian Scott, Shahzad Latif, Andy Nyman, Clara Lago, Roland Moller, Florence Pugh, Dean-Charles Chapman, Ella-Rae Smith, Nila Aalia, Colin McFarlane, Kobna Holdbrook-Smith & Adam Nagaitis are fantastic as Karen MacCauley, Dylan, Vince, Tony, Eva, Jackson, Gwen, Danny MacCauley, Sofia, Sherri, Conductor Sam, Oliver & Conductor Jimmy, respectively. The Commuter is a must watch for fans of action thrillers & Liam Neeson. Go, take this roller-coaster of a train ride!"
9.0 / 10,A train ride you won't soon forget,DarkVulcan29,24 January 2018,"Michael(Liam Neeson) is going home on a commuter train after having a bad day. But is then suddenly approached by a mystery woman (Vera Farmiga) asks him for a favor to help find a certain passenger and will a large sum of money if he puts a tracker on there bag. Although Michael excepts, he soon finds his life and his family are in unless he completes the task.
An enjoyable film that proves to be a good action film and also a good mystery, where just when you thought you know how it's gonna go, and soon throws you a curb. Liam Neeson is pretty good here has an ordinary guy who gets pulled in a dangerous situation. Vera Farmiga is pretty menacing even hen she is just a voice off camera. Fight scenes are pretty intense, Liam Neeson proves he still got it."
4.0 / 10,There is no such thing as noble.,Michael Ledo,24 January 2018,Warning: Spoilers
8.0 / 10,Action-Packed Thrill Ride!,vengeance20,23 January 2018,Warning: Spoilers
,"""They""..!...",osama1964-210-40614,23 January 2018,"It's been said many times in similar movies, aside from this movies, about the mysterious ""they"", it seem that these ""they"" are the worst disgusting creatures in history, they are in full control and they are scaring everybody, obviously these are colonizers, they had shifted the regular colonization methods from countries to organizations. Normal people, including myself don't like troubles, this had been said, however; these organizations are nothing but troubles. Only recently after studying psychology, it was concluded that these ""they"" use ""deformed Freudian methods of communications"" which normal people cannot understand or comprehend, you have to be a moron , ( not intellect; very far from what they foolishly claim), to understand their methods of communications. The point is: demanding decent honest living with proper payments and providing good living standards aren't confrontations, or being against anybody. 
Another point is ; if they are so much powerful , why they are hiding most of the times, and why they still don't have the balls to announce themselves in the formal vocabularies !...and do confession of their crimes in public..!..."
9.0 / 10,"Way better than what l expected , Highly recommended",bycemdogan,23 January 2018,"I had few question marks about The Commuter movie before l decided to see it but after I watch it , I realised how great movie it is and definetely must be watched .."
5.0 / 10,A bumpy but watchable commute,TheLittleSongbird,23 January 2018,"There was a good deal of potential with 'The Commuter'. In particular that the premise was an interesting, if somewhat familiar (especially if you've seen any other action-thriller film starring Liam Neeson), one, the trailer looked good and the cast is a talented one. Watching 'The Commuter', my thoughts were that it was very much watchable that started off promisingly and had a number of good elements. But also that it was also something of a bumpy ride at the same time that derails in the third act. Very like 'Non-Stop' (except on a train rather than a plane), of which there have been comparisons to, and the strengths and flaws are similar even. Is it worth watching? Yes. Is it a great film? Not to me, but have no regrets watching and certainly didn't think that it was a waste of time.Starting with the strengths, 'The Commuter' does look great, the cinematography is slick and often adds to the atmosphere created, the lighting is moody and neither garish or drab, the special effects are good and don't overload the film in quantity and the confined train location (should have been the star and very much is) creates a genuine sense of claustrophobia, a feeling maintained throughout even in the weaker stretches. The score is also suitably moody, not sounding too obvious or manipulative.Neeson is a very strong, commanding and appropriately stoic presence, as to be expected, and Vera Farmiga is a suitably cold-blooded femme fatale. Direction is atmospheric, some twists are fun and not too predictable and there is a fair share of thrills, tension and suspense.It is such a shame that 'The Commuter' does get far too over the top and far fetched in the third act, am trying to use the phrase ""felt like a completely different film"" much less but feel it does apply here with it becoming less thriller-like and more bombastic action-oriented. The film loses momentum at this point and the twists become more convoluted. The solution should have gone out with a bang but peters out, being too implausible, overblown and confused.Dialogue is hit and miss throughout but becomes increasingly hammy and vague at this point. The rest of the cast do their best but don't make much impression, being saddled with very little to do in sketchily written roles.Overall, bumpy but watchable. 5/10 Bethany Cox"
8.0 / 10,What train movie is supposed to be.,ed,23 January 2018,"There are two kinds of train movies. One where everyone sits around and talks about interesting stuff, and the other where everything gets completely messed up. This is the other kind and it's loads of fun.What you think you know, maybe isn't so.Spoiler Alert.Several interesting themes in this one. A story middle class life being ripped apart by upper class greed, which sees an ex cop turned salesman used as a pawn in a high stakes murder coverup. Nielsons character arc goes from a nice safe financial life selling insurance suddenly into one of desperation and greed himself after he's fired without any kind of safety net. An opportunity to sure up his dire finances suddenly appears, but with it a massive amount of pressure as he's asked to solve an odd mystery and tag a witness for murder. The shadowy baddies, who use unwilling perps to commit their crimes for them, makes for an interesting metaphor of the deep state left wing government. And the a-hole police captain ends up being a nice guy after all, who's dealing with the situation as best he can, without knowing about the deception hiding reality from him..All in all a good, fun film for the thinkers, even if it's not a logical masterpiece."
7.0 / 10,"Insultingly nonsensical, but still one of the better 'Neeson' films",davideo-2,22 January 2018,"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday MorningMichael MacCauley (Liam Neeson) has just turned sixty, and is seeing out the last years of his safe, stable job in an insurance firm, only to find himself unceremoniously given his marching orders without any warning. But his day is about to get even worse, as he boards a 'commuter' train (hence the title!) that he's been doing for many years, only for Joanna (Vera Farmiga) to strike up a conversation with him, where she suggests he will receive a large sum of money if he takes out the 'missing link' on the train. This rapidly escalates into a threat, and before long MacCauley finds himself plunged into a desperate battle for survival with some mystery assailants.After the success of the Taken films, Liam Neeson found himself in a series of these similarly themed films, which feel pretty much tailor made for him and of which The Commuter is the latest. The sixty plus tough guy has a style and substance all of his own about him, that do make these films, for better or worse, at least unique. They have found a following that obviously draws in an audience, and judging by the auditorium I was in, it seems to have had a fine opening weekend.It's all really the most far fetched, ridiculous nonsense you'll ever see, pushing your suspension of disbelief to the ultimate limit and leaving you feeling slightly insulted in the process. The script seems unsure of its tone as well, framed around being a tense, claustrophobic suspense thriller, but with Neeson randomly throwing in wacky wisecracks like it's some Bruce Willis movie. There's also some unsubtle social commentary thrown in as well, regarding Wall Street fat cats and the deposed middle classes. And then there's the ending, where everything's resolved, but which chooses to really procrastinate itself, and drag everything out with meaningless exposition, wearing the viewer out.The saving grace of the film, in spite of all that, is that there is a genuinely intriguing air of mystery and suspense behind what the man has been asked to do and what the motive behind it all is, and you do want to stick with it and find out what's going on. That, and there are some tasty one on one fight scenes and thrilling action sequences that really make it what it is. ***"
5.0 / 10,Plain Trains and Autopilot.,southdavid,22 January 2018,"Liam Neeson's career renaissance as an action star continues here with ""The Commuter"", a thriller that is the very definition of passable, but cleverly released in the middle of awards season to cash in as an alternative. The film reteams Neeson with director Juame Collet-Serra, the pair having worked on ""Walk Amongst The Tombstones"" and ""Unknown"" together. This time Neeson is Michael Macauley, an ex-cop who has made a meagre living selling insurance for the past decade. On the day he's fired from his job, a stranger he meets on the train home (Vera Farmiga) offers him £100,000 to identify which of the passengers is not who they are claiming to be. ""The Commuter"" is a generally a waste of time. It's highly derivative of dozens of similar films, and very predictable. Even before the train leaves Grand Central you'll already have worked out who the real villain is and perhaps even have a good idea as to why. But these flaws are perversely some of the films easiest selling points. Bland and inoffensive as though it is, you know exactly what you're going to get. The action scenes are passable, Neeson gamely sparring with the occasionally henchman. He takes more punishment than anyone would realistically be able to contend with, but that is a cliché of the genre. However, the stunts then get bigger, more computer generated and inversely less interesting. What is impressive about ""The Commuter"" is the depth of the supporting cast. Sam Neill, Patrick Wilson and Johnathan Banks all are in the film as former colleagues or fellow passengers. From a UK perspective, two more members of the cast will be of interest. Shazad Latif, whose career is on the rise with Star Trek Discovery, but who will always be Clem Fandango to me, has a small but significant role, and Andy Nyman, long time comedy writer and director has one of his first Hollywood roles that isn't a vocal only performance. ""The Commuter"" is far from essential viewing but maintains its averageness throughout and I can't believe that anyone who sees it, is going to care enough about it to hate it."
7.0 / 10,Liam Neeson hits people on a train,bowmanblue,22 January 2018,"I know that 'shared universes' are very popular these days with film franchises, so I'm rapidly coming to the conclusion that, along with the 'Marvel Cinematic Universe,' there's also a 'Liam Neeson Shared Universe.' In this dimension Liam Neeson just wanders from one situation where he has to fight people to rescue his family. If you're familiar with the film 'Taken' (which kind of reignited Neeson's career as an elder action hero) you'll know he's more than competent at saving the day in middle age. In that he had to rescue his daughter (and beat many people up along the way). This was followed by the inevitable sequels and some other films that were basically 'Taken,' but with a different title. 'The Commuter' is one of these. However, just because it's effectively the same movie with a different coat of paint doesn't make it bad.There's not an awful lot I can say about this film that I haven't summed up in the title - Liam Neeson hits people on a train. It's pretty much your standard action movie and by no means perfect. Whenever he's on the train (which is most of the time!) the outside world speeding by looks severely computer-generated. He gets into fights and takes punishment that would put down a Terminator, there's an attempt at adding moments that you won't see coming (and you'll definitely see them coming) and parts of the plot that just probably wouldn't happen in real life.Yes, for all its numerous faults, it actually kept me very entertained. It's not overly-long and if you're either a fan of Liam Neeson's 'Taken-type' movies, or just modern action films in general, then this is something to eat popcorn to. Seeing that Liam Neeson has now beat people up on planes and now trains, I'm guessing the logical progression for his career will be for him to find himself trapped in the back of an Uber with a terrorist at the wheel and he must fight for his survival (and most likely his family's, too). And, I'm guessing I'll probably find some enjoyment in that, too (I have low standards!)."
9.0 / 10,Non-Stop train!,OllieSuave-007,22 January 2018,"This is an action-thriller starring Liam Neeson as insurance salesman Michael MacCauley who gets bribed for thousands of dollars in exchange to killing a government conspiracy witness while boarding a train. The film starts off with some intrigue, showing MacCauley having been laid off from his job, putting him and his family's future in trying times. Audience members are asked to sympathize with this, as it reminds us of those caught in tough economic times. However, the main plot and suspense come almost immediately after MacCauley is confronted by a mystery woman, who tasks him in completing the disastrous crime if he is to value his life and the lives of his family. What follows is a suspenseful game of cat and mouse as MacCauley attempts to find the perpetrator and the intended victim, all the while the casualties start to mount. The screenwriter team wrote an exhilarating story that really captures the audience attention from start to finish; it's a plot that is reminisce of another Liam Neeson film, Non-Stop. However, this flick is still fun and entertaining to watch. It is quick pace with no unnecessary fillers, and there's a smack of wit and comic relief mixed in with the intense action and thrills. Overall, it's a great action film that is full of twists and turns that will make you glued to the screen and have you guessing the unpredictable outcomes. Highly recommended.Grade A-"
6.0 / 10,Autistic Reviewers Opinion Of This Movie.,autisticreviewers,22 January 2018,"Michael MacCauley (played by Liam Neeson) is a businessman and has been at the top of his game for over 10 years, and has everything he ever wants, a steady job, great friends, a very healthy family, but one day he is approached by a very mysterious stranger by the name of Joanna (played by Vera Fermiga) and she puts Michael in a ""you have no choice"" situation. He is forced to find a person on the train and kill him/her for 100,000 dollars.
In the hands of director Jaume Collet-Serra (who also directed Nonstop, Orphan and The Shallows) he does a pretty good job at setting everything up. The problem here is that the movie is very predictable and you can see whats going to happen 10-20 mins before it happens. The whole movie was 99% exactly the same as Non-Stop, except it was on a train. The story was the same old cliche we've seen 1000 times before, the acting was decent all round, the effects were decent, but nothing great. The pace itself was pretty good, it never gets boring and there are a few good, tense fight scenes that make the movie worth while.All in all, it's a very hard to film to review, it's a very hard film to hate, and it's a very hard film to love. Liam Neeson does what he does best which is speaking with his naturally talented Irish accent and his fighting skills make the movie all worth while to watch. It's far from a classic and it just should've been called Non-Stop 2, but it's definitely worth a watch, but maybe as a rental. Sit back on the couch with your Mars Bars and just enjoy it. 3/5 stars."
6.0 / 10,Entertaining action thriller,christian-larson,22 January 2018,"The Commuter is the latest Liam Neeson action movie about how Michael needs to resolve the situation he is in. Its very unusual for Liam Neeson to be bad in a movie. He is really good here as he gives a very physical performance and he is convincing as this ex-cop. The directing here is surprisingly really good as there are many creative choices made to the story to make it above-average. The pacing is also really quick and fun as it has no scene that drags. The acting overall is good, nothing awful, nothing amazing. The only actor that is really great is Liam Neeson, the rest are fine. The script is probably my biggest issue here. The script is very obvious and its made for the audience to understand everything and there is no subtlety, which could have made the movie better. The story is very cliched, and there was rarely a moment that surprised me, aside from the directing. The cinematography can go to awful to great. There is a scene in which Michael is talking with a former friend. And the camera work is so horrific, i was getting dissy. It was hand-held and it was shaking. I didn't understood why did the director made that choice, but it was distracting. But later there is a really good action scene which is tricked to be filmed without takes. So the cinematography is 50/50 for me. Overall, this is a really entertaining movie and a very well directed one. 
6.5/10"
10.0 / 10,Beats the train derailment scene in Super 8,lunamargolis,21 January 2018,"I watched this movie last night and was absolutely carried away the entire time. And to those who say it's similar to Non Stop I answer absolutely not! The plot is entirely different with no connection whatsoever. It's much more interesting, much more action, much more mind blowing and it keeps you on edge every moment. Honestly, very few movies I've ever seen were as enjoyable as this one and I wouldn't mind watching it once every week. It's the kind of movies that never bore me no matter how many times I watch them. And on top, the performance of all the passengers was highly convincing, making the movie esvn more fascinating
Overall: my breath was taken away in some scenes and after the end I couldn't help wishing to have a similar experience on a bus or the subway or a train. It would definitely break the routine of most people's daily life"
5.0 / 10,The Unknown Commuter Runs All Night Non-Stop,starman_72,21 January 2018,"If you've seen one Liam Neeson action/thriller, you've seen them all, but who doesn't watching a Liam Neeson action/thriller? They're harmless, fun and if Harrison Ford and Bruce Willis aren't making these type of movies anymore, somebody's got to.Liam Neeson is at it again doing his usually everyman with a hidden layer of special skills: the ability to connect audience with him and care about the stakes no matter how ridiculous the scenarios a plotline throws at him (this is probably Liam Neeson's ultimate superpower, in spite of being a Jedi Knight leader of the League of Shadows and god of Narnia and ancient Greece).While the film is squarely focuses on Liam Neeson's character, it also boasts a wide supporting cast. Because there's so many, and so little screen time to give them, they've got to make a noticeable impression quickly. Vera Farmiga and Patrick Wilson are the standouts, doing the most with what little time (and script) to work with. Farmiga in particular manages to create a long range of nuance and grayness in what is probably 3-5 minutes of screentime.The story itself is quite preposterous. The orchestrated scenario MacCauley (Neeson) finds himself in is unnecessarily convoluted. Another pass on the script or two should've been advised. On a positive, it did feel like a Hitchcock movie at times.Overall, I found the film to be an enjoyable matinee thriller. It's a Liam Neeson film through and through, but who doesn't love Liam Neeson?"
6.0 / 10,Expected storyline with a little surprise at the ending,zhang wei,21 January 2018,Warning: Spoilers
4.0 / 10,Action-less plot guessing repeat,daniel_haddad,20 January 2018,"The Commuter (2018) is an action-packed mystery film without a lot of the action one would have expected given actor Liam Nesson's cinematic background recently. With several slow scenes and a drawn out story line, this is not one of Neeson's better films. The film is about a business man who is down on his luck and finds himself as a player in a crime conspiracy during his normal commute home. Nesson plays his traditional bad-ass ex-cop type role very well- though one has to wonder if he is tired of his one-dimensional characters. The story itself was rather slow and it seemed to be drawn out more than it should have been. There was little character development throughout the film and I was left wanting more from just about all of it. To be fair to writers Byron Willinger and Philip de Blasi, it is a challenge to have a 105 minute feature film set in essentially one location. They tried to do the most, however, the plot followed a generic story-line format of ""guy who is given a morally questionable task and then struggles with the decision of right and wrong"" and did not provide the big twist I would have expected in this type of mystery film. It once again, followed the generic plot twist one could have guessed about a third of the way through the film. Overall, The Commuter is not nearly as good as one would have hoped. Without a new and good plot, this action lacking film will not live up to most standards."
8.0 / 10,"They are really the directors of ""Non-Stop""",AMFCritic,20 January 2018,"If I had not seen ""Non-Stop"" before, this movie would seem much better to me. Because the theme is almost the same (same directors); but they change some things, still, I liked ""The Commuter"" and I think this is the best performance by Liam Neeson so far since the first ""Taken"".
In short, from the beginning ""The Commuter"" perfectly explains the life of the protagonist, the camera and the assemblies are spectacular and from the middle of the film to the end; It keeps you trapped, and leaves you wondering what will happen next? and (almost) always surprises with the twists in the story that manage to explain us in a good way the why is happening what is happening?"
6.0 / 10,Fun ride but could have been upgraded to first class,chrisjhembury,19 January 2018,"Liam Neeson reunites with action director Jaume Collet-Serra after working together on Unknown, Non-Stop, Run All Night now comes there latest Thriller (and Neeson's rumoured last action film) The Commuter. The story unfolds as Neeson plays the Insurance Salesman who on his daily commute home on the train is approached by a mysterious stranger (Vera Farmiga, Conjuring fame) to find a particular passenger who ""doesn't belong"" and he will get $100,000 in return. Shortly here after his life spirals into a chaos that makes Northern Rail look phenomenal. The two most successful parts of this production are the leading actor and the director. They know there stuff and smash the Action genre with great success. Neeson embraces the genre with ease, reliability and hops, skips and jumps (in some scenes really far) his way through the narrative that in recent years has given him such a successful platform. Image result for the commuter stillsThe Director strives to be as creative as possible instantly proving the trapped location of the train is no trap for his creative visual style creating cool SFX shots that keep the plot rolling with speed. Particular fun is shown taken setting the stage in the opening credits fast cutting his daily commute with footage of the hundreds of times his carried out this routine, with fast cutting and shot merges we learn allot fast, kicking us into the set stage. Image result for the commuter stillsThe let down really is the script that feels particularly rushed, what could have been a wicked Hitchcockian adventure like The Lady Vanishes on acid is replaced with a almost half thought out scenerio that needs much more time in the creative oven to have been developed.Great talented cast additions like Jonathan Banks (Breaking Bad) and Sam Niel (Jurassic Park) are given very little to do and their skills as actors are not rewarded by great dialogue either both have pretty unexciting lines to phone in."
5.0 / 10,Liam Neeson on a train!...and that's pretty much it for The Commuter; a typical January action thriller,RforFilm,19 January 2018,"It's January. I guess that it's time for another Liam Neeson action movie. Like the Saw movies we get almost every October or every may when we get a new Marvel movie, January has become something of a tradition to receive a new movie (usually an action or thriller) that stars Liam Neeson. This seems to have started thanks to the first Taken film that was put out at that time. It's certainly not because Neeson is desperate for work. He's a great actor who has shown to have a wide range and is still casted in big movies. I think even he's self aware of these kinds of movies.Counting Taken, Non-Stop, and Unknown, they all have gruff heroes that have to stop something. And they're all put out in January. Even when they come out as bad movies, they tend to do well at the box office. This shows that Neeson is still a draw and they like him as an action hero. He has the right mix of an everyman, but can also be as intimidating as a Schwarzenegger or a Stallone. How much longer can we enjoy this? I don't know, and The Commuter seems to show no sign of him slowing down.Insurance salesman Michael MacCauley (played by Liam Neeson) commutes daily on a train to New York. His routine is just like a lot of New York workers who don't live in the city. Despite this, he remains a big part of his wife Karen and teenage son Danny's life. His day is different this time as he's being laid off to cut cooperate costs. Before heading home, he catches up with his former police partner Alex (played by Patrick Wilson). Afterword's, he catches the same train home, though he'll have to figure out how to pay for his son's college tuition.While sitting, a woman Joanna (played by Vera Farmiga) tells him that there's a bag of money in the bathroom and he'll receive $75,000 if he does a favor of finding someone before the last stop in Cold Springs. Joanna gets off while Michael inspects to see if there really is money. He finds a bag, which sets him in motion follow the favor. When he tries to tell someone, Joanna (via someone else's cell phone) has the person injured and tells Michael he has to find a person named ""Prynne"". Between a hard place, Michael searches for this person while finding a way out. If you've seen Taken, Unknown, or Non-Stop, then you've already seen The Commuter. What I mean by that is The Commuter is exactly the kind of movie that comes out in January; bland, but has enough to not make it a complete failure. The story itself, while certainly interesting, doesn't have much potential. It's like those dime store detective stories. These are the kinds of stories that are written in a heartbeat while trying to figure out how to take advantage of Liam Neeson. Neeson is the best thing about the movie. His charisma makes him charming enough to make you want to follow him. You'll never believe he's playing a character, but that's usually common with his movies. What is lacking from the other movies are his action skills, but the man is in his mid sixties, so it's to be expected. That may explain the climax of the film, which does include a train crash. The problem is that it's CGI is so obvious and fake that it looks more like a cartoon then a live action thriller. The movie works a little more in it's first half, but not by a lot.I'll give this five train maps out of ten. Those that like Liam Neeson will probably find something they'll like whether it's the actor himself or maybe even the story. It's nothing special and even the movie is aware that it's nothing special. It's another escapist thriller. I'd say if your really curious, it's worth the DVD rental later on, but I wouldn't waste money on it in theaters. Check your schedule and see if The Commuter is worth getting on now or later."
6.0 / 10,"Fun, but unspectacular",bankofmarquis,19 January 2018,"If it's January, then it must be time for another Liam Neeson action flick.Enjoying a career renaissance as a tough guy action star, Neeson, again, teams with Director Jaume Collet-Sara to bring an above average action/adventure film that puts Neeson ""on his own"" against a group of bad guys. This time around, he's an ex-cop (of course) on a commuter train heading home. When a mysterious woman (Vera Farmiga) stops him and offers him $100,000 to identify a person on the train, Neeson must dust off all of his ""particular"" skills to identify the mystery person.I won't spoil the rest of the plot for you (what there is of it) for there IS some fun and unexpectedness to it. What is also unexpected is the sparse amount of action there is in this action flick. We spend a long amount of time wandering up and down the aisle of the commuter train while Neeson tries to deduce who this mystery person is. This it too bad, for Director Collet-Sara has shown in other Neeson action flicks like UNKNOWN, RUN ALL NIGHT and my personal favorite NON-STOP, he can do action well. So when the action happens in this film, it is fun to watch, there just isn't enough of it, for my tastes.The acting in these sorts of films is a secondary function, but everyone involved fill their roles professionally - starting with Neeson. He has this sort of tough guy action film star thing down by now and he does not disappoint here. You know what to expect from Neeson in these films - and he delivers exactly that. Joining in are such fun ""oh that person"" actors like Farmigia as the mysterious woman, Patrick Wilson as Neeson's ex-partner, Jonathan Banks as a fellow Commuter and Sam Neil as a Police Captain who might (or might not) be involved.All things considered, this is a fun, if unspectacular, action flick. Enjoyable enough to pass the time. Certainly one that if you run across it while channel surfing on your couch you should check out. Or...if you are looking for a few hours of escape during these dark days of January, you are in capable, competent hands with Neeson and co.THE COMMUTER is a ""B"" movie - and I'll knock it down a partial grade for not being ""action-y"" enough.Letter Grade: B-6 (out of 10) stars and you can take that to the Bank(OfMarquis)"
7.0 / 10,Good enough action thriller,hoangtranlovemanu,19 January 2018,"I didn't really expect too much from this movie because you know, it's Liam Neeson. The movie is not gonna be bad but it will not blow your mind either. The plot, the action scene, and pretty much everything else are all very stereotypical things in Liam's movie. However, kudos for the film for cutting right into the chase and keep the movie at fast pace. That keeps the movie still entertaining even though the concept is pretty maintream"
10.0 / 10,A who's doing it & why action thriller. CG fx fight scenes are a game changer!,tlooknbill,19 January 2018,"This movie has everything. I was thoroughly entertained.Original plot line, fight scenes that aren't just ass over elbows flying across the screen. Don't know how they did it but it shows actual fist to face contact of Liam getting his ass kicked. Very few viewer obscured camera angle trick shots. I could tell it was CG'ed but in a way that introduced blur that actually amplified the impact. A bit strange and unsettling effect that made me feel more sorry for Liam's character. The plot is intricate and believable. They do explain how Liam as an insurance salesman knows how to fight so they're not insulting the audience's intelligence. It all makes sense just like Liam's ""Taken"" movies. Grounded with a very mature tone, a welcomed respite from the current super hero venues. A lot of chess game strategic maneuvering that forces you to be fully engaged in who to trust and who's really behind the ordeal Liam's character faces. I'll be buying the Blu-Ray when it comes out. I do believe this is as good as ""Taken""."
6.0 / 10,"Entertaining enough, for a good 90 minutes.",Hellmant,19 January 2018,"'THE COMMUTER': Three Stars (Out of Five)Another Liam Neeson action-thriller, in this one he plays a badass insurance salesman who's drawn into a deadly criminal conspiracy on his daily commute home. The movie was directed by Jaume Collet-Serra, marking Neeson's fourth collaboration with the director (following 2011's 'UNKNOWN', 2014's 'NON-STOP' and 2015's 'RUN ALL NIGHT'). The film costars Vera Farmiga (who also starred in the director's 2010 thriller 'ORPHAN'), Patrick Wilson (who also costarred with Farmiga in two blockbuster 'CONJURING' films), Jonathan Banks, Elizabeth McGovern and Sam Neil. It's gotten mostly average reviews from critics, and it is another hit at the Box Office for Neeson and Collet-Serra. I enjoyed it to a certain degree.Michael McCauley (Neeson) was a dedicated insurance salesman for several years, until he's suddenly unexpectedly let go. After getting a few drinks, to drown his sorrows, Michael takes his regular commute home on the train. On the ride he's approached by a mysterious woman (Farmiga), who offers him $100,000 to identify an unknown passenger. At first Michael thinks it's just a game, but when he finds the money, and people start turning up dead, Michael soon realizes that everyone on the train is in great danger.The film is entertaining enough, for a good 90 minutes, and Neeson does what he does best in an action movie. Which isn't acting sadly, because acting is actually what he does best in a non-action film. He does make a good old action hero though, and this film pretty much plays out just like all of the other B action movies he's done over the years (especially the ones by this director). The plot is slightly interesting, and slightly involving, but the movie as a whole isn't one I'll remember much of a few years from now."
