标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付
篁外山庄 精装3房 赠30平大露台，赠车位，满两 ,http://hz.58.com/ershoufang/33499865421390x.shtml,253                                万（单价28111                                元/㎡）,3室2厅1卫,90㎡,南北,中层/共17层,豪华装修,70年,2010年,普通住宅,商品房,75.9                                万（月供7260元/月）
曼城4号线地铁口+35万实木豪装+有车位+房东急 ,http://hz.58.com/ershoufang/33406832105419x.shtml,298                                万（单价33483                                元/㎡）,2室2厅1卫,89㎡,南北,中层/共18层,豪华装修,70年,2010年,普通住宅,商品房,89.4                                万（月供8553元/月）
精装修一线江景公馆 纯边套 传承经典 不限购 可 ,http://hz.58.com/ershoufang/33510698172207x.shtml,486                                万（单价39836                                元/㎡）,2室2厅2卫,122㎡,南北,高层/共21层,豪华装修,70年,2015年,普通住宅,商品房,145.8                                万（月供13949元/月）
嘉绿景苑，精装两房南北通透，房东新房已买好，诚心 ,http://hz.58.com/ershoufang/33466320634956x.shtml,255                                万（单价36428                                元/㎡）,2室2厅1卫,70㎡,南北,中层/共15层,豪华装修,70年,1995年,普通住宅,商品房,76.5                                万（月供7319元/月）
08年次新房阳光楼层电梯房视野好低于周边3千/平 ,http://hz.58.com/ershoufang/33473231528631x.shtml,310                                万（单价31313                                元/㎡）,2室2厅1卫,99㎡,南北,低层/共19层,豪华装修,70年,2007年,普通住宅,商品房,93                                万（月供8896元/月）
"新城时代广场+4号线景芳站,超市,天虹银泰一应俱 ",http://hz.58.com/ershoufang/33467177254710x.shtml,200                                万（单价20408                                元/㎡）,3室1厅1卫,98㎡,南北,高层/共27层,豪华装修,70年,2008年,普通住宅,商品房,60                                万（月供5741元/月）
万家星城 东边套 装修昂贵 看房方便 ,http://hz.58.com/ershoufang/33466617933386x.shtml,580                                万（单价44961                                元/㎡）,3室2厅2卫,129㎡,南北,低层/共20层,豪华装修,70年,2013年,普通住宅,商品房,174                                万（月供16647元/月）
黎明大三房 ，50豪华装修带地暖，车位另买，家具 ,http://hz.58.com/ershoufang/33506609127345x.shtml,560                                万（单价40579                                元/㎡）,4室2厅2卫,138㎡,南北,高层/共18层,豪华装修,70年,2014年,普通住宅,商品房,168                                万（月供16073元/月）
东边套，35万自住精装，朝南双阳台，万融城万达旁 ,http://hz.58.com/ershoufang/33512022768835x.shtml,300                                万（单价34246                                元/㎡）,3室2厅2卫,87.6㎡,南北,高层/共21层,豪华装修,70年,2013年,普通住宅,商品房,90                                万（月供8611元/月）
飞机户型，南北通透，精装修带车位，看房提前联系， ,http://hz.58.com/ershoufang/33513067328076x.shtml,538                                万（单价44885                                元/㎡）,3室2厅1卫,119.86㎡,南,中层/共6层,豪华装修,70年,2005年,普通住宅,商品房,161.4                                万（月供15441元/月）
《挂牌》，房东出国，直降20万，豪华精装修！ ,http://hz.58.com/ershoufang/33513045988042x.shtml,388                                万（单价43595                                元/㎡）,3室2厅1卫,89㎡,南,中层/共18层,豪华装修,70年,2007年,普通住宅,商品房,116.4                                万（月供11134元/月）
滨江万家名城 南北透户型 自住精装带品牌家电家具 ,http://hz.58.com/ershoufang/33512386032316x.shtml,245                                万（单价27528                                元/㎡）,3室2厅2卫,89㎡,南北,高层/共22层,豪华装修,70年,2016年,普通住宅,商品房,73.5                                万（月供7030元/月）
5米层高loft，层民用水电，桥西仅有通燃气带的 ,http://hz.58.com/ershoufang/33512321377205x.shtml,78                                万（单价17333                                元/㎡）,2室2厅2卫,45㎡,南北,中层/共13层,豪华装修,40年,2016年,公寓,商住两用,23.4                                万（月供2239元/月）
瑷颐湾 精装修 带车位 房东诚心出售地铁口盘 配 ,http://hz.58.com/ershoufang/33512278955062x.shtml,255                                万（单价28491                                元/㎡）,3室2厅1卫,89.5㎡,南北,中层/共25层,豪华装修,70年,2016年,普通住宅,商品房,76.5                                万（月供7319元/月）
火车南站《星南站》首开，LOFT精装公寓，萧山南 ,http://hz.58.com/ershoufang/33511811369385x.shtml,80                                万（单价17777                                元/㎡）,2室2厅1卫,45㎡,南北,高层/共21层,豪华装修,40年,2017年,公寓,商住两用,24                                万（月供2297元/月）
"万科品质,新盘首开,装修,只要150万,送车位, ",http://hz.58.com/ershoufang/33511805324470x.shtml,150                                万（单价15625                                元/㎡）,3室2厅2卫,96㎡,南北,低层/共18层,豪华装修,70年,2015年,普通住宅,商品房,45                                万（月供4304元/月）
急 老余杭繁华中心 电梯房 豪华装修送车位无营  ,http://hz.58.com/ershoufang/33511712868277x.shtml,220                                万（单价21359                                元/㎡）,2室2厅2卫,103㎡,南北,高层/共11层,豪华装修,70年,2007年,普通住宅,商品房,66                                万（月供6315元/月）
文鼎苑新上精装30万南北通透两房，房东置换好文鼎 ,http://hz.58.com/ershoufang/33511696873914x.shtml,640                                万（单价71910                                元/㎡）,2室2厅1卫,89㎡,南北,高层/共24层,豪华装修,70年,2008年,普通住宅,商品房,192                                万（月供18369元/月）
新上房源 半山金隅田员外 总价低 房东诚心出售  ,http://hz.58.com/ershoufang/33511629851069x.shtml,288                                万（单价32505                                元/㎡）,3室2厅2卫,88.6㎡,南,中层/共20层,豪华装修,70年,2016年,普通住宅,商品房,86.4                                万（月供8264元/月）
德胜新村新上好房 要换大的可以看这里了哈 喜欢就 ,http://hz.58.com/ershoufang/33453709103788x.shtml,225                                万（单价29605                                元/㎡）,2室2厅1卫,76㎡,南北,中层/共7层,豪华装修,70年,1991年,普通住宅,商品房,67.5                                万（月供6456元/月）
东方君悦业主做生意急用钱 低于市场价20万抛售  ,http://hz.58.com/ershoufang/33444898545212x.shtml,236                                万（单价29500                                元/㎡）,2室1厅1卫,80㎡,东,高层/共34层,豪华装修,70年,2013年,普通住宅,商品房,70.8                                万（月供6772元/月）
顺发旺角城 豪华精装修 满2 东边套LOFT户型 ,http://hz.58.com/ershoufang/33511124325712x.shtml,448                                万（单价48172                                元/㎡）,3室2厅2卫,93㎡,南,高层/共34层,豪华装修,70年,2008年,普通住宅,商品房,134.4                                万（月供12856元/月）
杭州正核心，精装修交付，正一线江景，朝向东南三面 ,http://hz.58.com/ershoufang/33511091026119x.shtml,485                                万（单价35925                                元/㎡）,4室2厅2卫,135㎡,东南,高层/共44层,豪华装修,50年,2018年,普通住宅,商住两用,145.5                                万（月供13918元/月）
奥体板块 钱江世纪城 嘉润公馆 一线江景房 豪华 ,http://hz.58.com/ershoufang/33367268692919x.shtml,830                                万（单价28522                                元/㎡）,5室2厅3卫,291㎡,南,中层/共46层,豪华装修,50年,2017年,普通住宅,商住两用,249                                万（月供23820元/月）
南通透万和玺园7楼景观+车位288万房房手续全 ,http://hz.58.com/ershoufang/33510930570935x.shtml,365                                万（单价41011                                元/㎡）,3室2厅1卫,89㎡,南北,中层/共20层,豪华装修,70年,2015年,普通住宅,商品房,109.5                                万（月供10474元/月）
拱墅区 中国铁建国际 地铁口精装LOFT公寓 万 ,http://hz.58.com/ershoufang/33446043880635x.shtml,93                                万（单价25833                                元/㎡）,1室1厅1卫,36㎡,南,中层/共26层,豪华装修,40年,2015年,公寓,商品房,27.9                                万（月供2668元/月）
相江公寓新出好房，简装无税，房东置换大房，看房方 ,http://hz.58.com/ershoufang/33510703507249x.shtml,265                                万（单价30113                                元/㎡）,3室2厅2卫,88㎡,南,中层/共26层,豪华装修,70年,2012年,普通住宅,商品房,79.5                                万（月供7604元/月）
杭州钱江新城CBD板块性建筑，彰显您身份与地位的 ,http://hz.58.com/ershoufang/33508778327884x.shtml,226                                万（单价35312                                元/㎡）,1室2厅1卫,64㎡,南,低层/共33层,豪华装修,70年,2017年,公寓,商品房,67.8                                万（月供6487元/月）
火车南站《星南站》首开，LOFT精装公寓，萧山南 ,http://hz.58.com/ershoufang/33510393450409x.shtml,80                                万（单价19512                                元/㎡）,2室2厅1卫,41㎡,南北,高层/共21层,豪华装修,40年,2017年,公寓,商住两用,24                                万（月供2297元/月）
嘉润公馆，一线江景，精装交付，世界峰会，三地铁  ,http://hz.58.com/ershoufang/33499830424138x.shtml,859                                万（单价31697                                元/㎡）,5室2厅3卫,271㎡,南,中层/共45层,豪华装修,50年,2015年,普通住宅,商品房,257.7                                万（月供24652元/月）
滨江一线江景，酒店式公寓loft结构，精装标准4 ,http://hz.58.com/ershoufang/33475496037327x.shtml,195                                万（单价34210                                元/㎡）,2室2厅1卫,57㎡,南北,中层/共24层,豪华装修,40年,2016年,公寓,商品房,58.5                                万（月供5597元/月）
杨柳郡新出房源 精装大四房 带三个大阳台 全新没 ,http://hz.58.com/ershoufang/33506050032207x.shtml,468                                万（单价34666                                元/㎡）,4室2厅2卫,135㎡,南,中层/共11层,豪华装修,70年,2017年,普通住宅,商品房,140.4                                万（月供13430元/月）
下沙沿江峻景湾 精装大四房 拎包入住 看房方便  ,http://hz.58.com/ershoufang/33498386997305x.shtml,298                                万（单价21911                                元/㎡）,4室2厅2卫,136㎡,南,中层/共33层,豪华装修,70年,2000年,普通住宅,商品房,89.4                                万（月供8553元/月）
绿城设计丨碧桂园丨深蓝国际丨超五A丨奥体丨高端丨 ,http://hz.58.com/ershoufang/33487497371957x.shtml,230                                万（单价27710                                元/㎡）,2室2厅2卫,83㎡,东南,中层/共45层,豪华装修,70年,2017年,普通住宅,商品房,69                                万（月供6600元/月）
主力：翠苑二区给力两室20万精装修可做小三房 无 ,http://hz.58.com/ershoufang/33488678136904x.shtml,180                                万（单价30000                                元/㎡）,2室2厅1卫,60㎡,南北,中层/共6层,豪华装修,70年,1988年,普通住宅,商品房,54                                万（月供5167元/月）
繁华地段 交通方便 配套成熟 户型正气 采光无遮 ,http://hz.58.com/ershoufang/33510976218170x.shtml,220                                万（单价25882                                元/㎡）,3室2厅1卫,85㎡,南北,中层/共11层,豪华装修,70年,2010年,普通住宅,商品房,66                                万（月供6315元/月）
田园牧歌麓云苑 景观房50万豪华装修全送 楼层好 ,http://hz.58.com/ershoufang/33462341626309x.shtml,347                                万（单价39485                                元/㎡）,3室2厅1卫,87.88㎡,南,高层/共9层,豪华装修,70年,2015年,普通住宅,商品房,104.1                                万（月供9959元/月）
紫藤苑大两房 格局改造 精心设计 婚房装修 保养 ,http://hz.58.com/ershoufang/33367816537260x.shtml,285                                万（单价32022                                元/㎡）,2室2厅1卫,89㎡,南北,中层/共11层,豪华装修,70年,2012年,普通住宅,商品房,85.5                                万（月供8178元/月）
篁外山庄 精装3房 赠30平大露台，赠车位，满两 ,http://hz.58.com/ershoufang/33499865421390x.shtml,253                                万（单价28111                                元/㎡）,3室2厅1卫,90㎡,南北,中层/共17层,豪华装修,70年,2010年,普通住宅,商品房,75.9                                万（月供7260元/月）
曼城4号线地铁口+35万实木豪装+有车位+房东急 ,http://hz.58.com/ershoufang/33406832105419x.shtml,298                                万（单价33483                                元/㎡）,2室2厅1卫,89㎡,南北,中层/共18层,豪华装修,70年,2010年,普通住宅,商品房,89.4                                万（月供8553元/月）
精装修一线江景公馆 纯边套 传承经典 不限购 可 ,http://hz.58.com/ershoufang/33510698172207x.shtml,486                                万（单价39836                                元/㎡）,2室2厅2卫,122㎡,南北,高层/共21层,豪华装修,70年,2015年,普通住宅,商品房,145.8                                万（月供13949元/月）
都市水乡 新出婚房豪华装修 拎包入住 房东现工作 ,http://hz.58.com/ershoufang/33484280322638x.shtml,265                                万（单价29775                                元/㎡）,2室2厅1卫,89㎡,南北,中层/共6层,豪华装修,70年,2008年,普通住宅,商品房,79.5                                万（月供7604元/月）
嘉绿景苑，精装两房南北通透，房东新房已买好，诚心 ,http://hz.58.com/ershoufang/33466320634956x.shtml,255                                万（单价36428                                元/㎡）,2室2厅1卫,70㎡,南北,中层/共15层,豪华装修,70年,1995年,普通住宅,商品房,76.5                                万（月供7319元/月）
08年次新房阳光楼层电梯房视野好低于周边3千/平 ,http://hz.58.com/ershoufang/33473231528631x.shtml,310                                万（单价31313                                元/㎡）,2室2厅1卫,99㎡,南北,低层/共19层,豪华装修,70年,2007年,普通住宅,商品房,93                                万（月供8896元/月）
"新城时代广场+4号线景芳站,超市,天虹银泰一应俱 ",http://hz.58.com/ershoufang/33467177254710x.shtml,200                                万（单价20408                                元/㎡）,3室1厅1卫,98㎡,南北,高层/共27层,豪华装修,70年,2008年,普通住宅,商品房,60                                万（月供5741元/月）
万家星城 东边套 装修昂贵 看房方便 ,http://hz.58.com/ershoufang/33466617933386x.shtml,580                                万（单价44961                                元/㎡）,3室2厅2卫,129㎡,南北,低层/共20层,豪华装修,70年,2013年,普通住宅,商品房,174                                万（月供16647元/月）
"（新上朗郡小户型）南北通透,两房带洗衣房,小户型 ",http://hz.58.com/ershoufang/33506355059635x.shtml,175                                万（单价33018                                元/㎡）,1室1厅1卫,53㎡,南北,低层/共27层,豪华装修,70年,2014年,普通住宅,商品房,52.5                                万（月供5023元/月）
黎明大三房 ，50豪华装修带地暖，车位另买，家具 ,http://hz.58.com/ershoufang/33506609127345x.shtml,560                                万（单价40579                                元/㎡）,4室2厅2卫,138㎡,南北,高层/共18层,豪华装修,70年,2014年,普通住宅,商品房,168                                万（月供16073元/月）
省府路新上大四房！14年欧式精装！黄 金楼层直接 ,http://hz.58.com/ershoufang/33511340064843x.shtml,380                                万（单价34545                                元/㎡）,4室2厅1卫,110㎡,南北,低层/共7层,豪华装修,70年,1997年,普通住宅,商品房,114                                万（月供10907元/月）
东边套，35万自住精装，朝南双阳台，万融城万达旁 ,http://hz.58.com/ershoufang/33512022768835x.shtml,300                                万（单价34246                                元/㎡）,3室2厅2卫,87.6㎡,南北,高层/共21层,豪华装修,70年,2013年,普通住宅,商品房,90                                万（月供8611元/月）
飞机户型，南北通透，精装修带车位，看房提前联系， ,http://hz.58.com/ershoufang/33513067328076x.shtml,538                                万（单价44885                                元/㎡）,3室2厅1卫,119.86㎡,南,中层/共6层,豪华装修,70年,2005年,普通住宅,商品房,161.4                                万（月供15441元/月）
《挂牌》，房东出国，直降20万，豪华精装修！ ,http://hz.58.com/ershoufang/33513045988042x.shtml,388                                万（单价43595                                元/㎡）,3室2厅1卫,89㎡,南,中层/共18层,豪华装修,70年,2007年,普通住宅,商品房,116.4                                万（月供11134元/月）
滨江万家名城 南北透户型 自住精装带品牌家电家具 ,http://hz.58.com/ershoufang/33512386032316x.shtml,245                                万（单价27528                                元/㎡）,3室2厅2卫,89㎡,南北,高层/共22层,豪华装修,70年,2016年,普通住宅,商品房,73.5                                万（月供7030元/月）
5米层高loft，层民用水电，桥西仅有通燃气带的 ,http://hz.58.com/ershoufang/33512321377205x.shtml,78                                万（单价17333                                元/㎡）,2室2厅2卫,45㎡,南北,中层/共13层,豪华装修,40年,2016年,公寓,商住两用,23.4                                万（月供2239元/月）
瑷颐湾 精装修 带车位 房东诚心出售地铁口盘 配 ,http://hz.58.com/ershoufang/33512278955062x.shtml,255                                万（单价28491                                元/㎡）,3室2厅1卫,89.5㎡,南北,中层/共25层,豪华装修,70年,2016年,普通住宅,商品房,76.5                                万（月供7319元/月）
火车南站《星南站》首开，LOFT精装公寓，萧山南 ,http://hz.58.com/ershoufang/33511811369385x.shtml,80                                万（单价17777                                元/㎡）,2室2厅1卫,45㎡,南北,高层/共21层,豪华装修,40年,2017年,公寓,商住两用,24                                万（月供2297元/月）
"万科品质,新盘首开,装修,只要150万,送车位, ",http://hz.58.com/ershoufang/33511805324470x.shtml,150                                万（单价15625                                元/㎡）,3室2厅2卫,96㎡,南北,低层/共18层,豪华装修,70年,2015年,普通住宅,商品房,45                                万（月供4304元/月）
急 老余杭繁华中心 电梯房 豪华装修送车位无营  ,http://hz.58.com/ershoufang/33511712868277x.shtml,220                                万（单价21359                                元/㎡）,2室2厅2卫,103㎡,南北,高层/共11层,豪华装修,70年,2007年,普通住宅,商品房,66                                万（月供6315元/月）
文鼎苑新上精装30万南北通透两房，房东置换好文鼎 ,http://hz.58.com/ershoufang/33511696873914x.shtml,640                                万（单价71910                                元/㎡）,2室2厅1卫,89㎡,南北,高层/共24层,豪华装修,70年,2008年,普通住宅,商品房,192                                万（月供18369元/月）
新上房源 半山金隅田员外 总价低 房东诚心出售  ,http://hz.58.com/ershoufang/33511629851069x.shtml,288                                万（单价32505                                元/㎡）,3室2厅2卫,88.6㎡,南,中层/共20层,豪华装修,70年,2016年,普通住宅,商品房,86.4                                万（月供8264元/月）
德胜新村新上好房 要换大的可以看这里了哈 喜欢就 ,http://hz.58.com/ershoufang/33453709103788x.shtml,225                                万（单价29605                                元/㎡）,2室2厅1卫,76㎡,南北,中层/共7层,豪华装修,70年,1991年,普通住宅,商品房,67.5                                万（月供6456元/月）
东方君悦业主做生意急用钱 低于市场价20万抛售  ,http://hz.58.com/ershoufang/33444898545212x.shtml,236                                万（单价29500                                元/㎡）,2室1厅1卫,80㎡,东,高层/共34层,豪华装修,70年,2013年,普通住宅,商品房,70.8                                万（月供6772元/月）
如果要观望，我建议你看完这个房子后再观望，一定不 ,http://hz.58.com/ershoufang/33511216523313x.shtml,338                                万（单价36266                                元/㎡）,3室2厅2卫,93.2㎡,南北,中层/共7层,豪华装修,70年,2001年,普通住宅,商品房,101.4                                万（月供9701元/月）
顺发旺角城 豪华精装修 满2 东边套LOFT户型 ,http://hz.58.com/ershoufang/33511124325712x.shtml,448                                万（单价48172                                元/㎡）,3室2厅2卫,93㎡,南,高层/共34层,豪华装修,70年,2008年,普通住宅,商品房,134.4                                万（月供12856元/月）
杭州正核心，精装修交付，正一线江景，朝向东南三面 ,http://hz.58.com/ershoufang/33511091026119x.shtml,485                                万（单价35925                                元/㎡）,4室2厅2卫,135㎡,东南,高层/共44层,豪华装修,50年,2018年,普通住宅,商住两用,145.5                                万（月供13918元/月）
杭州市中心豪华装修准现房不限购不限贷与总统为邻投 ,http://hz.58.com/ershoufang/33511090340914x.shtml,286                                万（单价44000                                元/㎡）,1室1厅1卫,65㎡,南,中层/共44层,豪华装修,50年,2017年,普通住宅,商住两用,85.8                                万（月供8209元/月）
奥体板块 钱江世纪城 嘉润公馆 一线江景房 豪华 ,http://hz.58.com/ershoufang/33367268692919x.shtml,830                                万（单价28522                                元/㎡）,5室2厅3卫,291㎡,南,中层/共46层,豪华装修,50年,2017年,普通住宅,商住两用,249                                万（月供23820元/月）
南通透万和玺园7楼景观+车位288万房房手续全 ,http://hz.58.com/ershoufang/33510930570935x.shtml,365                                万（单价41011                                元/㎡）,3室2厅1卫,89㎡,南北,中层/共20层,豪华装修,70年,2015年,普通住宅,商品房,109.5                                万（月供10474元/月）
新上的房子，御观邸300万的一套跃层！只有一套！ ,http://hz.58.com/ershoufang/33499842828879x.shtml,330                                万（单价37078                                元/㎡）,3室2厅2卫,89㎡,南北,高层/共32层,豪华装修,70年,2010年,普通住宅,商品房,99                                万（月供9470元/月）
拱墅区 中国铁建国际 地铁口精装LOFT公寓 万 ,http://hz.58.com/ershoufang/33446043880635x.shtml,93                                万（单价25833                                元/㎡）,1室1厅1卫,36㎡,南,中层/共26层,豪华装修,40年,2015年,公寓,商品房,27.9                                万（月供2668元/月）
"在寂静中品味,在喧闹中生活,此房深情并茂 超 ",http://hz.58.com/ershoufang/33478030108331x.shtml,400                                万（单价28571                                元/㎡）,4室2厅2卫,140㎡,南北,中层/共6层,豪华装修,70年,2008年,普通住宅,商品房,120                                万（月供11481元/月）
相江公寓新出好房，简装无税，房东置换大房，看房方 ,http://hz.58.com/ershoufang/33510703507249x.shtml,265                                万（单价30113                                元/㎡）,3室2厅2卫,88㎡,南,中层/共26层,豪华装修,70年,2012年,普通住宅,商品房,79.5                                万（月供7604元/月）
杭州钱江新城CBD板块性建筑，彰显您身份与地位的 ,http://hz.58.com/ershoufang/33508778327884x.shtml,226                                万（单价35312                                元/㎡）,1室2厅1卫,64㎡,南,低层/共33层,豪华装修,70年,2017年,公寓,商品房,67.8                                万（月供6487元/月）
火车南站《星南站》首开，LOFT精装公寓，萧山南 ,http://hz.58.com/ershoufang/33510393450409x.shtml,80                                万（单价19512                                元/㎡）,2室2厅1卫,41㎡,南北,高层/共21层,豪华装修,40年,2017年,公寓,商住两用,24                                万（月供2297元/月）
嘉润公馆，一线江景，精装交付，世界峰会，三地铁  ,http://hz.58.com/ershoufang/33499830424138x.shtml,859                                万（单价31697                                元/㎡）,5室2厅3卫,271㎡,南,中层/共45层,豪华装修,50年,2015年,普通住宅,商品房,257.7                                万（月供24652元/月）
滨江一线江景，酒店式公寓loft结构，精装标准4 ,http://hz.58.com/ershoufang/33475496037327x.shtml,195                                万（单价34210                                元/㎡）,2室2厅1卫,57㎡,南北,中层/共24层,豪华装修,40年,2016年,公寓,商品房,58.5                                万（月供5597元/月）
春天电梯房东边套，豪装带双车位，四房，均价才1. ,http://hz.58.com/ershoufang/33497116258248x.shtml,350                                万（单价18716                                元/㎡）,4室2厅2卫,187㎡,南北,高层/共11层,豪华装修,70年,2012年,普通住宅,商品房,105                                万（月供10044元/月）
钱江世纪城，奥体O纪元，精装修地铁口公寓送阳台， ,http://hz.58.com/ershoufang/33509162845372x.shtml,102                                万（单价26842                                元/㎡）,1室2厅1卫,38㎡,南,中层/共28层,豪华装修,70年,2016年,普通住宅,商品房,30.6                                万（月供2926元/月）
西湖文化广场地铁边！婚房精装大两房，朝南阳光好！ ,http://hz.58.com/ershoufang/33483972356158x.shtml,195                                万（单价34821                                元/㎡）,2室1厅1卫,56㎡,南北,中层/共6层,豪华装修,70年,2000年,普通住宅,商品房,58.5                                万（月供5597元/月）
万融城：双地铁口 精装loft两房！城北三大产业 ,http://hz.58.com/ershoufang/33509167229888x.shtml,105                                万（单价24418                                元/㎡）,2室1厅1卫,43㎡,南,低层/共20层,豪华装修,40年,2010年,普通住宅,商住两用,31.5                                万（月供3012元/月）
绿城玉园 临平高端住宅 性价比高 豪华装修送家具 ,http://hz.58.com/ershoufang/33509141734317x.shtml,535                                万（单价31656                                元/㎡）,3室2厅2卫,169㎡,南北,低层/共28层,豪华装修,70年,2013年,普通住宅,商品房,160.5                                万（月供15355元/月）
东边套，35万自住精装，朝南双阳台，万融城万达旁 ,http://hz.58.com/ershoufang/33512022768835x.shtml,300                                万（单价34246                                元/㎡）,3室2厅2卫,87.6㎡,南北,高层/共21层,豪华装修,70年,2013年,普通住宅,商品房,90                                万（月供8611元/月）
飞机户型，南北通透，精装修带车位，看房提前联系， ,http://hz.58.com/ershoufang/33513067328076x.shtml,538                                万（单价44885                                元/㎡）,3室2厅1卫,119.86㎡,南,中层/共6层,豪华装修,70年,2005年,普通住宅,商品房,161.4                                万（月供15441元/月）
《挂牌》，房东出国，直降20万，豪华精装修！ ,http://hz.58.com/ershoufang/33513045988042x.shtml,388                                万（单价43595                                元/㎡）,3室2厅1卫,89㎡,南,中层/共18层,豪华装修,70年,2007年,普通住宅,商品房,116.4                                万（月供11134元/月）
滨江万家名城 南北透户型 自住精装带品牌家电家具 ,http://hz.58.com/ershoufang/33512386032316x.shtml,245                                万（单价27528                                元/㎡）,3室2厅2卫,89㎡,南北,高层/共22层,豪华装修,70年,2016年,普通住宅,商品房,73.5                                万（月供7030元/月）
5米层高loft，层民用水电，桥西仅有通燃气带的 ,http://hz.58.com/ershoufang/33512321377205x.shtml,78                                万（单价17333                                元/㎡）,2室2厅2卫,45㎡,南北,中层/共13层,豪华装修,40年,2016年,公寓,商住两用,23.4                                万（月供2239元/月）
瑷颐湾 精装修 带车位 房东诚心出售地铁口盘 配 ,http://hz.58.com/ershoufang/33512278955062x.shtml,255                                万（单价28491                                元/㎡）,3室2厅1卫,89.5㎡,南北,中层/共25层,豪华装修,70年,2016年,普通住宅,商品房,76.5                                万（月供7319元/月）
火车南站《星南站》首开，LOFT精装公寓，萧山南 ,http://hz.58.com/ershoufang/33511811369385x.shtml,80                                万（单价17777                                元/㎡）,2室2厅1卫,45㎡,南北,高层/共21层,豪华装修,40年,2017年,公寓,商住两用,24                                万（月供2297元/月）
"万科品质,新盘首开,装修,只要150万,送车位, ",http://hz.58.com/ershoufang/33511805324470x.shtml,150                                万（单价15625                                元/㎡）,3室2厅2卫,96㎡,南北,低层/共18层,豪华装修,70年,2015年,普通住宅,商品房,45                                万（月供4304元/月）
急 老余杭繁华中心 电梯房 豪华装修送车位无营  ,http://hz.58.com/ershoufang/33511712868277x.shtml,220                                万（单价21359                                元/㎡）,2室2厅2卫,103㎡,南北,高层/共11层,豪华装修,70年,2007年,普通住宅,商品房,66                                万（月供6315元/月）
文鼎苑新上精装30万南北通透两房，房东置换好文鼎 ,http://hz.58.com/ershoufang/33511696873914x.shtml,640                                万（单价71910                                元/㎡）,2室2厅1卫,89㎡,南北,高层/共24层,豪华装修,70年,2008年,普通住宅,商品房,192                                万（月供18369元/月）
新上房源 半山金隅田员外 总价低 房东诚心出售  ,http://hz.58.com/ershoufang/33511629851069x.shtml,288                                万（单价32505                                元/㎡）,3室2厅2卫,88.6㎡,南,中层/共20层,豪华装修,70年,2016年,普通住宅,商品房,86.4                                万（月供8264元/月）
想看看什么叫一线江景空中别墅嘛，拨打电话带你去看 ,http://hz.58.com/ershoufang/33511303064627x.shtml,1050                                万（单价41501                                元/㎡）,5室2厅3卫,253㎡,南北,高层/共32层,豪华装修,70年,2008年,普通住宅,商品房,315                                万（月供30134元/月）
德胜新村新上好房 要换大的可以看这里了哈 喜欢就 ,http://hz.58.com/ershoufang/33453709103788x.shtml,225                                万（单价29605                                元/㎡）,2室2厅1卫,76㎡,南北,中层/共7层,豪华装修,70年,1991年,普通住宅,商品房,67.5                                万（月供6456元/月）
东方君悦业主做生意急用钱 低于市场价20万抛售  ,http://hz.58.com/ershoufang/33444898545212x.shtml,236                                万（单价29500                                元/㎡）,2室1厅1卫,80㎡,东,高层/共34层,豪华装修,70年,2013年,普通住宅,商品房,70.8                                万（月供6772元/月）
如果要观望，我建议你看完这个房子后再观望，一定不 ,http://hz.58.com/ershoufang/33511216523313x.shtml,338                                万（单价36266                                元/㎡）,3室2厅2卫,93.2㎡,南北,中层/共7层,豪华装修,70年,2001年,普通住宅,商品房,101.4                                万（月供9701元/月）
顺发旺角城 豪华精装修 满2 东边套LOFT户型 ,http://hz.58.com/ershoufang/33511124325712x.shtml,448                                万（单价48172                                元/㎡）,3室2厅2卫,93㎡,南,高层/共34层,豪华装修,70年,2008年,普通住宅,商品房,134.4                                万（月供12856元/月）
钱江新城 豪华精装修 世包国际 近地铁 63平一 ,http://hz.58.com/ershoufang/33511091195569x.shtml,238                                万（单价37777                                元/㎡）,1室1厅1卫,63㎡,东,高层/共44层,豪华装修,50年,2010年,普通住宅,商住两用,71.4                                万（月供6831元/月）
杭州正核心，精装修交付，正一线江景，朝向东南三面 ,http://hz.58.com/ershoufang/33511091026119x.shtml,485                                万（单价35925                                元/㎡）,4室2厅2卫,135㎡,东南,高层/共44层,豪华装修,50年,2018年,普通住宅,商住两用,145.5                                万（月供13918元/月）
杭州市中心豪华装修准现房不限购不限贷与总统为邻投 ,http://hz.58.com/ershoufang/33511090340914x.shtml,286                                万（单价44000                                元/㎡）,1室1厅1卫,65㎡,南,中层/共44层,豪华装修,50年,2017年,普通住宅,商住两用,85.8                                万（月供8209元/月）
奥体板块 钱江世纪城 嘉润公馆 一线江景房 豪华 ,http://hz.58.com/ershoufang/33367268692919x.shtml,830                                万（单价28522                                元/㎡）,5室2厅3卫,291㎡,南,中层/共46层,豪华装修,50年,2017年,普通住宅,商住两用,249                                万（月供23820元/月）
南通透万和玺园7楼景观+车位288万房房手续全 ,http://hz.58.com/ershoufang/33510930570935x.shtml,365                                万（单价41011                                元/㎡）,3室2厅1卫,89㎡,南北,中层/共20层,豪华装修,70年,2015年,普通住宅,商品房,109.5                                万（月供10474元/月）
