['粤Y585R0奇瑞牌小型汽车', '//sf.taobao.com/sf_item/564696196957.htm', 'failure']
['被执行人名下的豫AZ061K梅赛德斯奔驰牌汽车', '//sf.taobao.com/sf_item/565698167425.htm', 'failure']
['甘AFM699奥迪Q7小型越野客车', '//sf.taobao.com/sf_item/565708836335.htm', 'failure']
['鲁AR398Y号雪佛兰牌SGM7145MTA轿车一部', '//sf.taobao.com/sf_item/565715572740.htm', 'failure']
['大众汽车牌SVW7167FMD/车牌号冀R1152T', '//sf.taobao.com/sf_item/565720872203.htm', 'failure']
['北京现代牌BH6440AY/车牌号冀R7D308', '//sf.taobao.com/sf_item/565721372953.htm', 'failure']
['河南亚立货物运输有限公司名下十头十挂危化品运输车辆拍卖', '//sf.taobao.com/sf_item/565724112153.htm', 'failure']
['桂A01041奇瑞牌白色小型轿车一辆', '//sf.taobao.com/sf_item/565755552495.htm', 'failure']
['无号牌蓝色英田牌货车', '//sf.taobao.com/sf_item/565762687051.htm', 'failure']
['苏NYH703别克牌小轿车一辆', '//sf.taobao.com/sf_item/565835129948.htm', 'failure']
['津LE2222宝马小型轿车', '//sf.taobao.com/sf_item/565851782616.htm', 'failure']
['津BD0008 梅赛德斯奔驰小型越野客车', '//sf.taobao.com/sf_item/565853346871.htm', 'failure']
['车牌号为闽BBK638的小型轿车', '//sf.taobao.com/sf_item/565889786524.htm', 'failure']
['车牌为沪H99900宝马牌WBAFE410轿车', '//sf.taobao.com/sf_item/565890218042.htm', 'failure']
['皖KG333G别克牌汽车', '//sf.taobao.com/sf_item/565905394890.htm', 'failure']
['卢家恒所有的车牌号为蒙K5W507路虎揽胜小型越野客车一辆', '//sf.taobao.com/sf_item/565905850461.htm', 'failure']
['津LJ1111凯宴牌 小型越野客车', '//sf.taobao.com/sf_item/565936611809.htm', 'failure']
['吉J09683中联牌重型特殊结构货车', '//sf.taobao.com/sf_item/565946746747.htm', 'failure']
['车牌号为冀B2A999漫步者轿车', '//sf.taobao.com/sf_item/565974435836.htm', 'failure']
['闽F89156号汽车', '//sf.taobao.com/sf_item/565980051772.htm', 'failure']
['陕ASG566号丰田牌小型普通客车（丰田牌TV6460GL）', '//sf.taobao.com/sf_item/565997311231.htm', 'failure']
['蒙KJW999揽胜牌汽车', '//sf.taobao.com/sf_item/565999219716.htm', 'failure']
['（破）车牌号为豫K76668小型汽车1辆', '//sf.taobao.com/sf_item/566079148750.htm', 'failure']
['（破）车牌号为豫KC9339小型汽车1辆', '//sf.taobao.com/sf_item/566194721799.htm', 'failure']
['（破）车牌号为豫KC9229小型汽车1辆', '//sf.taobao.com/sf_item/566195305012.htm', 'failure']
['川MMD731号南骏牌货车', '//sf.taobao.com/sf_item/566233174629.htm', 'failure']
['（破）车牌号为豫KL8739小型汽车1辆', '//sf.taobao.com/sf_item/566272338370.htm', 'failure']
['（破）车牌号为豫KC9009小型汽车1辆', '//sf.taobao.com/sf_item/566273206175.htm', 'failure']
['粤D83G35黑色福田牌小型普通客车一辆', '//sf.taobao.com/sf_item/565380253104.htm', 'failure']
['（变卖）车牌号为苏BU6657金杯汽车一辆', '//sf.taobao.com/sf_item/563972677214.htm', 'failure']
['闽GA8282别克牌小型轿车', '//sf.taobao.com/sf_item/564055834916.htm', 'failure']
['车牌号为辽A6526A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565383636875.htm', 'failure']
['车牌号为辽A6537A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565385976717.htm', 'failure']
['车牌号为辽M97298的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565387488513.htm', 'failure']
['无牌半挂车车辆', '//sf.taobao.com/sf_item/565438580057.htm', 'failure']
['车牌号为辽B75087的三一牌混凝土泵车', '//sf.taobao.com/sf_item/565493313592.htm', 'failure']
['车牌号为辽M97013的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565499269578.htm', 'failure']
['车牌号为辽M97031的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565575638276.htm', 'failure']
['车牌号为辽M97218的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565575890113.htm', 'failure']
['车牌号为辽M97277的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565576246430.htm', 'failure']
['一辆牌号为皖ANY362福田汽车', '//sf.taobao.com/sf_item/565634687363.htm', 'failure']
['徐工牌XE210履带式液压挖掘机', '//sf.taobao.com/sf_item/565646288231.htm', 'failure']
['车牌号为辽B74475的三一牌混凝土泵车', '//sf.taobao.com/sf_item/565653651397.htm', 'failure']
['车牌号为辽A6521A的三一牌混凝土搅拌车', '//sf.taobao.com/sf_item/565655631300.htm', 'failure']
['（破）苏EG0188上海别克小型轿车一辆', '//sf.taobao.com/sf_item/565658456672.htm', 'failure']
['鲁H87936号福田牌重型仓栅式货车', '//sf.taobao.com/sf_item/565661600918.htm', 'failure']
['鲁FDJ717号雪佛兰牌小型轿车一辆', '//sf.taobao.com/sf_item/565663694807.htm', 'failure']
['桂RZ9488号索兰托2359CC小客车KNAK一辆', '//sf.taobao.com/sf_item/565663968328.htm', 'failure']
['鲁MU1100东风日产牌车辆', '//sf.taobao.com/sf_item/565709155411.htm', 'failure']
['中通牌LCK6106HT大型普通客车', '//sf.taobao.com/sf_item/565746543491.htm', 'failure']
['车牌号为皖MZW117别克君越牌轿车', '//sf.taobao.com/sf_item/565755365217.htm', 'failure']
['牌号为浙EA3318别克轿车', '//sf.taobao.com/sf_item/565761037942.htm', 'failure']
['牌号为浙EAG711现代汽车', '//sf.taobao.com/sf_item/565761113368.htm', 'failure']
['陕AH1084号起重机', '//sf.taobao.com/sf_item/565773357269.htm', 'failure']
['鄂Q23C63东风标致牌DC7204LLAA小型轿车一辆', '//sf.taobao.com/sf_item/565774757975.htm', 'failure']
['陕AF2576号车辆', '//sf.taobao.com/sf_item/565775465333.htm', 'failure']
['（破）苏EY7K85江铃全顺牌小型普通客车一辆', '//sf.taobao.com/sf_item/565848690965.htm', 'failure']
['奥迪WAURGB4H小型轿车', '//sf.taobao.com/sf_item/565849782638.htm', 'failure']
['湘DE9299梅赛德斯奔驰3498CC越野车', '//sf.taobao.com/sf_item/565919867070.htm', 'failure']
['车牌号为桂BAJ196的小型汽车', '//sf.taobao.com/sf_item/565934899596.htm', 'failure']
['豫AT6X06号英伦牌小型越野客车一辆', '//sf.taobao.com/sf_item/565938463014.htm', 'failure']
['王立卫名下科鲁兹轿车一辆', '//sf.taobao.com/sf_item/566212325012.htm', 'failure']
['豫AV235P奔驰牌小型轿车一辆（E300L）第二次', '//sf.taobao.com/sf_item/566214973814.htm', 'failure']
['桂AB1079陕汽牌SX4255NT324重型半挂索引车(不含车头)', '//sf.taobao.com/sf_item/566220370442.htm', 'failure']
['解放牌轻型厢式货车', '//sf.taobao.com/sf_item/566360275166.htm', 'failure']
['闽FF3393号汽车', '//sf.taobao.com/sf_item/564299505350.htm', 'failure']
['闽FBA229号汽车', '//sf.taobao.com/sf_item/564370310073.htm', 'failure']
['闽C25U95号雪铁龙车辆', '//sf.taobao.com/sf_item/564373530750.htm', 'failure']
['刘付全名下所有的福田牌车牌为云AE1368四轴货车', '//sf.taobao.com/sf_item/564986368216.htm', 'failure']
['鲁H19B11凯迪拉克小型越野客车', '//sf.taobao.com/sf_item/565360844724.htm', 'failure']
['鲁GC692C号轻型普通货车一辆', '//sf.taobao.com/sf_item/565480280382.htm', 'failure']
['鲁HBL739福特轿车', '//sf.taobao.com/sf_item/565550622156.htm', 'failure']
['鲁QWA570号帕萨特轿车一辆', '//sf.taobao.com/sf_item/565668310410.htm', 'failure']
['关于贵AF585J二次拍卖公告', '//sf.taobao.com/sf_item/565917459259.htm', 'failure']
['霸锐牌KNAJH521（陕KM0160）小型越野客车一辆', '//sf.taobao.com/sf_item/566043824909.htm', 'failure']
['鄂FBL651福德牌LT3310VP重型自卸货车', '//sf.taobao.com/sf_item/566077232584.htm', 'failure']
['车牌号为渝GG3213号的东风日产牌小型客车', '//sf.taobao.com/sf_item/566224210511.htm', 'failure']
['贵JGL813北京现代牌轿车', '//sf.taobao.com/sf_item/566306823225.htm', 'failure']
['梅赛德斯奔驰BJ7181EVX，2012款1.8T 优雅型', '//sf.taobao.com/sf_item/566319799920.htm', 'failure']
['奥迪牌汽车一辆', '//sf.taobao.com/sf_item/564878328018.htm', 'failure']
['别克牌汽车', '//sf.taobao.com/sf_item/565149471664.htm', 'failure']
['粤BZ7102重型半挂牵引车、粤BNU22重型集装箱半挂车', '//sf.taobao.com/sf_item/563972778050.htm', 'failure']
['皖KE3785号半挂牵引车及川K4139号重型仓栅半挂车', '//sf.taobao.com/sf_item/564198048135.htm', 'failure']
['蒙DX0319号开瑞牌轻型厢式货车', '//sf.taobao.com/sf_item/564264865788.htm', 'failure']
['王葵花名下的赣C77821号重型厢式货车一辆', '//sf.taobao.com/sf_item/564291025077.htm', 'failure']
['闽FCJ630号汽车', '//sf.taobao.com/sf_item/564447999976.htm', 'failure']
['奥迪牌小型轿车', '//sf.taobao.com/sf_item/565006497445.htm', 'failure']
['宁AE360D宝马牌轿车', '//sf.taobao.com/sf_item/565083810924.htm', 'failure']
['车牌号为蒙D213A0东风瑞达起亚K5轿车', '//sf.taobao.com/sf_item/565145709518.htm', 'failure']
['东风牌重型自卸货车', '//sf.taobao.com/sf_item/565150575417.htm', 'failure']
['陕A67W21奥迪牌轿车', '//sf.taobao.com/sf_item/565174623511.htm', 'failure']
['（破）（一拍）苏E968CR江淮汽车一辆', '//sf.taobao.com/sf_item/565373244486.htm', 'failure']
['苏MK8792雪佛兰牌小型轿车', '//sf.taobao.com/sf_item/565385508165.htm', 'failure']
['长安牌轿车一辆', '//sf.taobao.com/sf_item/565441681382.htm', 'failure']
['苏EGR255宝马汽车一辆', '//sf.taobao.com/sf_item/565474753249.htm', 'failure']
['川A158P0别克牌小型轿车', '//sf.taobao.com/sf_item/565494024592.htm', 'failure']
['川APF532金杯牌中型普通客车', '//sf.taobao.com/sf_item/565494748942.htm', 'failure']
['车牌号为苏A0FC76北京现代牌小型轿车一辆', '//sf.taobao.com/sf_item/565541913965.htm', 'failure']
['宝骏牌小型轿车车牌号：豫PG5726', '//sf.taobao.com/sf_item/565554538359.htm', 'failure']
['浙JK1859号蒙迪欧牌小型汽车', '//sf.taobao.com/sf_item/565592225323.htm', 'failure']
['鲁G7277C号奔腾B50小型轿车一辆', '//sf.taobao.com/sf_item/565605418739.htm', 'failure']
['徐工牌挖掘机一台（产品型号XE215C）', '//sf.taobao.com/sf_item/565636183492.htm', 'failure']
['徐工牌挖掘机一台（产品型号XE260C）', '//sf.taobao.com/sf_item/565643487918.htm', 'failure']
['（破）（一拍）苏E896CK江淮汽车一辆', '//sf.taobao.com/sf_item/565644735352.htm', 'failure']
['豫AQ1Z59凯迪拉克汽车一辆', '//sf.taobao.com/sf_item/565689034378.htm', 'failure']
['川APC343现代牌小型轿车', '//sf.taobao.com/sf_item/565753581377.htm', 'failure']
['耿加奎所有的登记在刘顺东名下的冀AJ138X轿车一辆', '//sf.taobao.com/sf_item/565768451884.htm', 'failure']
['粤E72651号别克牌小型汽车', '//sf.taobao.com/sf_item/565769823700.htm', 'failure']
['陕A44030四机牌SJX5443TYL140压裂车', '//sf.taobao.com/sf_item/563433540759.htm', 'failure']
['粤 TK8668号小汽车', '//sf.taobao.com/sf_item/563775251782.htm', 'failure']
['粤TY8052小货车', '//sf.taobao.com/sf_item/564032299468.htm', 'failure']
['车牌号为鲁H0D85挂骏翔牌重型普通半挂车一辆', '//sf.taobao.com/sf_item/564059716011.htm', 'failure']
['豫A820RP别克', '//sf.taobao.com/sf_item/564232786647.htm', 'failure']
['闽G7793E东风牌小型普通客车', '//sf.taobao.com/sf_item/565658990916.htm', 'failure']
['潘奕明名下的桂AMH801号别克牌小型汽车一辆', '//sf.taobao.com/sf_item/565707855114.htm', 'failure']
['闽G7793D江铃牌轻型普通货车', '//sf.taobao.com/sf_item/565742763603.htm', 'failure']
['凯迪拉克凯雷德6199CC', '//sf.taobao.com/sf_item/565919582575.htm', 'failure']
['桂B2T718宝骏牌小型轿车一辆', '//sf.taobao.com/sf_item/564930664729.htm', 'failure']
['辽B1E969号大众牌车辆', '//sf.taobao.com/sf_item/565008773557.htm', 'failure']
['川RH9253奥迪牌汽车一辆', '//sf.taobao.com/sf_item/565153071765.htm', 'failure']
['闽H15226（品牌：起亚）小型轿车', '//sf.taobao.com/sf_item/565171205205.htm', 'failure']
['刘雄所有的车牌号为蒙KLX677号北京现代牌小型普通客车一辆', '//sf.taobao.com/sf_item/565431988490.htm', 'failure']
['蒙C77571精灵微型轿车', '//sf.taobao.com/sf_item/565495461914.htm', 'failure']
['马茂和名下停放于新生扣车场的粤B4XE39比亚迪小型轿车', '//sf.taobao.com/sf_item/565524406230.htm', 'failure']
['蒙KPA730号宝马牌小轿车', '//sf.taobao.com/sf_item/565561017704.htm', 'failure']
['车牌号为宁A8Q316的宝马X5越野车', '//sf.taobao.com/sf_item/565603018123.htm', 'failure']
['小型普通客车苏N18391一辆', '//sf.taobao.com/sf_item/565603214793.htm', 'failure']
['粤T740K3富迪牌小型普通客车', '//sf.taobao.com/sf_item/565628538749.htm', 'failure']
['车牌号为豫G1H017北京现代小型普通客车一辆', '//sf.taobao.com/sf_item/565711463233.htm', 'failure']
['北京牌BJ7151C5EB轿车一辆', '//sf.taobao.com/sf_item/565743015496.htm', 'failure']
['黑AY610S凌志牌吉普车', '//sf.taobao.com/sf_item/565752861919.htm', 'failure']
['东风风神牌小型轿车', '//sf.taobao.com/sf_item/565924788573.htm', 'failure']
['车牌号码为辽AQ0R72保时捷牌WP0BB297小型轿车', '//sf.taobao.com/sf_item/565963334407.htm', 'failure']
['车牌号为皖FFT889号江淮牌轻型客车一辆', '//sf.taobao.com/sf_item/565978953344.htm', 'failure']
['型号为牧马人WRANGLERUNLIMITED(3.6L)越野车（无牌照）', '//sf.taobao.com/sf_item/566032567456.htm', 'failure']
['蒙D2F368哈飞松花江面包车一辆', '//sf.taobao.com/sf_item/564172030684.htm', 'failure']
['车牌为蒙DPK188号昊锐牌轿车', '//sf.taobao.com/sf_item/565110477897.htm', 'failure']
['中华牌轿车', '//sf.taobao.com/sf_item/565141076774.htm', 'failure']
['中联牌混凝土泵车（川AC9110，车架号：JALX9F4Y3A7004851）', '//sf.taobao.com/sf_item/565327076880.htm', 'failure']
['一、 车牌为浙J678U5小型普通轿车一辆', '//sf.taobao.com/sf_item/565359684795.htm', 'failure']
['（2015）北执字第629号鲁BV0X79车一辆', '//sf.taobao.com/sf_item/565410951770.htm', 'failure']
['鲁K7180D轿车', '//sf.taobao.com/sf_item/565482425919.htm', 'failure']
['鲁VJA516号黑色别克牌汽车一辆的公告', '//sf.taobao.com/sf_item/565492509173.htm', 'failure']
['冀AW068H小型普通客车', '//sf.taobao.com/sf_item/565496469954.htm', 'failure']
['吉AB8733号解放牌汽车一辆', '//sf.taobao.com/sf_item/565507346874.htm', 'failure']
['粤BY1600福田牌重型自卸货车一辆', '//sf.taobao.com/sf_item/565532733190.htm', 'failure']
['号牌为鲁 V3L379黑色雪佛兰牌汽车一辆', '//sf.taobao.com/sf_item/565549090761.htm', 'failure']
['桂N15087号乘龙牌重型自卸货车', '//sf.taobao.com/sf_item/565633751094.htm', 'failure']
['鲁KJN538轿车', '//sf.taobao.com/sf_item/565642715242.htm', 'failure']
['鲁G0551Z黑色奥迪牌汽车一辆', '//sf.taobao.com/sf_item/565651703827.htm', 'failure']
['贵CLE537北京现代牌小型客车一辆', '//sf.taobao.com/sf_item/565665971740.htm', 'failure']
['豫HD2795解放牌重型自卸货车', '//sf.taobao.com/sf_item/565823856523.htm', 'failure']
['欧曼牌重型栅式仓栅式货车', '//sf.taobao.com/sf_item/565857588356.htm', 'failure']
['型号为凯雷德1GYS47EJ车一辆', '//sf.taobao.com/sf_item/565997042576.htm', 'failure']
['甘AUU230夏利N7轿车', '//sf.taobao.com/sf_item/566104775424.htm', 'failure']
['哈弗牌小型轿车车牌号：鲁RL933D', '//sf.taobao.com/sf_item/565514654187.htm', 'failure']
['湘L6C059重型半挂牵引车及湘L1776挂重型仓栅式半挂车', '//sf.taobao.com/sf_item/564144682276.htm', 'failure']
['车牌号为皖MHY006长城牌轿车', '//sf.taobao.com/sf_item/565261340424.htm', 'failure']
['雅奇牌YQ125-D二轮摩托', '//sf.taobao.com/sf_item/565265833440.htm', 'failure']
['宝马小型普通客车一辆', '//sf.taobao.com/sf_item/565281208314.htm', 'failure']
['鲁BX182U号车', '//sf.taobao.com/sf_item/565297538033.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁J53899的中型客车', '//sf.taobao.com/sf_item/565310176323.htm', 'failure']
['许金兰名下苏F779PA中华汽车一辆', '//sf.taobao.com/sf_item/565310412922.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁HY539的东风风神商务车', '//sf.taobao.com/sf_item/565314864675.htm', 'failure']
['鲁VD516L途锐小型越野客车', '//sf.taobao.com/sf_item/565325256576.htm', 'failure']
['车牌号为浙J57Z06的沃尔沃牌小型轿车一辆', '//sf.taobao.com/sf_item/565327440088.htm', 'failure']
['闽C59G66号宝马小轿车一辆', '//sf.taobao.com/sf_item/565425133711.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁HY646的海马牌轿车', '//sf.taobao.com/sf_item/565426517718.htm', 'failure']
['苏CX8016号中联牌重型专项作业车', '//sf.taobao.com/sf_item/565443509429.htm', 'failure']
['车牌号为鲁N1N778威志小型汽车一辆', '//sf.taobao.com/sf_item/565451998536.htm', 'failure']
['车牌号为鲁NCD879江淮轿车一辆', '//sf.taobao.com/sf_item/565452278742.htm', 'failure']
['豫A-2553N号丰田牌小型汽车', '//sf.taobao.com/sf_item/565455966946.htm', 'failure']
['关于拍卖段世明拥有的一辆梅赛德斯-奔驰S400L轿车', '//sf.taobao.com/sf_item/565497902410.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁J7161学的解放牌B2教练车', '//sf.taobao.com/sf_item/565498970031.htm', 'failure']
['宁阳县环宇驾驶员培训有限公司名下车牌号为鲁JHY702红旗一汽轿车', '//sf.taobao.com/sf_item/565499058687.htm', 'failure']
['贵A75X26号雪佛兰牌轿车一辆', '//sf.taobao.com/sf_item/565503174862.htm', 'failure']
['灰色起亚牌小型轿车', '//sf.taobao.com/sf_item/565585923885.htm', 'failure']
['苏C162D3号奥迪牌轿车一辆', '//sf.taobao.com/sf_item/565600415777.htm', 'failure']
['奥迪牌豫N1R513小型轿车一辆', '//sf.taobao.com/sf_item/565604287524.htm', 'failure']
['牌号为豫A666AM的奥迪牌汽车一辆', '//sf.taobao.com/sf_item/565604311906.htm', 'failure']
['新能源汽车车架号为LA9J1LWB2GBL8A917号车辆', '//sf.taobao.com/sf_item/565832225698.htm', 'failure']
['（破）车牌为浙E15060的江淮牌汽车', '//sf.taobao.com/sf_item/565890761616.htm', 'failure']
['鲁N43281号重型专项作业车', '//sf.taobao.com/sf_item/565891381908.htm', 'failure']
['车牌号为桂AVP513号海马牌小型轿车', '//sf.taobao.com/sf_item/565893577523.htm', 'failure']
['新能源汽车车架号为LA9J1LWB2GBL8A871号车辆', '//sf.taobao.com/sf_item/565905674210.htm', 'failure']
['（破）车牌为浙E15509的金龙牌汽车', '//sf.taobao.com/sf_item/565966750522.htm', 'failure']
['福田牌（康瑞H2）机动车', '//sf.taobao.com/sf_item/565186056671.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565188028508.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565203256778.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565203272207.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565203516366.htm', 'failure']
['福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565204296203.htm', 'failure']
['云JDC767号路虎牌览胜极光小型越野车', '//sf.taobao.com/sf_item/565284256870.htm', 'failure']
['福田牌（时代领航Q2）机动车', '//sf.taobao.com/sf_item/565300253762.htm', 'failure']
['福田牌（康瑞H2）机动车', '//sf.taobao.com/sf_item/565302009586.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565303149230.htm', 'failure']
['福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565303289899.htm', 'failure']
['津AJB959福田牌（时代领航1）机动车', '//sf.taobao.com/sf_item/565304401079.htm', 'failure']
['津AJB817福田牌（宝瑞1）机动车', '//sf.taobao.com/sf_item/565306497451.htm', 'failure']
['津AKA610福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565307385853.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565315381115.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565315861080.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565316297899.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565317573335.htm', 'failure']
['津AKA563福田牌（时代捷顺）机动车', '//sf.taobao.com/sf_item/565372737568.htm', 'failure']
['蒙D32787号解放牌重型厢式货车', '//sf.taobao.com/sf_item/565373385413.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565375002233.htm', 'failure']
['福田牌（时代小卡之星Q3）机动车', '//sf.taobao.com/sf_item/565376542711.htm', 'failure']
['津RH8587福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565387030523.htm', 'failure']
['津AKA583福田牌（康瑞H2）机动车', '//sf.taobao.com/sf_item/565387790821.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565388118882.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565389638116.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565391230218.htm', 'failure']
['车牌号为京Q2A079号奔弛牌小型越野客车', '//sf.taobao.com/sf_item/565391285121.htm', 'failure']
['车牌号为闽ALL633起亚牌的小型客车一辆', '//sf.taobao.com/sf_item/565453562716.htm', 'failure']
['福田牌（时代领航H2）机动车', '//sf.taobao.com/sf_item/565458759410.htm', 'failure']
['福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565460655740.htm', 'failure']
['津AKA558福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565462131068.htm', 'failure']
['津AU9260福田牌（时代领航2）机动车', '//sf.taobao.com/sf_item/565462567442.htm', 'failure']
['津AKA596福田牌（时代领航1）机动车', '//sf.taobao.com/sf_item/565462875668.htm', 'failure']
['冀EKC506北京牌普通低速货车', '//sf.taobao.com/sf_item/565463458910.htm', 'failure']
['津AJY733福田牌（时代领航1）机动车', '//sf.taobao.com/sf_item/565465635574.htm', 'failure']
['奥迪牌小型越野客车', '//sf.taobao.com/sf_item/565468938519.htm', 'failure']
['津AKA543福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565471299784.htm', 'failure']
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565471371905.htm', 'failure']
['福田牌（宝瑞1）机动车', '//sf.taobao.com/sf_item/565474007165.htm', 'failure']
['福田牌（迷迪）机动车', '//sf.taobao.com/sf_item/565474315589.htm', 'failure']
['福田牌（时代领航H3）机动车', '//sf.taobao.com/sf_item/565474639137.htm', 'failure']
['赣E7F230高尔夫牌小型轿车', '//sf.taobao.com/sf_item/565477170710.htm', 'failure']
['鲁F716X1号宝马X1轿车', '//sf.taobao.com/sf_item/565550115615.htm', 'failure']
['（破）车牌号为浙J62886的大型普通客车', '//sf.taobao.com/sf_item/565721048709.htm', 'failure']
['大众帕萨特SVW7183LJi小型汽车', '//sf.taobao.com/sf_item/565833889534.htm', 'failure']
['豫MS9908号现代汽车', '//sf.taobao.com/sf_item/565887138258.htm', 'failure']
['闽FNK216号车', '//sf.taobao.com/sf_item/565889926745.htm', 'failure']
['闽FN9193号车', '//sf.taobao.com/sf_item/565890954509.htm', 'failure']
['关于云GZ9578黑色吉利牌小型轿车', '//sf.taobao.com/sf_item/565549047293.htm', 'failure']
['陕EX6372雷斯特牌越野车', '//sf.taobao.com/sf_item/565020831498.htm', 'failure']
['（破）江苏金雪集团有限公司名下苏FR2983苏州苏州金龙客车', '//sf.taobao.com/sf_item/565063372322.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3165汽车普桑', '//sf.taobao.com/sf_item/565182429931.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3232普桑汽车', '//sf.taobao.com/sf_item/565184097436.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3319普桑汽车', '//sf.taobao.com/sf_item/565184885434.htm', 'failure']
['桂A5Y234长安牌SC6469AH4小型普通客车', '//sf.taobao.com/sf_item/565247957640.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR2990苏州苏州金龙客车', '//sf.taobao.com/sf_item/565250622186.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3115海马汽车', '//sf.taobao.com/sf_item/565250674240.htm', 'failure']
['豫C539DM宝马牌BMW7200MD(BMW320)小型轿车', '//sf.taobao.com/sf_item/565254741168.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3117海马汽车', '//sf.taobao.com/sf_item/565255862889.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3160普桑汽车', '//sf.taobao.com/sf_item/565256914250.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3240普桑汽车', '//sf.taobao.com/sf_item/565258694680.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3559普桑汽车', '//sf.taobao.com/sf_item/565259178805.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3476普桑汽车', '//sf.taobao.com/sf_item/565259830093.htm', 'failure']
['别克牌汽车', '//sf.taobao.com/sf_item/565267385994.htm', 'failure']
['（破）江苏金雪集团有限公司名下苏F2R812长安面包金牛星汽车', '//sf.taobao.com/sf_item/565332851021.htm', 'failure']
['（破）江苏金雪集团有限公司名下的苏FR3118海马汽车', '//sf.taobao.com/sf_item/565339375221.htm', 'failure']
['沈阳市英丽货物运输有限公司所有的解放牌车辆', '//sf.taobao.com/sf_item/565369102605.htm', 'failure']
['车牌号赣L39670的重型半挂牵引车一辆', '//sf.taobao.com/sf_item/565391553518.htm', 'failure']
['车牌号赣L39650的重型半挂牵引车一辆', '//sf.taobao.com/sf_item/565465898850.htm', 'failure']
['（破）（第三次）苏B358UX长安牌SC6371A型小型普通客车', '//sf.taobao.com/sf_item/565636996749.htm', 'failure']
['拍卖徐工牌100吨汽车起重机', '//sf.taobao.com/sf_item/565658772259.htm', 'failure']
['鲁Q600P1号比亚迪车一辆', '//sf.taobao.com/sf_item/565664458779.htm', 'failure']
['鲁QW4889号重型特殊结构货车', '//sf.taobao.com/sf_item/565666042081.htm', 'failure']
['（二拍）车牌号为苏BU230V宝马汽车一辆', '//sf.taobao.com/sf_item/565751805881.htm', 'failure']
['沪BQ8868大型汽车一辆（不带沪牌）,', '//sf.taobao.com/sf_item/565761067496.htm', 'failure']
['（破）（第三次）苏BJ8899奔驰汽车一辆', '//sf.taobao.com/sf_item/565827698305.htm', 'failure']
['陕ASE528别克牌小型轿车一辆', '//sf.taobao.com/sf_item/565911787033.htm', 'failure']
['奔驰牌汽车', '//sf.taobao.com/sf_item/564940001515.htm', 'failure']
['纳智捷汽车一辆', '//sf.taobao.com/sf_item/565013898635.htm', 'failure']
['宝马牌汽车一辆', '//sf.taobao.com/sf_item/565014022237.htm', 'failure']
