['鲁JZZ777宝马牌BMW7301EL小型轿车', '//sf.taobao.com/sf_item/565014166140.htm', 1519869600000]
['大众帕萨特小型轿车', '//sf.taobao.com/sf_item/566049734860.htm', 1521770400000]
['甘EA8916号长城牌CC6460RM01小型普通客', '//sf.taobao.com/sf_item/565572138842.htm', 1521766800000]
['豫C62717大客车一辆', '//sf.taobao.com/sf_item/565871117111.htm', 1521684000000]
['欧蓝德（进口）小型越野客车', '//sf.taobao.com/sf_item/565976954990.htm', 1521684000000]
['格奥雷牌LFJ3256G3重型自卸货车(车牌号：云S16438)', '//sf.taobao.com/sf_item/565554826760.htm', 1521763200000]
['丰田牌小轿车', '//sf.taobao.com/sf_item/565573106803.htm', 1521712800000]
['（破）瑞安市晓银针织有限公司名下 一辆奔驰350型轿车', '//sf.taobao.com/sf_item/565449514936.htm', 1521684000000]
['苏AVL318小型汽车一辆', '//sf.taobao.com/sf_item/564932065882.htm', 1521684000000]
['豫QLF009奥迪Q5越野车一辆', '//sf.taobao.com/sf_item/565552606619.htm', 1521684000000]
['浙G586ED大众汽车', '//sf.taobao.com/sf_item/565445857171.htm', 1521684000000]
['（破）瑞安市晓银针织有限公司名下 一辆江铃牌轻型厢式货车', '//sf.taobao.com/sf_item/565341118238.htm', 1521684000000]
['中联牌混凝土泵车，车牌号为：青B25122', '//sf.taobao.com/sf_item/565282476756.htm', 1521684000000]
['车牌号为浙AHB489的别克凯越小型轿车壹辆', '//sf.taobao.com/sf_item/565517746960.htm', 1521684000000]
['车牌号为浙JD191H大众普桑牌小型汽车一辆', '//sf.taobao.com/sf_item/565280616922.htm', 1521684000000]
['浙C2HH05号揽胜运动牌小型汽车一辆', '//sf.taobao.com/sf_item/565425581701.htm', 1521684000000]
['浙J623J0号奥德赛牌小型普通客车', '//sf.taobao.com/sf_item/565315256892.htm', 1521684000000]
['苏A7GL03小型汽车一辆', '//sf.taobao.com/sf_item/564821232056.htm', 1521684000000]
['（破）车牌号为浙AT6W97的桑塔纳牌小型轿车', '//sf.taobao.com/sf_item/564935025058.htm', 1521684000000]
['柴**名下的浙BX8E11的小型轿车', '//sf.taobao.com/sf_item/565047495023.htm', 1521684000000]
['车牌号为豫FJ1568雪佛兰轿车一辆', '//sf.taobao.com/sf_item/565501586586.htm', 1521684000000]
['中联牌混凝土泵车，车牌号：青B26115', '//sf.taobao.com/sf_item/565282292434.htm', 1521684000000]
['闽EGY795号奔驰牌小型汽车', '//sf.taobao.com/sf_item/565893566692.htm', 1521684000000]
['车牌号：蒙AQJ611奔驰GL450越野车', '//sf.taobao.com/sf_item/565342414802.htm', 1521684000000]
['车牌号为浙AR7F25的北京现代索纳塔小型轿车壹辆', '//sf.taobao.com/sf_item/565331940610.htm', 1521684000000]
['苏NXH960歌诗图轿车一辆', '//sf.taobao.com/sf_item/565331868780.htm', 1521684000000]
['浙J822P2号大众牌小型汽车', '//sf.taobao.com/sf_item/565261940191.htm', 1521684000000]
['被执行人郭洪涛名下的豫A7JC57宝马牌汽车', '//sf.taobao.com/sf_item/565291930565.htm', 1521684000000]
['浙CL2H18东风日产牌DFL7203VAK2小型轿车', '//sf.taobao.com/sf_item/565439193441.htm', 1521684000000]
['粤AG330N日产天籁轿车', '//sf.taobao.com/sf_item/565517422923.htm', 1521684000000]
['津AFZ855佳美JTDBE30K轿车', '//sf.taobao.com/sf_item/565282830477.htm', 1521684000000]
['陈成龙所有的闽CL606Q丰田牌小型轿车', '//sf.taobao.com/sf_item/565359888655.htm', 1521684000000]
['蒙K9W290丰田牌小型普通客车', '//sf.taobao.com/sf_item/565993999438.htm', 1521684000000]
['车牌号为蒙A6W231江淮瑞风商务车', '//sf.taobao.com/sf_item/565154784671.htm', 1521684000000]
['甘APW080福克斯牌CAF7163A4小型轿车', '//sf.taobao.com/sf_item/565429282027.htm', 1521684000000]
['闽CZH632五菱牌小型普通客车一辆', '//sf.taobao.com/sf_item/565584611366.htm', 1521684000000]
['（破）（第五次）车牌号为苏BJ1023陕汽汽车一辆', '//sf.taobao.com/sf_item/565754820349.htm', 1521684000000]
['车牌号为浙AA918H号汽车一辆', '//sf.taobao.com/sf_item/565358268048.htm', 1521684000000]
['东风标致牌小型轿车豫PPF225', '//sf.taobao.com/sf_item/565440425240.htm', 1521684000000]
['东风日产牌浙B368HM车辆', '//sf.taobao.com/sf_item/565639883626.htm', 1521684000000]
['苏NW5599大众车辆一辆', '//sf.taobao.com/sf_item/565332128787.htm', 1521684000000]
['车牌号为浙AAE533号汽车一辆', '//sf.taobao.com/sf_item/565445597011.htm', 1521684000000]
['车牌号为浙A120N1号汽车一辆', '//sf.taobao.com/sf_item/565445569933.htm', 1521684000000]
['奥迪牌小型轿车', '//sf.taobao.com/sf_item/565330380010.htm', 1521684000000]
['闽H57216号起亚小车一辆', '//sf.taobao.com/sf_item/565833838701.htm', 1521684000000]
['车牌为宁AW6655奥迪牌A6小型轿车', '//sf.taobao.com/sf_item/565264077309.htm', 1521684000000]
['桂F03538星光牌货车', '//sf.taobao.com/sf_item/565140364171.htm', 1521684000000]
['浙BU5A02小型汽车一辆', '//sf.taobao.com/sf_item/565632823577.htm', 1521684000000]
['车牌号为鲁Q15H58的丰田轿车', '//sf.taobao.com/sf_item/565312176932.htm', 1521684000000]
['粤RUX919五菱牌小型客车', '//sf.taobao.com/sf_item/564931660715.htm', 1521684000000]
['（破）瑞安市东旭微特机电有限公司名下的雅阁牌小型轿车一辆', '//sf.taobao.com/sf_item/565249693114.htm', 1521684000000]
['浙JC3U23奥迪牌FV7203TFCVTG小型轿车一辆', '//sf.taobao.com/sf_item/565330392034.htm', 1521684000000]
['牌号为浙BGX279的现代牌小型轿车', '//sf.taobao.com/sf_item/564779180316.htm', 1521684000000]
['车牌号为陕A935XG东风本田艾力绅商务车', '//sf.taobao.com/sf_item/565155616496.htm', 1521684000000]
['车牌号为浙AD8T52的五菱牌小型普通客车一辆', '//sf.taobao.com/sf_item/565326472244.htm', 1521684000000]
['993常林装载机一台', '//sf.taobao.com/sf_item/565443373244.htm', 1521684000000]
['鲁HG1258/鲁HKY37挂欧曼牌半挂牵引车车辆', '//sf.taobao.com/sf_item/565581787589.htm', 1521684000000]
['奇瑞牌SQR7083S110小型轿车', '//sf.taobao.com/sf_item/565623750241.htm', 1521165600000]
['鲁BK5287号解放牌重型半挂牵引车及鲁BF952挂号', '//sf.taobao.com/sf_item/563971857596.htm', 1516500000000]
['新31.B7980的M1654G型号大中型拖拉机', '//sf.taobao.com/sf_item/565724516484.htm', 1521619200000]
['沪A9L789 奔驰R350L普陀区中江路118弄22号海亮大厦地下车库 车辆', '//sf.taobao.com/sf_item/565094327837.htm', 1521424800000]
['车牌号为浙AB925F奥德赛小型普通客车一辆', '//sf.taobao.com/sf_item/565581227309.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565295297674.htm', 1521597600000]
['车牌号为粤BR689D的比亚迪小型汽车一辆', '//sf.taobao.com/sf_item/565264268684.htm', 1521597600000]
['JEEP大切诺基机动车', '//sf.taobao.com/sf_item/565372870370.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565295909466.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565370238463.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565297825160.htm', 1521597600000]
['JEEP自由客机动车', '//sf.taobao.com/sf_item/565369638855.htm', 1521597600000]
['道奇酷威机动车', '//sf.taobao.com/sf_item/565184976514.htm', 1521597600000]
['贵FD7087号奥迪A6L轿车一辆', '//sf.taobao.com/sf_item/565535407520.htm', 1521597600000]
['车牌为浙A0349B奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/565448922325.htm', 1521597600000]
['车牌号为浙AA9N20的五菱牌轻型普通货车壹辆', '//sf.taobao.com/sf_item/565471510261.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565185372367.htm', 1521597600000]
['冀R799L9号北京现代牌汽车', '//sf.taobao.com/sf_item/565975947402.htm', 1521597600000]
['于增华所有的柳工ZL30E装载车', '//sf.taobao.com/sf_item/565471358668.htm', 1521597600000]
['苏JVG069凌派牌轿一辆', '//sf.taobao.com/sf_item/565276932243.htm', 1521597600000]
['JEEP指南者机动车', '//sf.taobao.com/sf_item/565185656063.htm', 1521597600000]
['车牌号为渝F5K209号小型轿车一辆', '//sf.taobao.com/sf_item/565467890535.htm', 1521597600000]
['冀A81410小型轿车', '//sf.taobao.com/sf_item/565712148311.htm', 1521597600000]
['苏DLD367中联牌搅拌车一辆', '//sf.taobao.com/sf_item/565535835088.htm', 1521597600000]
['车牌号为浙F108KF福特汽车小汽车一辆', '//sf.taobao.com/sf_item/565146785777.htm', 1521597600000]
['（破）车牌号为浙AV3L72的江铃牌轻型载货车壹辆（非小客车）', '//sf.taobao.com/sf_item/565701508168.htm', 1521597600000]
['长安牌SC6399D4Y小型面包车1辆', '//sf.taobao.com/sf_item/565375277904.htm', 1521597600000]
['马自达牌CA7201AT型小型轿车一辆（湘A897X8，发动机号:761423）', '//sf.taobao.com/sf_item/565422337355.htm', 1521597600000]
['津AJB714福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565199964622.htm', 1521597600000]
['道奇酷威机动车', '//sf.taobao.com/sf_item/565184904422.htm', 1521597600000]
['牌号为苏MM8690江铃全顺牌轿车一辆', '//sf.taobao.com/sf_item/565070623430.htm', 1521597600000]
['津AJB770福田牌（H2）机动车', '//sf.taobao.com/sf_item/565382470076.htm', 1521597600000]
['冀FXN286号黑色大众朗逸牌小型汽车一辆', '//sf.taobao.com/sf_item/565582551315.htm', 1521597600000]
['苏DLD379中联牌搅拌车一辆', '//sf.taobao.com/sf_item/565377553980.htm', 1521597600000]
['车牌号为浙A319VS的风神轿车壹辆', '//sf.taobao.com/sf_item/565282564873.htm', 1521597600000]
['浙F835H6海马牌普力马小型普通客车', '//sf.taobao.com/sf_item/565451458724.htm', 1521597600000]
['津AKB819福田牌（康瑞2）机动车', '//sf.taobao.com/sf_item/565312469057.htm', 1521597600000]
['浙H8686C小型汽车壹辆', '//sf.taobao.com/sf_item/565374665520.htm', 1521597600000]
['闽C877KA号本田雅阁牌HG7201A小轿车一辆', '//sf.taobao.com/sf_item/565585525271.htm', 1521597600000]
['刘世龙之妻李盼盼名下所有的东南牌汽车一辆车牌号为（鲁MKS506）', '//sf.taobao.com/sf_item/565018310389.htm', 1521597600000]
['津AJB756福田牌（时代捷顺）机动车', '//sf.taobao.com/sf_item/565201320491.htm', 1521597600000]
['车牌号为陕EKM188奥迪牌轿车一辆', '//sf.taobao.com/sf_item/565937295488.htm', 1521597600000]
['津AU9162福田牌（时代领航2）机动车', '//sf.taobao.com/sf_item/565463067141.htm', 1521597600000]
['津AJB925福田牌（康瑞H3）机动车', '//sf.taobao.com/sf_item/565193752182.htm', 1521597600000]
['津AJB711福田牌（康瑞3）机动车', '//sf.taobao.com/sf_item/565194644686.htm', 1521597600000]
['津AJY776福田牌（时代领航1）机动车', '//sf.taobao.com/sf_item/565199996839.htm', 1521597600000]
['车牌号为浙JU019X别克汽车一辆', '//sf.taobao.com/sf_item/565258900115.htm', 1521597600000]
['津AJB881福田牌（时代驭菱V1）机动车', '//sf.taobao.com/sf_item/565307161262.htm', 1521597600000]
['津AJY587福田牌（时代领航1）机动车', '//sf.taobao.com/sf_item/565308073821.htm', 1521597600000]
['浙KDA716桑塔纳牌小型汽车一辆', '//sf.taobao.com/sf_item/565310064556.htm', 1521597600000]
['（破）车牌号为浙CQR167东风日产牌小型轿车一辆', '//sf.taobao.com/sf_item/565312232091.htm', 1521597600000]
['津AJB789福田牌（时代驭菱V1）机动车', '//sf.taobao.com/sf_item/565312425367.htm', 1521597600000]
['JEEP指南者 机动车', '//sf.taobao.com/sf_item/565317665786.htm', 1521597600000]
['鲁HDG316东风日产牌小型轿车一辆', '//sf.taobao.com/sf_item/565380825548.htm', 1521597600000]
['福田牌（时代驭菱VQ1）机动车', '//sf.taobao.com/sf_item/565390270589.htm', 1521597600000]
['川A39P91本田雅阁牌轿车', '//sf.taobao.com/sf_item/565391489756.htm', 1521597600000]
['浙CJS627丰田牌TV7252V5小型轿车', '//sf.taobao.com/sf_item/565497398966.htm', 1521597600000]
['鲁KZS636车辆', '//sf.taobao.com/sf_item/565535295760.htm', 1521597600000]
['车牌号为湘A BT185北京牌小型汽车', '//sf.taobao.com/sf_item/565330416820.htm', 1521594000000]
['桂A4P036号梅赛德斯奔驰小轿车', '//sf.taobao.com/sf_item/564271907939.htm', 1517450400000]
['闽G32809（重型半挂牵引车）和闽G1808挂（重型普通半挂车）', '//sf.taobao.com/sf_item/564655667542.htm', 1518141600000]
['车牌为浙A61M95路虎小型越野客车一辆', '//sf.taobao.com/sf_item/565153268299.htm', 1521511200000]
['车牌为浙C7BF95揽胜极光牌小型越野客车', '//sf.taobao.com/sf_item/565140196666.htm', 1521511200000]
['豫C211FL帕萨特牌小型轿车', '//sf.taobao.com/sf_item/565140604152.htm', 1521511200000]
['车牌为浙JC857W精灵牌微型轿车一辆', '//sf.taobao.com/sf_item/565424435128.htm', 1521511200000]
['车牌号为云FAX303吉利牌GX7多功能乘用车（SUV）一辆', '//sf.taobao.com/sf_item/565638288835.htm', 1521511200000]
['梅赛德斯-奔驰 WDDNG8CB', '//sf.taobao.com/sf_item/565663132340.htm', 1521511200000]
['苏GXM526轻型厢式货车一辆', '//sf.taobao.com/sf_item/565656848955.htm', 1521511200000]
['豫C178GY别克牌SGM6515ATA小型客车', '//sf.taobao.com/sf_item/565254349165.htm', 1521511200000]
['车牌为浙AP101W大众小型轿车一辆', '//sf.taobao.com/sf_item/565298466576.htm', 1521511200000]
['浙CP4295奥迪牌小型轿车', '//sf.taobao.com/sf_item/565323414803.htm', 1521511200000]
['车牌号为豫C11W95汽车一辆；', '//sf.taobao.com/sf_item/565772403665.htm', 1521511200000]
['机动车', '//sf.taobao.com/sf_item/565408519666.htm', 1521511200000]
['陈丹丹名下的豫C29919号车辆', '//sf.taobao.com/sf_item/565155124847.htm', 1521511200000]
['车牌为浙G668VB卡宴小型越野客车一辆', '//sf.taobao.com/sf_item/565142052293.htm', 1521511200000]
['车牌号为浙D8668G汽车一辆', '//sf.taobao.com/sf_item/565098424067.htm', 1521511200000]
['浙C2JW17现代牌小型普通客车', '//sf.taobao.com/sf_item/565346967112.htm', 1521511200000]
['尚酷牌小型轿车', '//sf.taobao.com/sf_item/565409923013.htm', 1521511200000]
['粤AZ808E小型汽车一辆', '//sf.taobao.com/sf_item/565305651496.htm', 1521511200000]
['（破）江苏金雪集团有限公司名下的苏FR3211东风尼桑汽车', '//sf.taobao.com/sf_item/565071104008.htm', 1521511200000]
['豫A1086X丰田牌TV6460GLX-1型普通客车一辆', '//sf.taobao.com/sf_item/565420814522.htm', 1521511200000]
['浙A8CH15江淮牌小型普通客车一辆', '//sf.taobao.com/sf_item/564927352199.htm', 1521511200000]
['鲁YFM096号长安牌SC6449C小型普通客车一辆', '//sf.taobao.com/sf_item/564996712714.htm', 1521511200000]
['松花江牌轻型普通货车', '//sf.taobao.com/sf_item/565078304986.htm', 1521511200000]
['浙C109U2高尔夫牌小型轿车', '//sf.taobao.com/sf_item/565187569349.htm', 1521511200000]
['北奔牌重型罐式货车（车牌号为豫LG7898）', '//sf.taobao.com/sf_item/565260756390.htm', 1521511200000]
['（破）江苏金雪集团有限公司名下的苏FR9712东风雪铁龙汽车', '//sf.taobao.com/sf_item/565343019867.htm', 1521511200000]
['车牌为浙BC1X21捷豹汽车一辆', '//sf.taobao.com/sf_item/565424343841.htm', 1521511200000]
['东风日产骐达轿车', '//sf.taobao.com/sf_item/565637572344.htm', 1521511200000]
['蒙CMM157路虎揽胜极光越野车', '//sf.taobao.com/sf_item/565783201137.htm', 1521511200000]
['（破）苏B596UX别克牌小型普通客车', '//sf.taobao.com/sf_item/565913207086.htm', 1521511200000]
['豫H-M6456东风牌汽车一辆', '//sf.taobao.com/sf_item/565649859400.htm', 1521424800000]
['车牌号为苏NCS376奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/565410799281.htm', 1521424800000]
['粤Y77777号德国奥迪Q7', '//sf.taobao.com/sf_item/565096864663.htm', 1521424800000]
['车牌号为浙JK286T科雷傲牌小型轿车一辆', '//sf.taobao.com/sf_item/565149953053.htm', 1521424800000]
['津DVR899宝马牌小型轿车', '//sf.taobao.com/sf_item/565260233210.htm', 1521424800000]
['车牌号为浙JCS990丰田牌小型轿车一辆', '//sf.taobao.com/sf_item/565345815196.htm', 1521424800000]
['解放牌浙A1J609重型半挂牵引车及浙A8202挂重型集装箱半挂车', '//sf.taobao.com/sf_item/565070624741.htm', 1521424800000]
['（破）浙A6121P号金杯牌面包车', '//sf.taobao.com/sf_item/565374935948.htm', 1521424800000]
['长城牌小型轿车，无牌', '//sf.taobao.com/sf_item/565211257694.htm', 1521424800000]
['浙JMD053号北京牌小型汽车', '//sf.taobao.com/sf_item/565139852141.htm', 1521424800000]
['解放牌浙A1J209重型半挂牵引车及浙A8209挂重型集装箱半挂车', '//sf.taobao.com/sf_item/565183345654.htm', 1521424800000]
['车牌号为浙L76370别克牌小型轿车', '//sf.taobao.com/sf_item/565322234037.htm', 1521424800000]
['张伟所有的渝C65288小型越野客车一辆', '//sf.taobao.com/sf_item/565139960859.htm', 1521424800000]
['浙A117AB的汽车一辆', '//sf.taobao.com/sf_item/565172230962.htm', 1521424800000]
['浙G4186U灰色起亚牌汽车', '//sf.taobao.com/sf_item/565071488440.htm', 1521424800000]
['浙J9GK59宝马牌小型轿车一辆', '//sf.taobao.com/sf_item/565148696373.htm', 1521424800000]
['拍卖被执行人刘元海所有的车牌号为浙A672KL风神牌汽车一辆', '//sf.taobao.com/sf_item/565219161556.htm', 1521424800000]
['苏EK3R80奥德赛牌小型普通客车一辆', '//sf.taobao.com/sf_item/565408083108.htm', 1521424800000]
['甘ASH713号北京牌轻型普通货车', '//sf.taobao.com/sf_item/565365559545.htm', 1521424800000]
['浙G300KX梅赛德斯-奔驰牌小型汽车', '//sf.taobao.com/sf_item/565340319308.htm', 1521424800000]
['车牌号为苏E31R13奥迪汽车', '//sf.taobao.com/sf_item/565220565235.htm', 1521424800000]
['牌号为浙A1220H朗逸牌汽车', '//sf.taobao.com/sf_item/565108020233.htm', 1521424800000]
['浙GVX699黑色奔驰汽车', '//sf.taobao.com/sf_item/565070820077.htm', 1521424800000]
['车牌号为浙J03962途锐牌小型越野客车一辆', '//sf.taobao.com/sf_item/565071992617.htm', 1521424800000]
['甘A2V492号五菱牌小型汽车', '//sf.taobao.com/sf_item/565100052214.htm', 1521424800000]
['宁A76B22号银灰色面包车', '//sf.taobao.com/sf_item/565283150671.htm', 1521424800000]
['津HCC637白色别克牌小汽车', '//sf.taobao.com/sf_item/565089626741.htm', 1521424800000]
['东风日产（湘D5J326）机动车', '//sf.taobao.com/sf_item/565137364999.htm', 1521424800000]
['鲁AWQ007路虎神行者越野车一辆', '//sf.taobao.com/sf_item/565325102212.htm', 1521424800000]
['宁A6F705纳智捷牌汽车一辆', '//sf.taobao.com/sf_item/565141424706.htm', 1521424800000]
['浙GBK988的汽车一辆', '//sf.taobao.com/sf_item/565181062493.htm', 1521424800000]
['车牌号为浙J383X9别克牌小型轿车一辆', '//sf.taobao.com/sf_item/565263370469.htm', 1521424800000]
['鲁Q7S422北斗星牌轿车', '//sf.taobao.com/sf_item/565133013613.htm', 1521424800000]
['被执行人山东立业机械装备有限公司名下的鲁J82777尼桑轿车', '//sf.taobao.com/sf_item/565215749455.htm', 1521424800000]
['被执行人山东立业机械装备有限公司名下的鲁J21243尼桑轿车', '//sf.taobao.com/sf_item/565373963038.htm', 1521424800000]
['浙DUD007号凯宴小型越野客车一辆', '//sf.taobao.com/sf_item/565376971386.htm', 1521424800000]
['甘A51D68号翼虎牌小型普通客车', '//sf.taobao.com/sf_item/565210385283.htm', 1521424800000]
['甘A183F8号五菱牌小型汽车', '//sf.taobao.com/sf_item/565211753575.htm', 1521424800000]
['车牌号为浙JT825G马自达牌小型轿车一辆', '//sf.taobao.com/sf_item/565188417507.htm', 1521424800000]
['车牌号为浙JLA735颐达牌汽车一辆', '//sf.taobao.com/sf_item/565205429874.htm', 1521424800000]
['车牌号为浙F686RU梅赛德斯－奔驰牌WDDUG6CB型小型轿车一辆', '//sf.taobao.com/sf_item/565033680061.htm', 1521424800000]
['浙G83G15号比亚迪牌汽车', '//sf.taobao.com/sf_item/565283622182.htm', 1521424800000]
['浙JN131S号捷豹XJ牌小型汽车', '//sf.taobao.com/sf_item/565408691725.htm', 1521424800000]
['甘JC2652号众泰牌小型普通客车', '//sf.taobao.com/sf_item/565210797214.htm', 1521424800000]
['甘N39935号奇瑞牌小型轿车', '//sf.taobao.com/sf_item/565211073015.htm', 1521424800000]
['车牌号为浙J00X79思铂睿牌小型轿车一辆', '//sf.taobao.com/sf_item/565306147013.htm', 1521424800000]
['车牌为浙ARQ910小型轿车一辆', '//sf.taobao.com/sf_item/565146708340.htm', 1521424800000]
['豫A-2KT25号起亚牌汽车一辆', '//sf.taobao.com/sf_item/565648971961.htm', 1521424800000]
['浙JUS859小型机动车一辆', '//sf.taobao.com/sf_item/565135504059.htm', 1521424800000]
['甘J26823号五菱牌小型汽车', '//sf.taobao.com/sf_item/565100220766.htm', 1521424800000]
['甘AWG808号大众汽车牌小型轿车', '//sf.taobao.com/sf_item/565208601863.htm', 1521424800000]
['浙GG139S汽车', '//sf.taobao.com/sf_item/565073900558.htm', 1521424800000]
['苏E7S3F7风神汽车一辆', '//sf.taobao.com/sf_item/565341726048.htm', 1521424800000]
['粤ELL660号丰田牌小型汽车', '//sf.taobao.com/sf_item/565424583451.htm', 1521424800000]
['浙JD575C的汽车一辆', '//sf.taobao.com/sf_item/565264947771.htm', 1521424800000]
['吉AC506S宝马牌轿车一辆', '//sf.taobao.com/sf_item/565325386632.htm', 1521424800000]
['苏LEF635小型轿车一辆', '//sf.taobao.com/sf_item/565305879555.htm', 1521424800000]
['渝C72336的东风牌DFL5160XXYBXX1重型厢式货车一辆', '//sf.taobao.com/sf_item/565328210657.htm', 1521424800000]
['浙CXL512迷你牌小型轿车一辆', '//sf.taobao.com/sf_item/565134873277.htm', 1521424800000]
['车牌号为浙AJ01W0的小型普通客车一辆', '//sf.taobao.com/sf_item/565147140250.htm', 1521424800000]
['鲁A205CK大众牌小型轿车', '//sf.taobao.com/sf_item/565690659128.htm', 1521424800000]
['车牌号为浙C3PZ83飞度牌小型汽车', '//sf.taobao.com/sf_item/565247290343.htm', 1521424800000]
['甘A4R670号宝马牌小型越野客车', '//sf.taobao.com/sf_item/565096188143.htm', 1521424800000]
['豫J-NW876号一汽牌汽车', '//sf.taobao.com/sf_item/565490317342.htm', 1521424800000]
['甘A985G5号五菱牌小型汽车', '//sf.taobao.com/sf_item/565099420586.htm', 1521424800000]
['豫P-KE444号东风日产牌汽车', '//sf.taobao.com/sf_item/565490817879.htm', 1521424800000]
['浙J3N555号揽胜极光牌汽车', '//sf.taobao.com/sf_item/565297582575.htm', 1521424800000]
['赣B18Y91哈佛牌小型汽车一辆', '//sf.taobao.com/sf_item/564982024722.htm', 1521424800000]
['车牌为苏EY883Q奥迪汽车一辆', '//sf.taobao.com/sf_item/565183706657.htm', 1521424800000]
['豫F-91233海马牌汽车', '//sf.taobao.com/sf_item/565489861308.htm', 1521424800000]
['车牌号鲁R?UB381东风日产车辆一部', '//sf.taobao.com/sf_item/565471593704.htm', 1521424800000]
['渝F600B5福迪牌轻型普通货车一辆', '//sf.taobao.com/sf_item/565322758768.htm', 1521424800000]
['浙JG3155小型轿车一辆', '//sf.taobao.com/sf_item/565404831880.htm', 1521424800000]
['浙GG8198黑色大众牌汽车', '//sf.taobao.com/sf_item/565184497064.htm', 1521424800000]
['鲁G1958Y别克君越轿车', '//sf.taobao.com/sf_item/565107700474.htm', 1521424800000]
['关于王典放于东莞市交警支队桥头大队(作零配件处理)', '//sf.taobao.com/sf_item/565068887164.htm', 1521424800000]
['车牌号为皖NR9593比亚迪微型汽车一辆', '//sf.taobao.com/sf_item/565094588028.htm', 1521424800000]
['车牌号为浙C20J03三菱牌小型汽车', '//sf.taobao.com/sf_item/565179569574.htm', 1521424800000]
['鲁HBR572斯太尔牌罐车一辆', '//sf.taobao.com/sf_item/565326668927.htm', 1521424800000]
['浙JN363R号揽胜运动牌小型越野客车', '//sf.taobao.com/sf_item/565251177425.htm', 1521424800000]
['湘LHP929东风菱智小型客车', '//sf.taobao.com/sf_item/564973907586.htm', 1521424800000]
['苏CA333T的别克牌SGM7242ATA小型轿车一辆', '//sf.taobao.com/sf_item/565064984564.htm', 1521424800000]
['丰田牌小型普通客车', '//sf.taobao.com/sf_item/565071599114.htm', 1520647200000]
['中华牌小型轿车，套牌', '//sf.taobao.com/sf_item/565099420392.htm', 1521424800000]
['浙B7932Z号小型普通客车', '//sf.taobao.com/sf_item/565106260287.htm', 1521424800000]
['奥迪A3汽车一辆', '//sf.taobao.com/sf_item/565181877520.htm', 1521424800000]
['皖R40159奥迪牌小型轿车', '//sf.taobao.com/sf_item/565189557240.htm', 1521424800000]
['浙B905GB江铃全顺牌小型普通客车', '//sf.taobao.com/sf_item/565216809154.htm', 1521424800000]
['甘JE8391号东风牌小型普通客车一辆', '//sf.taobao.com/sf_item/565222113859.htm', 1521424800000]
['牌号为浙B?38W76 的大众牌（迈腾）小型轿车一辆', '//sf.taobao.com/sf_item/565248802883.htm', 1521424800000]
['被执行人所有的奥迪A6轿车', '//sf.taobao.com/sf_item/565256626452.htm', 1521424800000]
['宝马WBASN210轿车', '//sf.taobao.com/sf_item/565262686718.htm', 1521424800000]
['甘JG8933号东风日产牌小型轿车', '//sf.taobao.com/sf_item/565283998993.htm', 1521424800000]
['浙B599Q0小型轿车', '//sf.taobao.com/sf_item/565289454849.htm', 1521424800000]
['闽D31L21丰田小轿车', '//sf.taobao.com/sf_item/565324254167.htm', 1521424800000]
['浙G7595H黑色思威牌汽车', '//sf.taobao.com/sf_item/565343103147.htm', 1521424800000]
['豫F-71731奇瑞牌汽车', '//sf.taobao.com/sf_item/565490621938.htm', 1521424800000]
['豫J-Q7591雪佛兰汽车', '//sf.taobao.com/sf_item/565649711780.htm', 1521424800000]
['停放于东莞市企石镇企石停车场内的粤SLL449东南菱帅小型轿车一辆', '//sf.taobao.com/sf_item/565742579825.htm', 1521424800000]
['（破）粤BBU158东风牌厢式货车', '//sf.taobao.com/sf_item/565413471466.htm', 1521334800000]
['云LCL727蓝色福田牌蒙派克小型普通客车', '//sf.taobao.com/sf_item/565409883038.htm', 1521421200000]
['浙K02742号北京现代牌BH6430AY汽车一辆', '//sf.taobao.com/sf_item/565282934893.htm', 1521338400000]
['浙A2BF67车辆', '//sf.taobao.com/sf_item/565250993640.htm', 1521338400000]
['车牌号为苏HN6978宝马牌轿车一辆', '//sf.taobao.com/sf_item/565152360458.htm', 1521338400000]
['牌号为苏FLS973奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/565339978979.htm', 1521338400000]
['小型面包车', '//sf.taobao.com/sf_item/565207785380.htm', 1521338400000]
['关于湘L77632号重型自卸车一辆', '//sf.taobao.com/sf_item/565256589389.htm', 1521338400000]
['湘K0QA68梅赛德斯-奔驰1796CC小型轿车', '//sf.taobao.com/sf_item/565380115053.htm', 1521338400000]
['苏KQ3230别克牌汽车一辆', '//sf.taobao.com/sf_item/565076496149.htm', 1521338400000]
['闽A0955H别克昂科雷小型车辆', '//sf.taobao.com/sf_item/565137852072.htm', 1521338400000]
