问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2018/3/19,汇宝创投,山东省潍坊市,--,平台失联,https://www.p2peye.com/thread-1992273-1-1.html,1100万元人民币,孙国荣 ,2015年11月24日,不详,不详,不详,网站无法访问
2018/1/14,一点财富,北京市东城区,2014/12/1,平台失联,https://www.p2peye.com/thread-1957103-1-1.html,5000万元人民币,魏悦,不详,不详,不详,不详,网站无法访问
2018/1/14,爱分钱,四川省成都市,2016/5/18,平台失联,https://www.p2peye.com/thread-1957099-1-1.html,5000万元人民币,樊丽慧,不详,不详,不详,不详,网站无法访问
2018/1/14,励国金融,上海市黄浦区,2013/4/22,平台失联,https://www.p2peye.com/thread-1957125-1-1.html,3000万元人民币,林钦武,不详,不详,不详,不详,网站无法访问
2018/1/14,盈丰在线,广东省深圳市,2015/6/8,平台失联,https://www.p2peye.com/thread-1957118-1-1.html,,,,,,,
2018/3/25,广润贷,浙江省衢州市,--,平台失联,https://www.p2peye.com/thread-1997410-1-1.html,5000万元人民币,夏雪军,2015年12月27日,不详,不详,不详,网站无法访问
2018/1/14,盘恒资产,上海市黄浦区,2015/11/5,平台失联,https://www.p2peye.com/thread-1957121-1-1.html,20000万元人民币,陈颖,2016年8月24日,不详,不详,不详,网站无法访问
2018/2/7,好鑫人,浙江省杭州市,--,提现困难,https://www.p2peye.com/thread-1972077-1-1.html,10000万元人民币,黄昌林 ,2017年12月11日,不详,不详,不详,提现困难
2018/1/22,月月贷,湖北省武汉市,2014/5/14,暂停发标,https://www.p2peye.com/thread-1962039-1-1.html,5000万元人民币,刘又勇 ,2018年1月20日,"18,690人","787,374,242.00元","13,420,000元",发布暂停运营公告
2018/1/23,宏润共创,浙江省温州市,--,平台失联,https://www.p2peye.com/thread-1962904-1-1.html,5100万元人民币,王强 ,2018年1月23日,205人,6820300.00元,4700000.00元,大量标的逾期 ，客服电话无法接通
2018/1/25,介投行,上海市黄浦区,2015/8/17,平台失联,https://www.p2peye.com/thread-1964380-1-1.html,5000万元人民币,李海水 ,2015年8月28日,不详,不详,不详,网站无法访问，显示为赌博类网站
2018/1/23,雅堂金融,四川省成都市,--,终止运营,https://www.p2peye.com/thread-1962902-1-1.html,2000万元人民币,杨定平 ,2016年2月16日,不详,不详,不详,发布停运公告
2018/2/9,华众时贷,广东省深圳市,2015/3/3,终止运营,https://www.p2peye.com/thread-1973829-1-1.html,9000万元人民币,李少芳 ,不详,不详,不详,不详,平台长期无标的更新，客服电话多次接通后被立即挂断，网站所有标的显示已还完
2018/2/7,禾信金服,上海市普陀区,2017/6/1,平台失联,https://www.p2peye.com/thread-1972306-1-1.html,6000万元人民币,吴建飞,不详,不详,不详,不详,平台失联
2018/1/25,吉盟财富,湖南省长沙市,2015/9/8,平台失联,https://www.p2peye.com/thread-1964660-1-1.html,12000万元人民币,欧永军 ,2017年10月31日,198089人,22496.06万元,不详,客服电话无法接通
2018/1/14,乐米金服,上海市黄浦区,2015/12/28,平台失联,https://www.p2peye.com/thread-1957253-1-1.html,3000万元人民币,朱凌洁,不详,不详,不详,不详,网站无法访问
2018/1/14,光大炎黄,湖北省武汉市,2014/5/9,平台失联,https://www.p2peye.com/thread-1957141-1-1.html,10000万元人民币,谭茗升,不详,不详,不详,不详,网站无法访问
2018/1/14,九一贷,江苏省无锡市,2014/3/17,平台失联,https://www.p2peye.com/thread-1957142-1-1.html,5000万元人民币,王芳,不详,不详,不详,不详,网站无法访问
2018/2/8,天天赢,广东省深圳市,2014/10/1,平台失联,https://www.p2peye.com/thread-1973259-1-1.html,3000万元人民币,孙章炎 ,不详,不详,不详,不详,网站无法访问
2018/1/22,绿豆金服,上海市崇明县,--,平台失联,https://www.p2peye.com/thread-1962041-1-1.html,5000万元人民币,张天晨,2015年9月2日,不详,不详,不详,网站显示为博彩类网站
2018/2/7,倪孟财富,上海市闵行区,2016/11/18,平台失联,https://www.p2peye.com/thread-1972307-1-1.html,5000万元人民币,江水富 ,不详,不详,不详,不详,网站无法访问
2018/2/9,乾易宝,广东省深圳市,2014/7/1,平台失联,https://www.p2peye.com/thread-1973823-1-1.html,20000万元人民币,陈国华 ,不详,不详,不详,不详,网站无法访问 
2018/2/8,易保利,广东省深圳市,2014/10/17,平台失联,https://www.p2peye.com/thread-1973156-1-1.html,1000万元人民币,景亮 ,不详,不详,不详,不详,网站无法访问
2018/1/14,智能投,北京市东城区,2014/12/25,平台失联,https://www.p2peye.com/thread-1957117-1-1.html,1000万元人民币,于磊,不详,不详,不详,不详,网站无法访问
2018/2/7,财来网,上海市黄浦区,2015/2/8,平台失联,https://www.p2peye.com/thread-1972296-1-1.html,1000万元人民币,王群舜 ,2015年3月12日,不详,不详,不详,网站无法访问
2018/1/14,东方宜贷,江苏省连云港市,2014/10/1,平台失联,https://www.p2peye.com/thread-1957070-1-1.html,69083万元人民币,冯涛,不详,不详,不详,不详,网站无法访问
2018/1/14,火箭理财,北京市东城区,2014/1/13,平台失联,https://www.p2peye.com/thread-1957126-1-1.html,12566.67 万元人民币,申磊,不详,不详,不详,不详,网站无法访问
2018/1/16,日日盈,北京市东城区,2015/3/18,平台失联,https://www.p2peye.com/thread-1958566-1-1.html,1000万元人民币,王磊 ,不详,不详,不详,不详,网站无法访问
2018/1/14,贝壳理财,上海市黄浦区,2014/5/22,平台失联,https://www.p2peye.com/thread-1957136-1-1.html,1000万元人民币,张磊,不详,不详,不详,不详,网站无法访问
2018/1/14,奔荣金服,上海市黄浦区,2015/7/14,平台失联,https://www.p2peye.com/thread-1957040-1-1.html,2000万元人民币,黄鑫,不详,不详,不详,不详,网站无法访问
2018/2/9,汇龙贷,广东省深圳市,2014/1/11,平台失联,https://www.p2peye.com/thread-1973826-1-1.html,100万元人民币,郭建民 ,2015年1月23日,不详,不详,不详,网站无法访问
2018/1/14,鲁网贷,山东省济南市,2014/7/9,平台失联,https://www.p2peye.com/thread-1957073-1-1.html,500万元人民币,张鲁,不详,不详,不详,不详,网站无法访问
2018/1/14,双鸿贷,江西省南昌市,2014/7/28,平台失联,https://www.p2peye.com/thread-1957087-1-1.html,3000万元人民币,李湖金,2016年9月14日,不详,不详,不详,网站无法访问
2018/1/14,诚天财富,山东省潍坊市,2015/10/15,平台失联,https://www.p2peye.com/thread-1957072-1-1.html,5000万元人民币,王兵,不详,不详,不详,不详,网站无法访问
2018/2/7,信通财富,上海市黄浦区,2014/7/23,平台失联,https://www.p2peye.com/thread-1972314-1-1.html,1000万元人民币,严天喜,不详,不详,不详,不详,网站无法访问
2018/2/7,东岳宝,山东省泰安市,2015/4/5,平台失联,https://www.p2peye.com/thread-1972327-1-1.html,6000万元人民币,邵坤泉 ,不详,732人,612.26万元,不详,网站标的已经结清，网站长期无更新
2018/1/30,聚翔金融,浙江省宁波市,--,平台失联,https://www.p2peye.com/thread-1967209-1-1.html,5000万元人民币,姜开平 ,2018年1月30日,不详,不详,不详,平台大量逾期，客服电话无法接通
2018/1/14,助赢普惠,北京市东城区,2015/2/18,平台失联,https://www.p2peye.com/thread-1957033-1-1.html,10000万元人民币,丁熙诚,不详,不详,不详,不详,网站无法访问
2018/1/14,原形金融,广东省深圳市,2015/4/3,平台失联,https://www.p2peye.com/thread-1957051-1-1.html,4000万元人民币,刘争妮,不详,不详,不详,不详,网站无法访问
2018/1/14,专投汇,北京市东城区,2014/7/8,平台失联,https://www.p2peye.com/thread-1957143-1-1.html,5000万元人民币,陈丽娟,不详,不详,不详,不详,网站无法访问
2018/1/14,银合金融,广东省深圳市,2015/7/8,平台失联,https://www.p2peye.com/thread-1957050-1-1.html,1000万元人民币,张娟,不详,不详,不详,不详,网站无法访问
2018/1/14,贷吧,河南省郑州市,2014/12/17,平台失联,https://www.p2peye.com/thread-1957032-1-1.html,3001万元人民币,杜林晓,不详,不详,不详,不详,网站无法访问
2018/1/14,正博网,青海省西宁市,2014/12/27,平台失联,https://www.p2peye.com/thread-1957076-1-1.html,,,,,,,
2018/1/31,玖泽贷,安徽省合肥市,--,平台失联,https://www.p2peye.com/thread-1967972-1-1.html,1000万元人民币,彭金国,不详,不详,不详,不详,网站无法访问
2018/2/7,佰贷,上海市黄浦区,2015/4/8,平台失联,https://www.p2peye.com/thread-1972299-1-1.html,10000万元人民币,高凌云 ,不详,不详,不详,不详,网站无法访问
2018/1/14,彩虹贷,北京市东城区,2015/2/8,平台失联,https://www.p2peye.com/thread-1957042-1-1.html,1000万元人民币,潘晓翔,2015年8月24日,不详,不详,不详,网站无法访问
2018/1/14,中海资本,湖南省长沙市,2015/6/2,平台失联,https://www.p2peye.com/thread-1957094-1-1.html,5000万元人民币,彭惠,不详,不详,不详,不详,网站无法访问
2018/2/27,三国财富,北京市朝阳区,2017/7/15,平台失联,https://www.p2peye.com/thread-1980333-1-1.html,5000万元人民币,朱华 ,2018年2月19日,不详,不详,不详,客服电话无法接通
2018/1/25,元兴财富,山东省淄博市,--,平台失联,https://www.p2peye.com/thread-1964374-1-1.html,2000万元人民币,李忠义 ,2015年8月31日,不详,不详,不详,网站无法访问，显示为赌博类网站
2018/1/25,投融客,河北省石家庄市,--,平台失联,https://www.p2peye.com/thread-1964492-1-1.html,300万元人民币,崔嘉宸,2015年9月18日,不详,不详,不详,网站无法访问
2018/3/19,金安国有金融,贵州省贵阳市,2015/4/8,平台失联,https://www.p2peye.com/thread-1992258-1-1.html,3000万元人民币,曾万平 ,2015年10月23日,不详,不详,不详,网站无法访问 
2018/1/25,皇家金融,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-1964453-1-1.html,3000万元人民币,史星海 ,2015年9月13日,不详,不详,不详,网站无法访问
2018/1/14,榕巨互金,上海市黄浦区,2016/5/24,平台失联,https://www.p2peye.com/thread-1957120-1-1.html,3000万元人民币,康君,不详,不详,不详,不详,网站无法访问
2018/1/23,驰智金融,安徽省合肥市,--,平台失联,https://www.p2peye.com/thread-1963011-1-1.html,1000万元人民币,魏洋 ,2015年8月27日,不详,不详,不详,网站无法访问
2018/1/14,华融信赎楼理财,广东省深圳市,2015/6/3,平台失联,https://www.p2peye.com/thread-1957102-1-1.html,1000万元人民币,魏悦,不详,不详,不详,不详,网站无法访问
2018/3/1,红运金服,江苏省苏州市,2017/8/10,平台失联,https://www.p2peye.com/thread-1981854-1-1.html,5000万元人民币,雷忠华 ,2018年2月28日,不详,不详,不详,网站无法访问
2018/1/22,太有乾,上海市黄浦区,--,平台失联,https://www.p2peye.com/thread-1962043-1-1.html,18000万元人民币,毕洪江 ,2015年7月19日,不详,不详,不详,网站无法访问
2018/1/14,合贷网,广东省广州市,2014/5/19,平台失联,https://www.p2peye.com/thread-1957045-1-1.html,5000万元人民币,郑芳,不详,不详,不详,不详,网站无法访问
2018/1/14,陨石地带,北京市东城区,2015/8/1,平台失联,https://www.p2peye.com/thread-1957127-1-1.html,1000万元人民币,刘致远,2016年6月23日,不详,不详,不详,网站无法访问
2018/1/14,算盘贷,山东省济宁市,2014/12/18,平台失联,https://www.p2peye.com/thread-1957041-1-1.html,5000万元人民币,朱申,不详,不详,不详,不详,网站无法访问，跳转其他网页
2018/1/14,好帮贷,广东省深圳市,2012/3/28,平台失联,https://www.p2peye.com/thread-1957078-1-1.html,10万元人民币,宋义民,不详,不详,不详,不详,网站无法访问
2018/1/14,宁商e贷,北京市东城区,2014/7/18,平台失联,https://www.p2peye.com/thread-1957037-1-1.html,5000万元人民币,李学东,2015年3月9日,不详,不详,不详,网站无法访问
2018/1/22,91投,上海市浦东新区,2016/5/18,提现困难,https://www.p2peye.com/thread-1961893-1-1.html?highlight=91%CD%B6,11000万元人民币,范文超,1月22日,64326,"140,464,169.20",不详,逾期，暂停发标
2018/1/16,成长宝,北京市东城区,2014/9/1,平台失联,https://www.p2peye.com/thread-1958567-1-1.html,980000万元人民币,丁益 ,不详,不详,不详,不详,网站无法访问
2018/1/23,领投鸟,上海市普陀区,2016/1/15,提现困难,https://www.p2peye.com/thread-1962905-1-1.html,10000万元人民币,章望成 ,2018年1月23日,422875人,30亿29万元,不详,提现困难，发布清盘公告
2018/2/7,网聚天下,上海市黄浦区,2014/9/23,平台失联,https://www.p2peye.com/thread-1972313-1-1.html,5000万元人民币,李志敏 ,2015年3月1日,不详,不详,不详,发布停运公告
2018/1/14,福建融广通,福建省泉州市,2014/10/8,平台失联,https://www.p2peye.com/thread-1957044-1-1.html,1000万元人民币,庄树明,不详,不详,不详,不详,网站无法访问
2018/2/9,吉石宝,广东省深圳市,2015/5/26,平台失联,https://www.p2peye.com/thread-1973832-1-1.html,500万元人民币,齐研 ,不详,不详,不详,不详,网站无法访问
2018/1/13,脸贷网,北京市朝阳区,2016/6/1,平台失联,https://www.p2peye.com/thread-1956818-1-1.html,5000万元人民币,宋娟 ,不详,不详,不详,不详,网站无法访问
2018/1/14,融华财富,江西省赣州市,2013/7/5,平台失联,https://www.p2peye.com/thread-1957128-1-1.html,1000万元人民币,廖源恺,不详,不详,不详,不详,网站无法访问
2018/1/14,政信贷,上海市黄浦区,2014/11/27,平台失联,https://www.p2peye.com/thread-1957084-1-1.html,1000万元人民币,司云曼,不详,不详,不详,不详,网站无法访问
2018/1/30,光达君合,天津市和平区,--,平台失联,https://www.p2peye.com/thread-1967216-1-1.html,1500万元人民币,李维,2017年8月26日,不详,"23,078,100元",不详,大量标的逾期，客服电话无法接通
2018/1/16,创富贷,河北省石家庄市,2014/12/25,平台失联,https://www.p2peye.com/thread-1958569-1-1.html,5000万元人民币,高阳 ,不详,不详,不详,不详,网站无法访问
2018/1/14,领鲜理财,北京市东城区,2014/9/1,平台失联,https://www.p2peye.com/thread-1957069-1-1.html,1466万元人民币,程方航,不详,不详,不详,不详,网站无法访问
2018/2/9,善融创投,广东省深圳市,2015/4/1,平台失联,https://www.p2peye.com/thread-1973821-1-1.html,10000万元人民币,蔡俊丰 ,不详,不详,不详,不详,网站无法访问
2018/1/14,大乘e贷,广东省广州市,2014/5/2,平台失联,https://www.p2peye.com/thread-1957038-1-1.html,10000万元人民币 ,滕元庆,不详,不详,不详,不详,网站无法访问
2018/1/14,亨多财富,广东省佛山市,2013/12/9,平台失联,https://www.p2peye.com/thread-1957146-1-1.html,3000万元人民币,谭天强,2015年4月2日,不详,不详,不详,网站无法访问
2018/1/14,一起一起投,北京市东城区,2015/1/19,平台失联,https://www.p2peye.com/thread-1957144-1-1.html,2000万元人民币,钟凌玲,不详,不详,不详,不详,网站无法访问
2018/1/14,本倍财富,广东省广州市,2015/11/2,平台失联,https://www.p2peye.com/thread-1957251-1-1.html,10000万元人民币,仲专,不详,不详,不详,不详,网站无法访问
2018/1/14,账房先生,湖南省长沙市,2014/7/5,平台失联,https://www.p2peye.com/thread-1957150-1-1.html,5000万元人民币,毛健,不详,不详,不详,不详,网站无法访问
2018/1/14,穗穗贷,上海市黄浦区,2015/7/1,平台失联,https://www.p2peye.com/thread-1957048-1-1.html,500万元人民币,王晓翔 ,不详,不详,不详,不详,网站无法访问
