评论,评分
刺激的我们都体验了，好玩而且带感。,5
里面挺大的有很多项目可以玩，刺激！,5
今天玩了一天，晚上回家神还没缓过来,5
有意思，里面的游戏刺激，欢乐，适合年轻人玩，算是玩过的游乐场里非常有意思的,5
很好玩，10个热门的娱乐设施跟女朋友都去玩过了，早上玩到下午很爽…里面吃的很贵，带包的各位还是藏点吃的进去比较好。,5
很爽，很开心，刺激，感觉很非常喜欢,5
很好玩，下次有机会再来，节目很精彩,5
绝对刺激！！！很多好玩儿的项目，虽然天气很热，但是还是很开心，下次还会来哦,5
下地铁走几分钟就到了，三种过山车都不错，不是很危险。水上项目不好玩，而且雨衣十五块一个。吃的太差，建议自己带吃的。,4
一大早就去取票等待园区开园，工作人员很热情，尖叫地带10:30之后才可以玩，在此之前可以先玩别的项目，入园之后先拿个地图方便寻找，这次很幸运玩的也很开心！,5
十环过山车和垂直过山车非常棒棒，每个都玩了好几遍！其他的也很棒！很喜欢、下次还要把水上世界和动物园都去一次！赞?！,5
65米自由落体，垂直过山车爽到爆?,5
和朋友一起去的，每次去都记忆尤深。,5
刺激，心血少一点都不行。。。。。。,5
很好，有机会还会再来，过山车很刺激,5
去到刚好没什么人，基本不需要排队，玩的很开心，建议去的人别玩水项目什么海盗漂流，激流勇进，真的不好玩，买雨衣20快，不刺激还要弄湿，省的麻烦，其他都还不错,5
过山车很多，都值得玩。服务相对于国外品牌的主题公园还是要差些，游戏项目有较多好玩的，总体不错。,4
很不错，尤其垂直过山车还有摩托过山车很酷，我们很喜欢。,5
感触最深的就是过山车了，太吓人了，差不多是直角30米直接下来，停留的时候我还看了一下下面，真的流眼泪了，心脏受不了,5
特别刺激，可惜下雨了，不过都非常棒,5
推荐大家周内去，人少，基本不排队。玩了一天，每个刺激项目都不下三遍！很棒！,5
很刺激，很好玩，很漂亮，好想在去，,5
最值得推荐的是欢乐世界里面新建的室内儿童王国游乐场！正适合3岁以下的宝宝！,5
总体来说还是不错的、就是在选择出行日期时千万不要选择节假日啊什么的、人超多、排队都要排半个小时甚至一个小时、就玩儿个一分钟两分钟、这样整整一天都用来排队了,4
欢乐世界娱乐设施比较多，非常刺激惊险，不过我胆子比较小像太刺激的都不敢玩，像垂直过山车等就不敢玩，不过还好，娱乐设施比较多，可以其他的，看看表演也是不错的,4
垂直过山车一定要体验，双脚凌空的感觉实在太刺激了！俯冲下来，感觉心脏都要蹦出来了，但那瞬间的眩晕让你忍不住大叫啊！另外，要看长隆全景，不能错过大摆锤哦！个人感觉这个是最“不刺激”又好玩的设施了！,5
节日人太多，能排到的项目很有限。,4
贼好玩 很开心 很我家狗子去玩 贼刺激 ,5
好刺激，很好玩，小朋友非常喜歡！,5
很好玩，优惠大，直接扫码入园即可,5
玩的很开心挺不错的，特别特别刺激,5
总体来说还是不错就是环境不是很好,5
超爱长隆，垂直过山车真的超级好玩,5
门票价钱很实在，第二次去长隆了。,5
很好玩，很刺激，有机会还会去玩。,5
孩子喜欢去玩，购票方便，价格合适,5
总体还可以！就是过年了人太少了？,5
用了券，比在现场窗口买优惠了不少,5
不好玩，没有什么特色，纯属游乐园,3
"很好玩的地方，值得一去的游乐场
",5
孩子们玩的很尽兴，环境还是很不错,5
不错，好玩，下次有时间再去，哈哈,5
广州阳光太猛了，一天下来就晒红了,4
挺好，排队时间短，基本都能玩上。,5
非常刺激，过山车非常好玩，人很多,5
长隆欢乐世界物有所值……超级好玩,5
就几个项目，体验一般，还排队很久,3
不错，值得一来，不用去什么地方了,5
很好，换票也很快，万圣节专场去的,5
以前去过一次，这次去好多都不敢玩,5
小朋友玩得很高兴，今天人不是太多,4
还挺高的，过山车类型很多，很齐全,4
值得一去，垂直过山车刺激，好好玩,5
排队半小时，只为快活一分钟...,3
小孩10环过山车玩了5.6次，，,5
跟男朋友去的，很好玩，过山车最好,5
一般吧，门票价格那么高，进去玩了二个小时就结束了，可能我们对它兴趣不大!,4
很好玩万圣节票价很实惠，通玩两园,5
很值得玩的价钱，里面的项目都是随便玩，只要你敢玩。第一次去长隆玩刺激项目,5
小朋友非常喜欢！下次再来！赞一个,5
非常刺激刺激刺激刺激刺激刺激刺激,5
著名的游乐园，适合家庭亲子活动。,5
欢乐的世界，好玩，孩子们的天堂！,5
好多人。水上乐园都可以玩的。。。,5
很棒很刺激。万圣party赞赞赞,5
周一23号去真的很舒服，又没有什么人去。排队又不用排很久。就是垂直很吓人,5
很好玩万圣节气氛很好随处都有惊喜,5
很好用！比现场买票便宜三十块。。,5
超刺激！！！ 整晚被丧尸追哈哈哈哈,5
不错.很好玩.下次一定去.呵呵.,5
好好好好好好好好好好好好好好好好,5
红红火火恍恍惚惚哈哈哈哈哈哈哈哈,5
取票方便，园区好玩，孩子们很开心,5
设施很新，玩起来更是心跳。很激情,5
胆小的别体验  我这种疯子都心跳加速,5
店庆前去人很少，基本都不用排长队,5
非常好玩，很值得全家人去看一下！,5
里面有超多不同的游戏设施，大人小孩都可以玩，会再去的,4
这次是买野生动物园和欢乐世界连票，除了看的一些动物，还可以自己开车jin,5
孩子非常喜欢，期待下次精彩相聚。,5
非常棒的一个地方，很值得带孩子来,5
挺好玩的，不过太刺激的我还没玩过,4
很好玩，特别嗨！就是要排很久的队,5
很不错，去的时候是五一，人太多了,5
很开心的一天，几乎玩了所有项目。排队时间短，都很刺激，很开心的一次旅行~,5
欢乐世界比以前去时设施有不少更新，服务也更人性化。不比迪士尼差，不错哦!,5
很好玩，很方便拿票，玩了一天了！,5
很惊险刺激，再不疯狂就老啦，哈哈,5
第一次来长隆玩，超棒，早上9点40就来到长隆，一直玩到下午5点才离开，里面吃的确实贵，当味道不错。长隆值得来玩。,5
玩的很嗨！很不错的一次游玩，赞赞,5
这是第二次来玩了，很刺激，很兴奋,5
很好的地方，很好玩，非常值得一去,5
因为去的时候下雨，所以在玩游戏的时候没怎么排队，很多机动游戏都很刺激，需要拿出自己的自信和勇气才能前进，总的来说，玩的很高兴，喊到喉咙痛，走到腿软！！！,5
很刺激，垂直过山车失重感很强烈，导致都不敢玩自由落体了，还有精彩的新北美伐木竞赛表演和魔术表演。不得不说，现场听国外歌手唱歌真的很震撼，一次不错的经历。,5
超棒！玩得很开心！过山车超刺激～,5
第二次去啦，还是那么刺激，好玩。,5
玩了十年，还是很不错的一个游乐园，增加了一些新项目，最刺激的也玩到没什么特别感觉了哈哈，周一去挺好的，不用排队。,5
二维码门票非常方便 不用排队 非常好,5
垂直过山车太刺激、滑板也很刺激，都不知道自己当时哪儿来的勇气，也还好吧。,4
非常刺激………………天气舒服……,5
买错票了，吐槽一下携程，买完1分钟发现不是要买欢乐世界，打电话去客服表示没办法退换，后来到了广州送给了出租车司机,1
爽死了生无可恋啊！不过下次还来，,4
好久没去过了，好期待啦啦啦！！！,4
很多项目玩，很刺激，我很喜欢这里,5
去玩的时候一定要垂直过山车。刺激,5
欢乐世界和水上乐园有不少项目有身高限制，所以如果带一米以下的小孩入园，能玩的项目就比较少，那个欢乐世界和水上乐园一日通票比较合适，一天的时间也足够玩了！,4
挺好玩的，就是人挺多，排队累了些,5
过山车跳楼机都没敢玩，玩了个大摆锤就怂了?去的时候刚好赶上小学生春游，玩什么都要排队好久，没玩上什么，感觉亏了。,3
"排队排到吐血。其他还行。。。。
",5
15来还是不错的，人少，项目不用排队的，玩儿的美美的,5
垂直过山车，十环过山车。好好玩哦,5
过山车够刺激。长隆里物价有点高。,4
平日去人不多，也不用排队。挺好。,5
欢乐世界，非常欢乐，除了惊险刺激的各种过山车，如十环、垂直过山车望而怯步，我坐过家庭过山车，还有激流勇进，漂流，特别推荐有几场表演，非常精彩，不容错过。,5
非常值得一去的游乐场，超级好玩，很刺激，我跟两个朋友一起看完跑男期待了很久，心心念念要玩垂直过山车，绝对值得一玩,5
娱乐项目挺多的，硬件设施都还蛮不错的，就是祈祷千万别下雨，不然的话很多就玩不了了。餐厅很方便，但价格高口味一般。,4
"个人认为是目前内地最好，性价比最高的游乐园了。
仅过山车项目就有十种之多，园内服务亦很好很到位。
唯一遗憾的是玩的太high 将相机和所有相片遗失了。。。",5
值得粑粑麻麻们带宝宝出去玩的好地方，但宝宝最好是120公分以上才才好玩！,5
里面每个游乐百分之88我都玩过，最恐怖的不是垂直过山车，而是大摆锤，但不管恐怖程度如何，我都会建议都要去试一次，尽使你过后晕吐也值得，想每年都去一次，上次跟爸爸和妹妹去玩的，还留了合照，很开心,4
孩纸玩的忘记累了~回家倒头就睡,5
非常值得一去！去广州一定要参加,4
非常好非常好非常好非常好好好好,5
很便宜，值得拥有，下次还会购买,5
还不错的吧我觉得，理论上还可以,5
两个人去比单买的票便宜几十块。,5
挺好的，挺好的，挺好的，挺好的,5
非常刺激的经历呢.有机会再来拉,4
人少才好玩，还碰到中小学生秋游,5
十分好玩，十分好玩，十分好玩，,5
好玩！刺激！下次带更多的人来！,4
很好玩，很刺激。期待下次再去。,5
便宜，取票方便！周末去很少人！,5
主要带孩子去玩的，价格很实惠。,5
很方便实惠很方便实惠很方便实惠,5
里面很好，可惜胆小，那也不敢去,5
非常适合带上孩子一家人去游玩。,5
刺激，安全，快乐，轻松，尽兴！,5
强烈推荐垂直过山车。。。。。。,5
很完美，很美，夜场灯光很漂亮。,5
第二次去玩了现在不能带水果进去有点坑，其他还好。垂直过山车还是很刺激。,3
hao??wan很好玩好玩很好玩,5
好玩，刺激，最好跟朋友一起去。,5
好玩，今天玩了一整天，好开心啊,5
跳楼机很刺激，今天玩得很开心。,5
孩子玩的挺开心的，还是值得一去,4
很好的一个游乐场，玩得很尽兴，,5
游乐项目比较多，景区吃饭较贵。,4
很不错很刺激，极力推荐。。。。,5
不错！有机会一定还会再来！！！,4
很刺激，很好玩，是不错的地方，,5
比现场买实惠了很多，很值得。。,5
订票方便，排队很长！！！！！！,5
带小孩出游非常好玩的地方，！！,5
还是有很多小朋友玩的项目  还不错,5
过山车品种多，玩的很刺激，超赞,5
玩的很开心！小孩子玩的比较多！,5
再也不过年节来了，人超级多。z,3
非常好玩，适合不同年龄的小朋友,5
"找回童年










",5
多订了一张不让退，不开心～～～,5
人太多了，什么都要排队～～～～,5
我感觉很棒 很棒很棒很棒真的很棒,5
小孩子好开心，累坏了大人啊……,5
总体还行，服务到位，管理不错！,5
很好玩很好玩很好玩很好玩很好玩,5
不错，明年再去，带家人朋友一起,5
不错的，不错的，不错的，不错的,5
太棒了，很好玩儿，下次还会再去,5
不错，电子票方便，下次还要体验,5
垂直过山车真的很刺激，还有就是尽量偷偷带点干粮进去吃，里面东西太贵了。,5
还挺实惠的，就是站点有点难找…,5
不错的游乐园，人也不多，排队少,5
挺丰富的，但是人有点多，排队久,5
还不错吧下雨人不多！玩得很开心,5
挺好～～～～～～～～～～～～～,5
好玩，值得去玩。方便取票，好评,5
开心！！！！！！！！！！！！！,5
工作人员很热情，非常值得游玩。,5
平时人不多 玩的比较爽 就是吃的贵,5
一般般，去动物园比这个好，因为这个排队太久，一个项目下来一小时，没意思,4
去热带逃离寒冬，最佳首选之地！,5
刺激好玩，很好，票价也算值得！,5
很好玩，不是假日去人不多，很好,5
昨天5号，想着最后一天赶上万圣节尾巴，晚上营造的环境氛围很好，值得一去,4
万圣节活动119玩了那么多项目，很值得。下次还要再来，玩全部项目！刺激,5
取票好快。进园了超级多人。每个游乐项目排队起码一个钟以上。 还能150买绿色通道不用排队。比外面全部贵10元以上,2
和朋友一起去长隆玩，很不错！！！！就是当天人太多排队时间长，但是那也没办法，那是万圣节特惠！！但是还是挺开心的,4
游乐项目很多，适合小孩子来玩。,4
孩子玩的很高兴，刺激的设施很多,4
从白天玩到夜晚，都玩的不尽兴。,5
就挺多人，项目很刺激。。。。。,4
长隆还是不错的。好玩，吃的贵。,5
还不错不错不错不错不错不错不错,5
很刺激，好玩，就是排队排太久…,5
景点特色多很不错，饮食品种太少,4
一次愉快的旅行，宝宝好开心哦。,5
"不能改票很麻烦
不怎么好用咯。",3
第二次去了，很不错，购票方便。,5
长隆欢乐世界值得一游，票价偏高,5
好玩，刺激，人好多，好曬～～～,5
"很好，速度快，服务好
也很好玩",5
很大的地方，好玩的项目很多。。,5
超级好玩，新增了部分设备，而且排队相比过去更有效率,5
跟同学一起去的玩了一天非常开心,5
游戏总类多，有趣好玩，情侣票便宜，适合情侣约会来玩,5
"飞鸟世界没有围栏笼子的鸟类世界，给个好评！
欢乐世界排长隊玩的很累喔！",5
很开心，很刺激，很好，很满意！,5
热热热热热热热热热热热热热热热,5
刺激，太刺激了，希望有机会再去,5
可以，不错。暑假带孩子玩玩。。,5
取票很方便，设施很齐全，能满足大部分人的需求。服务也很贴心，从地铁站出来走几步路，就走免费车辆接送到景点门口。,5
好玩，很不错的游乐园，有很多刺激的游戏，垂直过山车、十连环过山车、U型滑板等，孩子玩的很开心，一天都没有玩够。,5
非常适合家人朋友情侣一起来玩的,5
人太多，不过够刺激，还是很好玩的，已经去过很多次了,5
哈哈，帮朋友买的，哈哈哈哈哈哈,5
真的是太棒了，以后还会来的，。,5
天气较好，可能由于最近天气原因，导致去的人比较少，所以玩的不拥挤，关键是还能联通水上乐园，很方便，节目也不错，整体还行，就是里面的食品，真心不好吃，唉,4
开心，感觉还挺好的，下次继续来,5
好好玩刺激。表演比较精彩好好看,5
垂直过山车超级过瘾超级爽啊啊啊,5
超好玩~不来你绝对会觉得错过。,5
挺好玩的不错，真心推荐去这里玩,4
开心！刺激！玩起来嗨，环境好！,5
看奔跑吧兄弟，就知道有多好玩了,5
刺激，游戏品种多，非常好玩，刚进门就看到一个小丑，会把你逗得得非常开心,5
太刺激不敢玩，进去看别人玩玩了,5
一大早就入场了，在过节的时候去玩，人实在是太多了，每个游戏项目都要排队一个多小时，而且里面的食物不是一般的贵！,3
很棒噢，和女朋友去蛮开心的。。,5
还行，10年前来和现在来没有多少进步，现在有点略显过时！但是有个新项目还不错据说9月才开！工作人员服务态度好！,4
好玩，方便，优惠很多，值得买。,5
很刺激，垂直过山车很刺激，赞赞,5
还挺好玩的.就是碰着下雨天..,5
网上买票比较方便，到景区买好多人排队的。还是挺好玩的，就是差了个摩天轮,5
第二次去玩，几乎每个项目都玩了,5
临时决定带孩子去长隆欢乐世界玩，正好遇上五一大促，携程上订了票，比官网便宜很多，兑票也很方便，孩子玩得好开心！,5
我喜欢，很刺激，特别好玩，哈哈,5
刺激，好玩，性价比高，感觉超值,5
挺好玩的，很刺激，服务也很好?,5
挺好玩的，就是每次排队都要好久,4
很刺激，期待下次再去好好玩一回,4
春节优惠 比其他网站包括长隆自己微信端还要便宜 赞一个,5
过年来挺热闹的，舞狮子踩高跷，各种表演。娱乐设施多，适合各年龄段的孩子，别犹豫了，赶紧来吧,5
超好玩！游戏还蛮刺激的，跟朋友玩了一整天，好开森。就是里面的东西贵了点,5
人很多 这点早就想到了，野生动物园 真的不错适合家庭游玩！但唯一觉得不好的就是 长隆周边的的出租车，全部都是坐地起价，20块的路程 非要60，不然就不拉！哪怕你是排在出租车站点 也都是这样 ，真该改善了,5
排队太难，服务不好，价格太贵。,4
个人觉得性价比高！基本一个景点能玩一天左右！而且超刺激！超嗨。爽到爆。,5
机动游戏很刺激，特技表演更刺激，小丑表演很搞笑！！,5
这是第二次来欢乐世界 可能是因为周五的原因 游玩的人比上次少 排队等候的时间少了 游玩的项目多了 儿子觉得这次玩得很尽兴,4
我们是周三去的，人超少，几乎以为我们包场了哈哈，垂直过山车好刺激好过瘾，玩了两次还想再玩，摩托过山车也不错，大摆锤也好玩，十环过山车就有点晕不是很刺激,4
"好玩有趣刺激 长隆万圣节好爽
",5
出票快 方便快捷还不错建议购买,5
方便 挺好玩的 过山车挺多的哈哈,5
小朋友玩的很开心，也有适合大人玩的刺激的，总体来说很好，东西也不算贵,5
虽然那天有点小雨，但是玩的还是很尽兴的，哈哈哈哈,5
里面几乎都是过山车，成年人游玩的场所，小孩子玩的项目不多，门票偏贵。,4
出票快  服务好  工作人员都很热情,5
很好玩 很刺激 玩的都是心跳 好玩,4
挺好的，比方特好玩，人也比较少，可能因为还没到春节，游园很干净，推荐,5
我们玩的时候应该算是淡季，所以基本上不用排队等候，小朋友非常喜欢玩。,5
"
孩子喜欢，吓死人，翻江倒海",5
长隆去过很多次啦 很好玩不错！,5
玩的很多就是人太多了排队时间太长，很多都没玩，里面不定时的有表演节目,4
玩的还比较多，但是大多数是过山车，周五去的，人不多，不怎么需要排队，,4
超级好玩，那个过山车刺激到爆,5
游玩途中非常愉快 风景好 服务好 ,5
很适合亲子游 内容丰富多彩 很棒,4
去的那天人比较少 体验很好 推荐,5
总体不错，不愧是长隆！不过不适合年纪小的孩子玩耍,5
孩子才9岁，很多高难度项目有心玩，又害怕得不行，放言20岁之后才来，希望长隆昌盛不衰，等到我们11年后再来。,5
很好玩 很刺激 尤其是垂直过山车,5
"好好玩,越玩越刺激,哈哈！工作人员都好好,服务棒棒的，体验离心的感觉",5
我去的时候下雨了不过特别好玩 ,5
人太多了 一天就排两个 不值……,3
幸好下雨不是很大 而且是周五人也不是很多 玩的项目也基本都玩了 最刺激就是垂直过山车 冲下来那一下很爽很爽 很刺激推荐,4
好好玩啊，65米的跳楼机超级好玩！U型滑板也很刺激。只可惜没有做垂直,5
还不错呢，人有点多，然后自己的时间非常敢，只挑选了几个刺激的游戏，遗憾的是来了三次，垂直过山车依然没勇气坐。,5
非常好玩！下次一定在携程买?,5
超级好玩，景点超级大，无敌刺激。玩了一次还要玩，下次去水上玩，?哈哈,5
六一去的 人并不多 不怎么需要排队哈 每个项目都玩到了 大摆锤坐完真的头晕? ,5
有新的设施，去之前以为会下雨不过没有，跟女朋友坐了各种过山车，挺好玩,5
真的很好玩，老公和儿子都喜欢，下次还要去动物园和看大马戏团，好期待！,5
很好玩，很赞！ 开心，下次还来,5
多了很多新的机动游戏 很热闹。,5
赞赞的，第二次来了，玩得好开心，工作人员也很好，总之就是赞赞赞赞赞赞,5
，以前從來不去評價，不知道浪費多少積分，自從美團積分可以抵現金的時候，才知道積分的重要。後來我就把這段話複製了，走到哪，複製到哪，即能賺積分，還非常省事；特別是不用認真的評論了，又健康快樂,4
开心一天，非常棒。大人小孩都玩的很开心。五一人不算多，因为带小孩，所以很多比较刺激的游戏都玩不了。有点可惜！,5
垂直过山车、十环过山车、摩托过山车、飞马家庭过山车、U型滑板、超级水战、特技表演、超级大摆锤以及目前世界上至先进的四维影院。长隆欢乐世界你值得拥有。,5
分为长隆欢乐世界，大马戏，水上乐园，动物园，建议网上团购买票，相对更实惠，如果爱玩，去欢乐世界和水上乐园非常不错，建设调戏在周一到周五去，人相对少，最好是下下雨天去人更好，很好的激动游戏！,5
买了年卡，万圣节活动期间去过一次，挺有气氛的，周围都是撞鬼吓唬路人的演员，鬼屋有四五个全部玩过了，就数生化实验馆的吓人效果好，因为灯光效果能吓人，其他的都大同小异没啥感觉，就是声音吓人而已,5
很爽 玩的很舒服 就是人有点多,5
"不太好玩，下午二点进园,5点半基本全部项目都停了，太多人，基本没玩",2
很好玩。刺激刺激。哈哈哈哈,5
给大家的分享就是过完年大家都上班了再来，不用排队还玩的特好气温也好,5
很好。孩子喜欢玩，晚上清净,5
超级合适，太棒了，年轻人一定要来玩玩。网上订票也非常方便，简单。赞,5
我们去的那天，天气虽然冷了些，但人特别少，很多项目不用排队直接玩。,5
还可以 今天人比较少 不用排队,4
好玩儿，孩子很喜欢，里面的游乐设施很适合大一些的孩子。值得去，推荐,5
"玩了2天，     欢乐世界 ，   人不多，    还可以，    野生动物园  很不错
有很多新动物",4
要去就要挑人少的时间去，什么项目都可以玩两到三轮，人多去就光在排队，所有过山车都玩了，总体来说垂直最好玩。,5
万圣节当天买的夜场票去的。可能是因为当天有许巍的缘故。园里的人特别多。人一多什么体验就都差了点。给个四星吧,4
很好玩 里面很大 推荐 一定要去,5
很好玩，排队的人也特别多。,5
长隆野生动物园，应该是去过的国内最好的动物园了，带孩子来，非常好。,5
"适合勇敢的大小孩和小年轻,不然就是来看风景照相的或者是花钱买罪受.",3
环境设施都不错，性价比也不错，位置稍偏了一点。,5
长隆不错，比较刺激，就是累,5
玩的挺开心的，有机会再来玩,4
长隆基本上去的时候人都很多，玩项目排队比较久，不过有的项目挺好玩的,5
不用排队，到窗口直接取票，服务员态度好，工作认真，而且还耐心回答你的各种各样的问题，表现了良好的职业素质。,5
好玩节目不错   游乐措施也冒险,5
非常值得一去，垂直过山车，大摆锤，十环过山车，摩托过山车等都很刺激,5
"很好！虽然今天天气超热，但我们玩得很开心，里面的工作人员都很nice 就是园区的食物真心贵╮(￣▽￣"""")╭",5
这里很美 超级超级适合情侣来 ,5
去的时候人不多，取票也够快，太阳也不晒，超级好玩，刺激，下次再来！,5
设施齐全，由于不是周末人相对比较少，基本不用排队，但是漂流时随身携带的东西没有地方放，这很不合理，总体不错,5
老公带小孩去玩的，挺好的。交通也方便，出了地铁E出口走个三分钟就到了。不过据说很多设备要一米四以上的小孩才能玩，太小的孩子还是不要去，没什么玩。。,5
玩的真的很开心，这边不是很大，一天玩正好，每个项目都很刺激，又有很多的表演，真的不想回去了，难忘的回忆啊，做一些小朋友的娱乐项目都觉得超级好玩的。,5
虽然很累 但是总体感觉还是很不错的啦 和朋友一起去的 很可惜的是 那天摩托车过山车还是什么的一个项目在维修 很可惜没玩到 相对十环还是更喜欢垂直 感觉更刺激来着 ,5
"上一年去的这一年才想起来评价?
门票钱很值，就是需要自带点吃的（不嫌园内吃的贵的请随意），一定要去看表演！",4
环境，动物，都很好。只是一碗面要68！有点贵！,5
网上买还是比较便宜的，取票也很方便。欢乐世界进去以后玩的游乐设施都是免费的，需要花钱卖的就是雨衣和吃喝，由于我们是淡季去的人不太多，很好玩很刺激。,5
昨天去了，虽然有点热，但都玩得开心，特别是欢乐剧场和特技表演，好看,5
玩过香港海洋公园之后，也陆续玩过深圳东部华侨城，珠海长隆，再到广州长隆，觉得大陆的机械娱乐就像小孩玩的，时间短，不刺激。海洋公园的大摆锤几乎可以摆到360度，而长隆的还不到180度。。。,3
仅次于迪士尼，设施比迪士尼要好，但园内没迪士尼那么卫生和更好的管理，每玩一个游戏都排很长队，排队时间没标明,4
园内景色很好，很多种游戏都好玩，又有专为小孩设的乐园，很好，推荐！,5
感覺整個長隆。。。。反正設施開始老化了。。。項目還是很刺激的。。。但是它本來想弄些浪漫的樂園氣氛。。。卻弄巧成拙。。。圖為Forest Temple,3
很好玩就是有点太早闭园了   ,5
孩子玩得很开心，环境非常好，游乐设施不错齐全,5
年三十去的，人超级少，项目基本不用排队，可惜很多刺激项目不敢去玩,5
很久没有那么刺激了    还不错,4
还可以吧，就是有些很安全的项目也限制游玩的身高，让孩子玩不了……,4
挺方便的，在家选择，到售票窗口取票。欢乐世界也不错，值得一游。。,5
"我很开心很开心⊙▽⊙,,....................",4
由于天气冷，影响了玩的积极性。环境好，卫生好，上午人少，不用排队,4
游乐的项目挺多！尤其是比较刺激的项目很多！万圣节前后还有万圣派对,5
小朋友的小游乐设施很多，大人很刺激的设施也不少，不敢玩4D电影不错，露天表演很精彩。吃的很贵，玩的要排队,5
游玩的很开心，小盆友们回来都互相分享了开心游玩经历！推荐亲子出行,5
至少两天游玩时间，欢乐世界、野生动物园很棒！,5
太刺激，项目很多，垂直过山车，十环过山车等等,5
喜欢刺激的可以去玩一下，就是节假日人特别多~,4
长隆欢乐世界值得一去～园内餐费大概100左右，孩子喜欢～不虚此行,5
还不错，但带小孩的话还是稍微大点，我家的刚好110，可是很多要超过110的项目都玩不了，还有运气较差，昨天下阵雨时我们正坐老爷车，全家都被雨淋了,4
第一次来广州，朋友推荐长隆欢乐世界，值得去玩！携程下单挺方便的！,5
还蛮好玩的，强烈推荐垂直过山车。另千万别在夏天来，好热好热好热啊,4
第二次去玩了，还是很开心，乐园到处都充满喜悦的气氛，好幸福，好兴奋，这次玩，什么都不怕，把烦恼通通去掉。,5
还是值得去的，工作人员态度挺好。环境也不错。,4
哈哈，放假和男票来玩，好多东西玩，开心的一天,5
因为设施限身高，好多项目孩子都不能坐，大人陪同也只是浪费门票了。,5
最喜欢就是有水的项目啦，哈哈，这么热的天气，全身湿透的感觉真不错,5
第二次去长隆玩了 欢乐时间的垂直过山车这一次没有玩T T  以前玩过 下一次来怎么说也要再坐一次了T T 下午在水上乐园玩了半天 长隆我觉得没有可挑剔之处 下次见,5
很好啊，就垂直过山车不敢坐，十环过山车也坐怕了，太刺激太恐怖了！,5
很好玩，最近好像促销，每个人可以买一次返现的票，据说最高返三十呢,5
非常好玩，里面的设施非常丰富，不过最好避开周末节假日，队太难排了,4
比较好玩，有垂直过山车，U型滑板，大摆锤，龙卷风暴，十环过山车等,5
提前咨询长隆客服，带小朋友去有没有玩的，都说小型的大人可以带着一起玩。最后进去了，小孩不让玩，身高限制各种不危险的都不能玩，严重差评，欺诈性消费,1
很好玩。去了好几次。想去的朋友尽量选平日，人少排队时间短可以尽情玩。留意一下园区的表演时间因为很值得一看,5
刚好赶上万圣节活动的尾巴，乐园里到处是形态各异的应景南瓜，晚上更有万圣节的特别节目。虽然在周六日出行但人并不是很多，儿童乐园人更少，玩到最后简直可以用包场来形容，太爽了，总之玩的很开心,4
这辈子都没敢坐过山车，这次咬了牙做了一会垂直过山车，第一次害怕尖叫到不行，但是下来后却想立马再来一场，纠结来纠结去，最后在舞会结束立马跑去又玩了一次，太刺激了，太爽了！ 感觉自己好厉害！,5
比北京欢乐谷便宜，游乐设施集中，鬼屋，表演，过山车，巡演，都很棒,5
长隆的四个过山车简直喜欢得不要不要的！太爽啦！每一个都喜欢！特别是垂直过山车。没想象恐怖，但是超级好玩！和朋友去运气很好，天气好人少，整个园区玩完了。还可以重复坐。超级赞的游乐园旅行！,5
挺好的，大马戏除了贵点的，一切都很完美，可以花点儿钱弄个一等座。,5
对于恐高的人有点浪费啊，老公玩垂直过山车玩的好开心。水上乐园好玩，就是工作人员个别态度有些恶劣！还有游乐园不准带食物进入，里面的东西炒鸡贵！！！,5
高空项目很刺激很精彩除了那个不太高的跳楼机以外非高空项目也很好玩,5
不错不错，看了跑男就马上计划出行了，到现场直接排队取就行了，就是不让带吃的进去不太好，因为里面东西超贵的，不过工作人员服务态度很好！玩得很尽兴！,4
带小孩来玩下，还是很不错的。长隆的服务很好，兼职生有待提高哈。,5
太好玩了！比世界哪的游乐园都好玩！一次玩不够，还想来！超刺激！,5
买了联票，进出挺方便的，最最推荐要去大马戏看看节目，实在精彩！,5
好玩，值得带小孩玩上一整天，不过要早点去！,4
去的时候天气太好了，晒得脸红红的。总体一般,4
终于有时间带孩子出来玩，来到这个地方觉得来对了，孩子很开心，我们也很开心，一家人过了一个不一样的、欢乐祥和的新年，真的很难忘。以后还会在来的。,5
终于有时间带孩子出来玩，来到这个地方觉得来对了，孩子很开心，我们也很开心，一家人过了一个不一样的、欢乐祥和的新年，真的很难忘。以后还会在来的。,5
大小朋友都适合的游乐场，小朋友也能找到不少可以玩的项目，还有伐木表演，魔术表演等等，整体体验感觉很不错,5
可以，值得一去，但心脏不好的要选择性的去玩,5
好玩，非常好玩，就是夏天去太热了，不过今天还行，几乎没怎么晒到太阳，十分值得去玩，明年带家里人一起来玩,5
玩得很尽兴，情侣票很划算，携程订票方便快捷，取票也很快，好评！,5
还是蛮有意思的 就是好多项目太刺激了 玩得有点崩溃 建议大家慎重排队,4
项目很多，一天玩的很愉快，每个项目排队时间没有别的游乐园那么长,5
游乐设施很多，刺激的项目也很好玩，最主要的是和我男朋友一起玩过山车超级开心，希望下半年的万圣节继续来玩,5
很赞，取票很快很方便，服务态度好，玩的也好，很值，下次还会来?,5
来玩一定要玩垂直过山车啊，反正我是都玩了，很刺激，吃的东西太辣,5
