标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
津AFZ855佳美JTDBE30K轿车,https://sf.taobao.com/sf_item/565282830477.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,42500,2018/3/23 10:16,13,"36,000","5,000","36,000",500,1天,5分钟,拍卖,无,山东省济宁市中级人民法院,2,73,4699,14,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565282830477.csv,.\data\565282830477jump.csv
陈成龙所有的闽CL606Q丰田牌小型轿车,https://sf.taobao.com/sf_item/565359888655.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,82080,2018/3/23 10:15,18,"55,580","11,000","79,400",500,1天,5分钟,拍卖,无,德化县人民法院,19,286,16653,46,,4000,5,800,4000,5,800,0,0,0,0,0,0,.\data\565359888655.csv,.\data\565359888655jump.csv
蒙K9W290丰田牌小型普通客车,https://sf.taobao.com/sf_item/565993999438.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,79560,2018/3/23 10:15,5,"75,060","15,000","88,306",750,1天,5分钟,拍卖,无,乌审旗人民法院,2,75,5006,7,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565993999438.csv,.\data\565993999438jump.csv
车牌号为蒙A6W231江淮瑞风商务车,https://sf.taobao.com/sf_item/565154784671.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,57800,2018/3/23 10:14,9,"48,800","8,000","61,000","1,000",1天,5分钟,拍卖,无,内蒙古自治区呼和浩特市中级人民法院,4,30,3777,10,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565154784671.csv,.\data\565154784671jump.csv
甘APW080福克斯牌CAF7163A4小型轿车,https://sf.taobao.com/sf_item/565429282027.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,61922.4,2018/3/23 10:13,33,"43,002.40","8,600","61,432",430,1天,5分钟,拍卖,无,永靖县人民法院,10,170,5604,45,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565429282027.csv,.\data\565429282027jump.csv
闽CZH632五菱牌小型普通客车一辆,https://sf.taobao.com/sf_item/565584611366.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,18760,2018/3/23 10:12,4,"12,560","1,300","15,700",200,1天,5分钟,拍卖,无,南安市人民法院,10,160,7256,23,,1800,2,900,0,0,0,800,1,800,1000,1,1000,.\data\565584611366.csv,.\data\565584611366jump.csv
（破）（第五次）车牌号为苏BJ1023陕汽汽车一辆,https://sf.taobao.com/sf_item/565754820349.htm,2018/3/22 10:00,2018/3/23 10:00,再次拍卖,33341,2018/3/23 10:12,33,"23,741","4,000","45,800",200,1天,5分钟,拍卖,无,江苏宇杰钢机有限公司管理人,5,31,3505,49,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565754820349.csv,.\data\565754820349jump.csv
东风标致牌小型轿车豫PPF225,https://sf.taobao.com/sf_item/565440425240.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,16400,2018/3/23 10:12,12,"13,200","2,000","16,500",200,1天,5分钟,拍卖,无,商水县人民法院,5,75,5341,17,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565440425240.csv,.\data\565440425240jump.csv
东风日产牌浙B368HM车辆,https://sf.taobao.com/sf_item/565639883626.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,113800,2018/3/23 10:11,3,"108,800","10,000","136,000","1,000",1天,5分钟,拍卖,无,徐州市贾汪区人民法院,5,193,7805,5,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\565639883626.csv,.\data\565639883626jump.csv
苏NW5599大众车辆一辆,https://sf.taobao.com/sf_item/565332128787.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,143400,2018/3/23 10:11,9,"72,000","14,000","102,800",700,1天,5分钟,拍卖,无,沭阳县人民法院,17,698,19043,56,,32900,8,4112.5,32900,8,4112.5,0,0,0,0,0,0,.\data\565332128787.csv,.\data\565332128787jump.csv
车牌号为浙A120N1号汽车一辆,https://sf.taobao.com/sf_item/565445569933.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,51000,2018/3/23 10:11,15,"11,500","2,000","16,376",500,1天,5分钟,拍卖,无,杭州市余杭区人民法院,12,33,2828,23,,28500,3,9500,0,0,0,0,0,0,28500,3,9500,.\data\565445569933.csv,.\data\565445569933jump.csv
奥迪牌小型轿车,https://sf.taobao.com/sf_item/565330380010.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,149104,2018/3/23 10:09,22,"104,104","10,000","130,130","1,000",1天,5分钟,拍卖,无,芜湖经济技术开发区人民法院,15,247,12688,36,,10000,2,5000,0,0,0,0,0,0,10000,2,5000,.\data\565330380010.csv,.\data\565330380010jump.csv
闽H57216号起亚小车一辆,https://sf.taobao.com/sf_item/565833838701.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,20600,2018/3/23 10:08,12,"17,000","2,100","28,900",300,1天,5分钟,拍卖,无,南平市建阳区人民法院,5,38,4120,13,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565833838701.csv,.\data\565833838701jump.csv
车牌为宁AW6655奥迪牌A6小型轿车,https://sf.taobao.com/sf_item/565264077309.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,127538,2018/3/23 10:06,20,"100,538","10,000","100,538","1,000",1天,5分钟,拍卖,无,银川市西夏区人民法院,8,122,10213,26,,2000,2,1000,1000,1,1000,1000,1,1000,0,0,0,.\data\565264077309.csv,.\data\565264077309jump.csv
桂F03538星光牌货车,https://sf.taobao.com/sf_item/565140364171.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,15021,2018/3/23 10:06,11,"6,831","1,200","6,831",130,1天,5分钟,拍卖,无,南宁市邕宁区人民法院,9,51,4429,44,,2600,3,866.6666667,0,0,0,0,0,0,2600,3,866.6666667,.\data\565140364171.csv,.\data\565140364171jump.csv
浙BU5A02小型汽车一辆,https://sf.taobao.com/sf_item/565632823577.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,48500,2018/3/23 10:05,2,"18,000","3,600","25,438",500,1天,5分钟,拍卖,无,象山县人民法院,26,273,7706,43,,9500,7,1357.142857,9500,7,1357.142857,0,0,0,0,0,0,.\data\565632823577.csv,.\data\565632823577jump.csv
车牌号为鲁Q15H58的丰田轿车,https://sf.taobao.com/sf_item/565312176932.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,89400,2018/3/23 10:04,1,"79,400","15,000","79,489","5,000",1天,5分钟,拍卖,无,郯城县人民法院,3,199,9952,3,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565312176932.csv,.\data\565312176932jump.csv
（破）瑞安市东旭微特机电有限公司名下的雅阁牌小型轿车一辆,https://sf.taobao.com/sf_item/565249693114.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,73000,2018/3/23 10:02,1,"40,000","5,000","50,000","1,000",1天,5分钟,拍卖,无,瑞安市东旭微特机电有限公司管理人,11,595,17902,26,,8000,4,2000,8000,4,2000,0,0,0,0,0,0,.\data\565249693114.csv,.\data\565249693114jump.csv
浙JC3U23奥迪牌FV7203TFCVTG小型轿车一辆,https://sf.taobao.com/sf_item/565330392034.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,108000,2018/3/23 10:02,4,"90,000","18,000","118,000","1,000",1天,5分钟,拍卖,无,台州市路桥区人民法院,6,402,28586,11,,8000,2,4000,0,0,0,8000,2,4000,0,0,0,.\data\565330392034.csv,.\data\565330392034jump.csv
牌号为浙BGX279的现代牌小型轿车,https://sf.taobao.com/sf_item/564779180316.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,40500,2018/3/23 10:02,3,"21,000","4,000","30,000",500,1天,5分钟,拍卖,无,宁波市鄞州区人民法院,11,203,23814,26,,7000,4,1750,5000,2,2500,2000,2,1000,0,0,0,.\data\564779180316.csv,.\data\564779180316jump.csv
车牌号为陕A935XG东风本田艾力绅商务车,https://sf.taobao.com/sf_item/565155616496.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,181080,2018/3/23 10:01,1,"146,080","20,000","182,600","1,000",1天,5分钟,拍卖,无,内蒙古自治区呼和浩特市中级人民法院,12,235,7553,26,,10000,5,2000,8000,4,2000,2000,1,2000,0,0,0,.\data\565155616496.csv,.\data\565155616496jump.csv
车牌号为浙AD8T52的五菱牌小型普通客车一辆,https://sf.taobao.com/sf_item/565326472244.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,35000,2018/3/23 10:00,0,"8,000","1,500","8,259","1,000",1天,5分钟,拍卖,无,杭州市滨江区人民法院,4,73,4680,2,,26000,1,26000,0,0,0,26000,1,26000,0,0,0,.\data\565326472244.csv,.\data\565326472244jump.csv
993常林装载机一台,https://sf.taobao.com/sf_item/565443373244.htm,2018/3/22 10:00,2018/3/23 10:00,第一次拍卖,90930,2018/3/23 10:00,0,"90,930","10,000","129,900","1,000",1天,5分钟,拍卖,无,重庆市九龙坡区人民法院,1,15,2968,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565443373244.csv,.\data\565443373244jump.csv
鲁HG1258/鲁HKY37挂欧曼牌半挂牵引车车辆,https://sf.taobao.com/sf_item/565581787589.htm,2018/3/22 10:00,2018/3/23 10:00,第二次拍卖,25120,2018/3/23 10:00,0,"25,120","2,000","31,400",200,1天,5分钟,拍卖,无,曲阜市人民法院,2,39,2379,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565581787589.csv,.\data\565581787589jump.csv
新31.B7980的M1654G型号大中型拖拉机,https://sf.taobao.com/sf_item/565724516484.htm,2018/3/21 16:00,2018/3/22 16:00,第二次拍卖,88172,2018/3/22 16:00,0,"88,172","8,000","157,450","1,500",1天,5分钟,拍卖,无,新疆生产建设兵团图木休克垦区人民法院,1,17,2759,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565724516484.csv,.\data\565724516484jump.csv
沪A9L789 奔驰R350L普陀区中江路118弄22号海亮大厦地下车库 车辆,https://sf.taobao.com/sf_item/565094327837.htm,2018/3/19 10:00,2018/3/22 10:00,第一次拍卖,185940,2018/3/22 10:54,80,"86,940","10,000","124,200",500,3天,5分钟,拍卖,无,上海市黄浦区人民法院,22,773,80372,169,,15000,11,1363.636364,0,0,0,11500,9,1277.777778,3500,2,1750,.\data\565094327837.csv,.\data\565094327837jump.csv
车牌号为浙AB925F奥德赛小型普通客车一辆,https://sf.taobao.com/sf_item/565581227309.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,89000,2018/3/22 10:45,46,"13,000","2,500","18,262",500,1天,5分钟,拍卖,无,杭州市江干区人民法院,27,400,13684,73,,40000,12,3333.333333,34500,8,4312.5,500,1,500,5000,3,1666.666667,.\data\565581227309.csv,.\data\565581227309jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565295297674.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,156250,2018/3/22 10:36,24,"125,000","12,500","125,000","1,250",1天,5分钟,拍卖,无,天津市和平区人民法院,11,219,10206,26,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565295297674.csv,.\data\565295297674jump.csv
车牌号为粤BR689D的比亚迪小型汽车一辆,https://sf.taobao.com/sf_item/565264268684.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,19441,2018/3/22 10:35,32,"3,241",300,"4,630",300,1天,5分钟,拍卖,无,重庆市第二中级人民法院,7,50,10283,42,,3900,1,3900,0,0,0,0,0,0,3900,1,3900,.\data\565264268684.csv,.\data\565264268684jump.csv
JEEP大切诺基机动车,https://sf.taobao.com/sf_item/565372870370.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,393250,2018/3/22 10:35,18,"325,000","32,500","325,000","3,250",1天,5分钟,拍卖,无,天津市和平区人民法院,5,383,16444,22,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565372870370.csv,.\data\565372870370jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565295909466.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,143960,2018/3/22 10:32,18,"122,000","12,200","122,000","1,220",1天,5分钟,拍卖,无,天津市和平区人民法院,10,340,14935,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565295909466.csv,.\data\565295909466jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565370238463.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,143960,2018/3/22 10:32,17,"122,000","12,200","122,000","1,220",1天,5分钟,拍卖,无,天津市和平区人民法院,10,152,5004,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565370238463.csv,.\data\565370238463jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565297825160.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,143960,2018/3/22 10:32,16,"122,000","12,200","122,000","1,220",1天,5分钟,拍卖,无,天津市和平区人民法院,8,149,4275,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565297825160.csv,.\data\565297825160jump.csv
JEEP自由客机动车,https://sf.taobao.com/sf_item/565369638855.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,159600,2018/3/22 10:31,26,"120,000","12,000","120,000","1,200",1天,5分钟,拍卖,无,天津市和平区人民法院,12,236,10998,34,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565369638855.csv,.\data\565369638855jump.csv
道奇酷威机动车,https://sf.taobao.com/sf_item/565184976514.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,188600,2018/3/22 10:27,11,"164,000","16,400","164,000","1,640",1天,5分钟,拍卖,无,天津市和平区人民法院,8,123,6805,15,,1640,1,1640,0,0,0,1640,1,1640,0,0,0,.\data\565184976514.csv,.\data\565184976514jump.csv
贵FD7087号奥迪A6L轿车一辆,https://sf.taobao.com/sf_item/565535407520.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,182000,2018/3/22 10:26,17,"132,000","20,000","187,000","1,000",1天,5分钟,拍卖,无,黔西县人民法院,12,159,9864,43,,8000,1,8000,0,0,0,8000,1,8000,0,0,0,.\data\565535407520.csv,.\data\565535407520jump.csv
车牌为浙A0349B奔驰牌小型轿车一辆,https://sf.taobao.com/sf_item/565448922325.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,323280,2018/3/22 10:26,42,"275,280","55,056","344,100","1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,6,211,16414,46,,3000,1,3000,0,0,0,0,0,0,3000,1,3000,.\data\565448922325.csv,.\data\565448922325jump.csv
车牌号为浙AA9N20的五菱牌轻型普通货车壹辆,https://sf.taobao.com/sf_item/565471510261.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,30000,2018/3/22 10:26,34,"3,600",700,"5,136",200,1天,5分钟,拍卖,无,杭州市萧山区人民法院,13,82,4469,85,,9600,10,960,0,0,0,6400,7,914.2857143,3200,3,1066.666667,.\data\565471510261.csv,.\data\565471510261jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565185372367.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,137860,2018/3/22 10:23,11,"122,000","12,200","122,000","1,220",1天,5分钟,拍卖,无,天津市和平区人民法院,8,209,11003,14,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565185372367.csv,.\data\565185372367jump.csv
冀R799L9号北京现代牌汽车,https://sf.taobao.com/sf_item/565975947402.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,86100,2018/3/22 10:21,10,"80,100","10,000","89,000",500,1天,5分钟,拍卖,无,廊坊市安次区人民法院,2,59,4164,11,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\565975947402.csv,.\data\565975947402jump.csv
于增华所有的柳工ZL30E装载车,https://sf.taobao.com/sf_item/565471358668.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,34100,2018/3/22 10:21,18,"20,000","4,000","20,000",300,1天,5分钟,拍卖,无,永福县人民法院,6,43,3487,34,,4200,5,840,2400,3,800,0,0,0,1800,2,900,.\data\565471358668.csv,.\data\565471358668jump.csv
苏JVG069凌派牌轿一辆,https://sf.taobao.com/sf_item/565276932243.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,80500,2018/3/22 10:16,15,"71,500","8,000","71,500",600,1天,5分钟,拍卖,无,盐城市大丰区人民法院,3,151,11416,16,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565276932243.csv,.\data\565276932243jump.csv
JEEP指南者机动车,https://sf.taobao.com/sf_item/565185656063.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,172050,2018/3/22 10:16,7,"155,000","15,500","155,000","1,550",1天,5分钟,拍卖,无,天津市和平区人民法院,9,168,7314,12,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565185656063.csv,.\data\565185656063jump.csv
车牌号为渝F5K209号小型轿车一辆,https://sf.taobao.com/sf_item/565467890535.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,91400,2018/3/22 10:12,18,"78,400","10,000","78,400",500,1天,5分钟,拍卖,无,重庆市开州区人民法院,5,82,6596,26,,500,1,500,0,0,0,500,1,500,0,0,0,.\data\565467890535.csv,.\data\565467890535jump.csv
冀A81410小型轿车,https://sf.taobao.com/sf_item/565712148311.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,67338,2018/3/22 10:12,10,"52,338","5,233","72,692","1,000",1天,5分钟,拍卖,无,石家庄市新华区人民法院,8,154,12460,16,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565712148311.csv,.\data\565712148311jump.csv
苏DLD367中联牌搅拌车一辆,https://sf.taobao.com/sf_item/565535835088.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,252700,2018/3/22 10:11,6,"217,700","40,000","311,000","5,000",1天,5分钟,拍卖,无,溧阳市人民法院,2,44,2506,7,,5000,1,5000,0,0,0,0,0,0,5000,1,5000,.\data\565535835088.csv,.\data\565535835088jump.csv
车牌号为浙F108KF福特汽车小汽车一辆,https://sf.taobao.com/sf_item/565146785777.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,142000,2018/3/22 10:10,4,"95,000","15,000","134,567","1,000",1天,5分钟,拍卖,无,嘉兴市南湖区人民法院,11,602,22609,33,,15000,6,2500,8000,3,2666.666667,6000,2,3000,1000,1,1000,.\data\565146785777.csv,.\data\565146785777jump.csv
（破）车牌号为浙AV3L72的江铃牌轻型载货车壹辆（非小客车）,https://sf.taobao.com/sf_item/565701508168.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,32500,2018/3/22 10:09,3,"24,000","4,000","38,000",500,1天,5分钟,拍卖,无,东方电气新能源设备（杭州）有限公司管理人,4,39,3087,13,,2500,3,833.3333333,1000,1,1000,1500,2,750,0,0,0,.\data\565701508168.csv,.\data\565701508168jump.csv
长安牌SC6399D4Y小型面包车1辆,https://sf.taobao.com/sf_item/565375277904.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,5560,2018/3/22 10:07,3,"5,500","1,000","5,500",20,1天,5分钟,拍卖,无,安徽省淮北市中级人民法院,2,34,3148,4,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565375277904.csv,.\data\565375277904jump.csv
马自达牌CA7201AT型小型轿车一辆（湘A897X8，发动机号:761423）,https://sf.taobao.com/sf_item/565422337355.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,42500,2018/3/22 10:06,13,"35,000","2,000","41,200",500,1天,5分钟,拍卖,无,浏阳市人民法院,4,49,8367,16,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565422337355.csv,.\data\565422337355jump.csv
津AJB714福田牌（康瑞H3）机动车,https://sf.taobao.com/sf_item/565199964622.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,53100,2018/3/22 10:06,2,"45,000","4,500","45,000",900,1天,5分钟,拍卖,无,天津市和平区人民法院,5,24,2517,10,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565199964622.csv,.\data\565199964622jump.csv
道奇酷威机动车,https://sf.taobao.com/sf_item/565184904422.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,176550,2018/3/22 10:05,4,"165,000","16,500","165,000","1,650",1天,5分钟,拍卖,无,天津市和平区人民法院,8,188,13878,8,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565184904422.csv,.\data\565184904422jump.csv
牌号为苏MM8690江铃全顺牌轿车一辆,https://sf.taobao.com/sf_item/565070623430.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,69250,2018/3/22 10:05,6,"29,750","4,000","42,500",500,1天,5分钟,拍卖,无,泰州市姜堰区人民法院,22,623,20632,16,,32000,3,10666.66667,32000,3,10666.66667,0,0,0,0,0,0,.\data\565070623430.csv,.\data\565070623430jump.csv
津AJB770福田牌（H2）机动车,https://sf.taobao.com/sf_item/565382470076.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,47120,2018/3/22 10:05,6,"38,000","3,800","38,000",760,1天,5分钟,拍卖,无,天津市和平区人民法院,3,35,1940,13,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565382470076.csv,.\data\565382470076jump.csv
冀FXN286号黑色大众朗逸牌小型汽车一辆,https://sf.taobao.com/sf_item/565582551315.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,63600,2018/3/22 10:05,5,"39,900","7,500","57,000",790,1天,5分钟,拍卖,无,唐县人民法院,13,337,13604,19,,9480,1,9480,0,0,0,9480,1,9480,0,0,0,.\data\565582551315.csv,.\data\565582551315jump.csv
苏DLD379中联牌搅拌车一辆,https://sf.taobao.com/sf_item/565377553980.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,242700,2018/3/22 10:04,3,"217,700","40,000","311,000","5,000",1天,5分钟,拍卖,无,溧阳市人民法院,3,59,2731,6,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565377553980.csv,.\data\565377553980jump.csv
车牌号为浙A319VS的风神轿车壹辆,https://sf.taobao.com/sf_item/565282564873.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,39000,2018/3/22 10:04,2,"8,000","1,600","10,804",500,1天,5分钟,拍卖,无,杭州市萧山区人民法院,14,71,6838,21,,21000,5,4200,3500,3,1166.666667,17500,2,8750,0,0,0,.\data\565282564873.csv,.\data\565282564873jump.csv
浙F835H6海马牌普力马小型普通客车,https://sf.taobao.com/sf_item/565451458724.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,38000,2018/3/22 10:04,2,"32,000","5,000","45,695","1,000",1天,5分钟,拍卖,无,平湖市人民法院,4,55,4012,6,,1000,1,1000,0,0,0,1000,1,1000,0,0,0,.\data\565451458724.csv,.\data\565451458724jump.csv
津AKB819福田牌（康瑞2）机动车,https://sf.taobao.com/sf_item/565312469057.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,43000,2018/3/22 10:04,1,"43,000","4,300","43,000",860,1天,5分钟,拍卖,无,天津市和平区人民法院,2,28,1664,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565312469057.csv,.\data\565312469057jump.csv
浙H8686C小型汽车壹辆,https://sf.taobao.com/sf_item/565374665520.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,24500,2018/3/22 10:04,1,"22,000","4,000","29,400",500,1天,5分钟,拍卖,无,衢州市柯城区人民法院,5,83,8462,6,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565374665520.csv,.\data\565374665520jump.csv
闽C877KA号本田雅阁牌HG7201A小轿车一辆,https://sf.taobao.com/sf_item/565585525271.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,37864,2018/3/22 10:03,1,"31,864","6,000","56,900",600,1天,5分钟,拍卖,无,泉州市丰泽区人民法院,5,114,17750,4,,4200,1,4200,4200,1,4200,0,0,0,0,0,0,.\data\565585525271.csv,.\data\565585525271jump.csv
刘世龙之妻李盼盼名下所有的东南牌汽车一辆车牌号为（鲁MKS506）,https://sf.taobao.com/sf_item/565018310389.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,16000,2018/3/22 10:03,1,"16,000","1,000","16,000",500,1天,5分钟,拍卖,无,滨州市滨城区人民法院,1,59,20990,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565018310389.csv,.\data\565018310389jump.csv
津AJB756福田牌（时代捷顺）机动车,https://sf.taobao.com/sf_item/565201320491.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,38880,2018/3/22 10:01,1,"36,000","3,600","36,000",720,1天,5分钟,拍卖,无,天津市和平区人民法院,3,25,2110,5,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565201320491.csv,.\data\565201320491jump.csv
车牌号为陕EKM188奥迪牌轿车一辆,https://sf.taobao.com/sf_item/565937295488.htm,2018/3/21 10:00,2018/3/22 10:00,第二次拍卖,121500,2018/3/22 10:00,1,"121,500","10,000","135,000","1,300",1天,5分钟,拍卖,无,大荔县人民法院,1,43,7745,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565937295488.csv,.\data\565937295488jump.csv
津AU9162福田牌（时代领航2）机动车,https://sf.taobao.com/sf_item/565463067141.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,42000,2018/3/22 10:00,1,"42,000","4,200","42,000",840,1天,5分钟,拍卖,无,天津市和平区人民法院,2,8,1081,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565463067141.csv,.\data\565463067141jump.csv
津AJB925福田牌（康瑞H3）机动车,https://sf.taobao.com/sf_item/565193752182.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,45920,2018/3/22 10:00,0,"41,000","4,100","41,000",820,1天,5分钟,拍卖,无,天津市和平区人民法院,5,60,3381,7,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565193752182.csv,.\data\565193752182jump.csv
津AJB711福田牌（康瑞3）机动车,https://sf.taobao.com/sf_item/565194644686.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,43460,2018/3/22 10:00,0,"41,000","4,100","41,000",820,1天,5分钟,拍卖,无,天津市和平区人民法院,4,21,1882,4,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565194644686.csv,.\data\565194644686jump.csv
津AJY776福田牌（时代领航1）机动车,https://sf.taobao.com/sf_item/565199996839.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,42000,2018/3/22 10:00,0,"42,000","4,200","42,000",840,1天,5分钟,拍卖,无,天津市和平区人民法院,1,23,2047,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565199996839.csv,.\data\565199996839jump.csv
车牌号为浙JU019X别克汽车一辆,https://sf.taobao.com/sf_item/565258900115.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,79000,2018/3/22 10:00,0,"79,000","15,800","79,000",700,1天,5分钟,拍卖,无,临海市人民法院,2,117,9099,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565258900115.csv,.\data\565258900115jump.csv
